# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,
2MASXJ03494903-3556440_I_450px                    ,450.00000000,450.00000000,5.16844888,0.77781746,0.00334485,0.23560913,209.50072562,226.50201390,211.89489978,227.42493190,225.97619473,231.78292595,215.68349566,225.75256173,13.92099444,8.24391898,1.11649919,1.90416620,19.74028768,0.49998669,68.70307307,201.50118663,229.00043051,53.27360885,3.50254617,21.00002283,0.04521465,177.69663506,5829.72265625,9.19502164,10.18362889,10.96860312,11.86992268,13.56090068,16.71452733,21.82374494,29.10776531,41.29031989,28.92850087,0.45610630,0.48355971,0.03904339,0.00004027,0.86187187,0.02550517,1.00071428,0.14682154,8.86980258,0.00985238,0.29169327,0.85569467,-inf,1.56231308,0.55201306,0.37859284,0.08114571,2.11106994,8.00000000,
2MASXJ03494903-3556440_R_450px                    ,450.00000000,450.00000000,5.35125357,0.77781746,0.00816101,0.14015904,208.50040306,227.50012437,210.78912719,227.52150468,215.15960932,231.43714028,214.83667821,226.08992972,13.42535120,8.08897098,0.67652693,1.89223107,18.31871029,0.49999120,71.34700813,201.23483913,229.01348074,7.84318159,12.51967204,20.99885503,0.03746113,177.17105069,5357.65185547,8.16195467,9.17499095,9.93423257,10.75286973,12.10318483,14.86026334,19.24380258,25.46789274,35.40042108,26.00575954,0.44338737,0.46610876,0.01979237,0.00002604,0.86537946,0.02019532,1.00044715,0.14160876,8.80121954,0.00556576,0.23395900,0.87034611,-inf,1.45517704,0.53019010,0.36352043,1.14307073,1.27423075,0.00000000,
2MASXJ03494903-3556440_U_450px                    ,450.00000000,450.00000000,7.56552829,0.77781746,0.00004255,0.01457845,206.50012057,226.50141608,206.66865061,227.32223777,213.81331272,227.99360852,215.12209283,229.15798437,10.24030032,6.14405864,174.97961807,0.26398057,4.78293296,2.87299151,29.32870411,201.19369890,228.89311414,1.68342030,1.88602247,11.82743280,0.04999948,154.75661486,44.64765930,3.92893015,4.88806725,5.67362593,6.31607545,6.91310910,7.67130720,9.23816954,12.09546224,16.86597054,10.98972779,0.39348530,0.38733793,0.06351591,0.00032309,0.86153369,0.00611059,1.00036350,0.07458647,7.62479564,0.00022475,0.57372218,0.81589920,-inf,1.59304546,0.22586379,0.53383674,0.38869193,1.11639489,8.00000000,
2MASXJ03494903-3556440_Z_450px                    ,450.00000000,450.00000000,5.19096149,0.77781746,-0.01764549,0.25556612,210.50089152,226.50171298,210.88859375,227.51581220,216.12443124,233.48180459,215.57147435,230.38543182,12.19506755,6.24972114,176.68242143,0.08084264,54.99999697,4.56304913,82.50615118,201.92963250,229.01239806,0.18107216,40.39483321,20.99936198,0.05773517,2.75453251,3215.94335938,8.55133685,9.54124105,10.39349809,11.54685914,14.17510977,17.95511022,22.97336839,30.67133060,43.04416524,29.04209564,0.50712775,0.48238786,0.09254546,0.00007921,0.79259073,0.02338467,1.00055266,0.17395513,3.73831228,0.01026902,0.39920758,0.83138388,-inf,1.56263499,0.57633050,0.40720632,1.19498359,2.81552027,0.00000000,
6dFGSgJ032512.2-325409_F378_450px                 ,450.00000000,450.00000000,6.19731905,0.77781746,-0.00077805,0.01171484,226.50103635,225.50019119,227.00265473,226.36865201,227.45314724,226.86783782,226.81508071,225.11123982,9.21075568,7.91781331,85.87829382,0.00198969,36.99996243,2.88589660,17.22251865,226.62294321,225.68368834,0.00227865,18.15549709,3.32295060,0.99999913,83.94080516,22.73353577,4.72475142,7.93622739,10.47603525,13.24274309,16.30018048,20.06389252,23.93190249,29.10251720,34.48458499,27.16830961,0.56431645,0.32543259,1.06716036,0.00051500,0.11117471,0.00140831,0.99056554,0.64510047,3.69150070,0.00185325,0.83423726,0.54372524,0.53607783,1.53719446,0.64406898,0.84407442,0.80300509,6.01469768,0.00000000,
6dFGSgJ032512.2-325409_F430_450px                 ,450.00000000,450.00000000,5.20426847,0.77781746,-0.00835603,0.04431843,226.50052490,227.50059677,227.29092041,227.81126659,227.81996306,228.24080020,227.52736499,226.76382306,11.58666097,10.24364220,112.28836940,0.03394884,16.85550248,1.24650154,9.45052335,227.19232209,226.61033122,0.03342353,17.76104254,1.26692847,0.79847023,112.57322326,96.16448212,4.87480200,7.47661153,9.95227849,12.35963039,14.96449474,17.77572182,21.09691147,25.64902838,32.51379820,29.56637339,0.53536610,0.33700565,1.02187476,0.00046061,0.13290826,0.00200755,0.98153102,0.60567985,2.87238126,0.00238924,0.86744994,0.54810129,0.54594596,1.54742549,0.63700721,0.82859915,0.31597204,5.04150740,0.00000000,
6dFGSgJ032512.2-325409_F515_450px                 ,450.00000000,450.00000000,4.53935490,0.77781746,-0.00338373,0.04504547,226.50074833,226.50048691,226.77699453,227.03048710,227.78014636,227.43052958,226.60588152,226.90331863,7.09905848,6.52733410,99.56431134,0.07551047,15.43695634,0.97507072,10.17884563,227.15018550,226.81826371,0.07026676,16.77731138,1.09592435,0.82542860,95.48915814,199.64224243,5.15967465,7.88868335,10.40215714,13.01085144,16.02298030,19.43577014,23.00425653,29.15840408,37.74760378,29.57269838,0.56775923,0.37214609,0.90384513,0.00022556,0.14131886,0.00224722,0.99069268,0.48367457,2.02102722,0.00266115,0.77835987,0.58843034,0.17266507,1.56146121,0.53463988,0.80555441,0.18673220,4.21262672,0.00000000,
6dFGSgJ032512.2-325409_F660_450px                 ,450.00000000,450.00000000,4.76809798,0.77781746,-0.00005589,0.01552108,226.50147259,225.50150101,227.57268617,226.01206527,227.44855172,227.06368891,228.16618076,228.29221083,14.97343475,12.92259153,99.23725535,0.07004053,16.65016409,0.99592307,12.80651460,227.24910272,226.13676130,0.06606217,17.52048447,1.14478513,0.80941770,98.10666048,213.43511963,5.54929884,8.52405382,11.47617074,14.37562422,17.76524760,21.74795524,26.64892913,34.01082108,48.48480163,36.95032469,0.60097093,0.43603436,0.63843884,0.00007271,0.13159982,0.00967912,0.98513316,0.43231946,3.21151507,0.00462028,0.56622215,0.67747644,-0.48163143,1.56835298,0.28259545,0.69749485,-0.03208034,2.81584331,0.00000000,
6dFGSgJ032512.2-325409_F861_450px                 ,450.00000000,450.00000000,4.82723470,0.77781746,-0.00293141,0.08807895,226.50120236,225.50024639,227.62787618,225.45001564,226.96554940,226.58369543,230.93556471,225.42695815,13.57236437,12.53732847,106.53436228,0.12956389,17.81723077,1.02800993,21.27200995,227.20315885,226.06924529,0.12416741,18.87515027,1.16050559,0.83368617,98.41729633,490.26525879,5.79269606,9.06856876,12.16309516,15.32520660,18.81052652,23.20033431,29.06225954,36.54172497,55.75203365,36.08091799,0.60525029,0.47185976,0.96173144,0.00017961,0.12093949,0.00552666,0.98057736,0.57941806,3.12573253,0.00523599,0.66565788,0.59032234,0.09878970,1.56368378,0.52062175,0.80248581,-0.48500576,4.28787732,0.00000000,
6dFGSgJ032512.2-325409_G_450px                    ,450.00000000,450.00000000,5.97568797,0.77781746,0.00085473,0.11803640,226.50081194,226.50024904,227.29504719,226.50251713,227.36588207,227.44716840,227.34145173,226.90859187,15.50408372,13.10373784,99.47052740,0.41294224,16.34555877,0.97743020,9.55006651,226.99249256,226.48712797,0.37715045,17.36952661,1.14630152,0.79962130,99.60927770,1140.32739258,5.54867114,8.36491673,11.09365994,13.91777761,17.13028352,20.93170883,25.59559106,31.86342744,40.99293741,37.51098242,0.58083087,0.37894449,0.76337674,0.00010349,0.13377860,0.00514190,0.98249210,0.43001241,2.11734919,0.00410645,0.67409018,0.65661799,-0.32691147,1.57421253,0.36845133,0.74828064,-0.02104897,2.49154201,0.00000000,
6dFGSgJ032512.2-325409_I_450px                    ,450.00000000,450.00000000,4.01018545,0.77781746,-0.00094281,0.16941230,226.50087712,225.50105466,227.25198532,225.81328863,227.25085350,226.84250799,227.86901662,223.27804600,14.61923013,12.81396697,111.52603092,0.63743001,17.18237927,1.04946818,9.12947811,227.05782249,226.08003904,0.63270363,17.68773615,1.11013161,0.82234041,101.44095902,2061.80517578,5.42992638,8.57487177,11.41501185,14.30151098,17.70853447,21.60338654,26.22015323,32.72239345,44.66552513,34.44441601,0.58161743,0.40178982,0.67887395,0.00008215,0.09293247,0.00801623,0.98729719,0.38139227,2.36154653,0.00337021,0.56403363,0.66272066,-0.41788168,1.57194010,0.31540643,0.72944891,-0.23287503,2.56759095,0.00000000,
6dFGSgJ032512.2-325409_R_450px                    ,450.00000000,450.00000000,3.84371168,0.77781746,-0.00492014,0.14130716,226.50113507,225.50134427,227.31743168,225.92742535,227.46592994,227.28088046,228.27728128,226.84376053,15.18461401,13.17832834,106.29952604,0.63265941,16.66825772,1.05174369,2.73382974,227.06107981,226.32368921,0.63443633,17.20953140,1.09310614,0.80428193,101.03930505,1776.80004883,5.11617059,7.98220264,10.55999778,13.18386625,15.99785978,19.28505783,23.09217572,27.99083415,35.08610316,37.20733478,0.54489309,0.34107325,0.64398699,0.00007951,0.13206661,0.01088911,0.98828611,0.40846323,2.47479926,0.00568092,0.58511977,0.68762914,-0.53219267,1.57246794,0.27850974,0.68464626,0.50143848,1.55284265,0.00000000,
6dFGSgJ032512.2-325409_Z_450px                    ,450.00000000,450.00000000,5.03604851,0.77781746,-0.01094235,0.20035419,226.50155753,225.50032650,227.64542647,225.64442486,227.72950506,226.45660575,228.18817867,225.47023449,13.04597403,11.93757811,103.49267839,0.42267945,17.08466323,0.99905020,4.48596393,227.26945212,226.01203892,0.37621237,19.23789876,1.18637976,0.80270584,102.07565186,1292.14941406,5.31472250,8.17236247,10.80742840,13.53418425,16.35464491,19.70275308,23.64229487,28.80315758,34.99514905,35.60185497,0.54709248,0.33036673,0.78414541,0.00015502,0.20936931,0.00482443,0.98393933,0.49593321,3.23834130,0.00379647,0.65944756,0.60326187,-0.15275419,1.59120945,0.49508918,0.77671938,-0.28254973,3.09196298,0.00000000,
6dFGSgJ033147.6-350305_F378_450px                 ,450.00000000,450.00000000,5.24546086,0.77781746,0.00029360,0.01300688,227.50042727,226.50020580,227.98169351,226.92222394,231.11539199,229.97876136,230.96077485,228.83730008,8.10666179,6.47505442,4.95623743,0.00129448,47.99999985,2.14623081,43.93798887,228.62628376,226.77921048,0.00112378,88.80636042,1.91092057,0.55947018,10.19888695,27.60043907,8.42412933,13.73277573,17.61219662,22.35644791,27.88820825,31.30547864,36.00483166,41.55723870,45.22702267,25.84006290,0.48088836,0.20997739,1.04319345,0.00047101,0.17989386,0.00055489,0.99751316,0.64934645,2.47712639,0.00086868,0.83440617,0.50147607,-inf,1.53112091,0.61879063,0.88320720,-0.21404940,8.55555871,32.00000000,
6dFGSgJ033147.6-350305_F410_450px                 ,450.00000000,450.00000000,4.94644049,0.77781746,0.00149403,0.04648778,225.50079008,222.50124895,225.73594562,224.17344846,227.08022588,225.87222551,224.42363617,222.85264121,11.51186774,9.13240643,178.36579472,0.00547819,60.21721472,1.89395966,21.95847012,226.81575279,224.49001333,0.00215670,135.06302486,2.70121710,0.57363244,2.78422334,156.11811829,10.09161088,16.07058948,23.17151358,29.77388457,37.14238148,44.66391476,52.50580536,61.52923951,68.38576703,49.62460586,0.58304974,0.26509598,1.11496791,0.00029767,0.14837923,0.00191136,1.00308854,0.77941169,3.40285445,0.00686986,0.79888819,0.51956981,0.22440430,1.60572801,0.76218095,0.87893302,-0.81649455,8.72735645,32.00000000,
6dFGSgJ033147.6-350305_F430_450px                 ,450.00000000,450.00000000,5.20838388,0.77781746,0.00107545,0.04897991,226.50021470,224.50012080,226.31646648,225.25239094,227.59610093,227.10009133,228.65591565,227.92441289,12.72764985,11.73097121,5.20649296,0.01099588,41.51270497,1.31590759,15.91455204,227.17144377,225.15718488,0.00663191,57.94330680,1.85477616,0.86102783,179.43379609,187.45239258,9.87810219,15.36563343,21.01444481,26.95555771,33.08814203,40.38133632,46.25191267,56.73108787,67.50645814,37.85346836,0.56727064,0.30967294,1.10178391,0.00026122,0.13086637,0.00183443,1.00167096,0.73444647,2.04574664,0.00380838,0.77067291,0.51188619,0.18079248,1.61563166,0.75492471,0.87400696,0.59741385,8.95070408,0.00000000,
6dFGSgJ033147.6-350305_F515_450px                 ,450.00000000,450.00000000,3.97381326,0.77781746,0.00132669,0.05281634,226.50077816,225.50100313,227.85749951,225.92194490,227.39993532,226.58319029,230.75550993,231.10874077,19.82647848,14.74426102,0.49059448,0.03404363,34.57934711,1.08798392,10.70586176,226.67827717,226.32016815,0.02341744,45.88907839,1.40834483,0.67550576,179.98145141,319.87445068,9.59247882,14.51867324,19.56926812,24.78708805,30.40908738,35.60957156,41.90302258,49.90222068,58.30441380,61.58816016,0.53619294,0.28269805,1.08902630,0.00016508,0.15823654,0.00331563,0.99489585,0.69990315,2.30648670,0.00818022,0.68297955,0.54128375,-0.05891351,1.54816912,0.60792955,0.83008760,-0.59504865,7.13928558,0.00000000,
6dFGSgJ033147.6-350305_F660_450px                 ,450.00000000,450.00000000,3.35140274,0.77781746,0.00118887,0.01542937,226.50051994,225.50006085,227.24061401,225.26128248,226.66988799,226.21105581,224.70078934,225.12568783,19.52901066,14.94346621,173.71608786,0.03700505,32.97245462,1.14829203,13.35208258,226.44395960,225.68951088,0.03369316,36.25351357,1.25845586,0.69592655,175.25344491,521.21856689,11.79583286,19.04095577,26.70045854,35.05966681,46.17311546,62.64261783,90.71095463,132.04215474,136.03517873,68.65328640,0.84102386,0.46926205,0.80426564,0.00002960,0.14974252,0.01799835,0.99145298,0.49404161,1.13273461,0.01086990,0.44020368,0.63468206,-0.63012120,1.57887798,0.32814406,0.67095471,0.75521775,5.06326936,0.00000000,
6dFGSgJ033147.6-350305_F861_450px                 ,450.00000000,450.00000000,3.39245071,0.77781746,-0.00059426,0.08172972,226.50028982,225.50020109,226.97628554,225.41558739,226.64654428,225.98247515,226.32872934,225.83053463,15.78726168,12.88065924,173.35767285,0.07727452,33.77731065,1.22948027,12.03458353,226.16467719,225.55483721,0.06046879,41.26810394,1.48973505,0.71948784,172.79872678,947.48925781,9.86801366,15.39952717,21.27519789,27.52435912,34.16408303,42.43285890,52.26297420,66.22634885,85.78721397,62.75569410,0.63352343,0.39985280,1.03226056,0.00008625,0.12701413,0.00736862,0.99871012,0.64258875,0.77038071,0.00688230,0.50444381,0.57251794,0.08236508,1.57406706,0.50419623,0.75980092,-0.71083227,3.87830278,0.00000000,
6dFGSgJ033147.6-350305_G_450px                    ,450.00000000,450.00000000,4.18793465,0.77781746,0.00026747,0.15823741,226.50023940,225.50008311,227.04682022,225.36886081,226.79823839,226.67381525,225.23844274,230.10257629,19.60668257,15.67613030,172.96123354,0.19093607,32.65427533,1.08821852,7.27559208,226.30439119,225.73155887,0.14646578,39.92684470,1.34524661,0.72612830,173.46960769,1939.45092773,9.63746782,14.93000899,20.36036810,25.89445191,31.79065505,38.24226389,46.28216338,55.72605280,68.04531904,65.72322433,0.57199821,0.33049878,0.94082251,0.00008158,0.20055219,0.00641105,0.95136800,0.62546994,0.85527147,0.01055974,0.61314470,0.57222888,-0.50999883,1.57257050,0.44137931,0.75710554,-0.25026974,3.89870939,0.00000000,
6dFGSgJ033147.6-350305_I_450px                    ,450.00000000,450.00000000,3.53313175,0.77781746,0.00382901,0.17991047,226.50041400,225.50003008,227.24819996,225.41004767,226.56868600,226.01493285,226.75513955,226.74894379,17.16671494,13.17121557,173.64799125,0.38872147,32.58773953,1.10645033,21.40051793,226.23036035,225.52614317,0.32805255,36.83700437,1.29516246,0.71638085,174.37275074,6689.27148438,13.72006624,22.89864336,33.03664816,46.58971709,68.26229796,107.06618853,135.33889320,136.95931102,138.06429351,70.88712812,0.77678181,0.30590047,0.85596526,0.00002689,0.16718197,0.02065475,0.99706139,0.56074124,1.06250654,0.01129789,0.49252408,0.62765278,-0.28312146,1.57827482,0.32963960,0.67910774,0.96827524,4.48552902,0.00000000,
6dFGSgJ033147.6-350305_R_450px                    ,450.00000000,450.00000000,3.61623718,0.77781746,0.00247800,0.15284526,226.50065283,225.50002698,227.37958530,225.43263713,226.60450364,226.07958247,226.89988152,226.26184195,19.56123897,15.28168898,172.63305103,0.33955440,32.65465662,1.12110419,16.10650437,226.43736239,225.57630846,0.29162178,37.17362914,1.30263352,0.70290976,173.32030404,4873.13476562,11.93009794,19.33038159,26.99053333,35.79467165,47.55213937,65.06085705,95.51228861,130.91317313,134.07458175,67.92605680,0.83074292,0.45017639,0.76210425,0.00003136,0.21948483,0.01635585,0.98332007,0.50711854,1.29775258,0.01057131,0.48840083,0.62297407,-0.79614716,1.57774524,0.34250224,0.65621090,0.59211851,3.47572800,0.00000000,
6dFGSgJ033147.6-350305_U_450px                    ,450.00000000,450.00000000,6.36894024,0.77781746,0.00031355,0.01705424,226.50018315,225.50107238,226.29781067,226.85101674,221.44629267,227.73162614,231.86514403,227.01350277,13.28940172,10.43166017,179.16195329,0.00241778,53.86473253,1.50349781,22.20323997,226.08149860,225.07145575,0.00209631,60.28613325,1.70170714,0.71200996,171.11569346,48.81663895,10.25438291,16.65105094,21.77512931,27.61552250,34.69155953,39.15108189,46.15742887,54.46639102,62.10947179,40.88588438,0.51468695,0.25293401,0.99616569,0.00034922,0.26860077,0.00209330,0.99712413,0.78763289,3.33863166,0.00553026,0.78914601,0.52404776,0.25874841,1.57002883,0.74232218,0.86535103,-0.08963424,8.08323851,0.00000000,
6dFGSgJ033147.6-350305_Z_450px                    ,450.00000000,450.00000000,3.66421246,0.77781746,-0.00619125,0.19856684,226.50042430,224.50139448,227.21191607,225.16725386,226.98560718,225.77789460,227.18807295,226.62859509,17.40863870,13.01020171,174.89431246,0.26484097,33.57102355,1.10850252,8.96251339,226.25550405,225.47603936,0.22865068,37.90092159,1.27944857,0.68135437,173.72328523,2844.90893555,10.26663661,16.08535574,21.94016507,27.97961816,34.08386461,41.71137723,51.62720000,65.52445695,85.42186455,54.94191848,0.60997276,0.39902022,0.87300707,0.00006979,0.15195047,0.00462596,0.99934006,0.46850064,1.77363428,0.00376669,0.46786134,0.57001756,0.07237381,1.57686169,0.43174712,0.78422643,0.50298070,3.65872085,0.00000000,
6dFGSgJ033312.8-360103_F515_450px                 ,450.00000000,450.00000000,5.92501163,0.77781746,0.00056472,0.05196000,226.50005899,223.50011854,226.68544126,224.26246821,225.91381687,222.59013754,230.77208016,224.24599188,9.37852291,9.24110733,38.90776844,0.01299376,45.37519531,1.84383552,15.21462069,226.63964792,224.25260664,0.01130073,48.83279023,1.97840885,1.00000018,105.09375458,302.57943726,8.75107044,14.46286849,20.23060876,26.19773702,34.30557100,39.04050806,45.63403333,57.45927618,66.29943273,47.58386195,0.59910571,0.28614516,1.05247669,0.00017169,0.19205506,0.00454478,1.00039202,0.76587993,1.64880662,0.00191068,0.48018071,0.55279388,-inf,1.56467591,0.67317741,0.68220064,-0.01420961,5.07922090,0.00000000,
6dFGSgJ033312.8-360103_F660_450px                 ,450.00000000,450.00000000,4.06750581,0.77781746,0.00001073,0.02040880,224.50128691,217.50039282,224.51194931,215.45091322,227.07745973,225.20125575,224.76548807,220.80599128,19.85380982,12.58608220,77.07340847,0.03254880,33.44755430,0.72784784,51.95674553,227.35237626,224.74746727,0.01707174,37.12391043,1.63598726,0.87307592,132.14767232,337.15234375,13.98623633,21.98272061,27.68307341,30.29036049,38.75052279,51.08356341,67.54191828,77.54448211,90.84715632,65.58769620,0.54746946,0.37003377,0.88576222,0.00006052,0.33550548,0.00325799,1.00047240,0.67903261,3.12483507,0.00154787,0.32607894,0.59450579,-inf,1.59716706,0.52246064,0.77703934,0.64267420,5.84612848,0.00000000,
6dFGSgJ033312.8-360103_F861_450px                 ,450.00000000,450.00000000,3.74964895,0.77781746,-0.00017729,0.08210234,224.50008173,213.50026632,223.99600031,213.71873285,227.76059400,223.87481532,227.74002653,220.07993024,21.30922438,12.53659420,76.20499849,0.09121416,32.61162210,0.50000000,110.39797764,227.66461656,224.67570374,0.02981188,44.35467518,1.81119085,0.89913658,106.57710186,774.10205078,15.81131975,23.39512497,26.70967972,29.23924020,37.54407786,48.10780308,64.07730891,78.98615739,83.00130590,49.76047885,0.52842562,0.34454348,0.93529111,0.00010603,0.34939343,0.00285909,1.00044295,0.67278316,1.10406225,0.00135482,0.47928923,0.53891306,-inf,1.58128130,0.60615706,0.74562951,0.33053057,6.52413977,0.00000000,
6dFGSgJ033312.8-360103_G_450px                    ,450.00000000,450.00000000,4.46679559,0.77781746,0.00443229,0.15617381,226.50089451,221.50053766,227.47646274,222.99850131,227.57125220,225.36555889,228.60907936,223.67172300,12.83603751,11.65252245,108.79845805,0.10048691,35.20293341,1.50284384,10.64847591,227.50293328,224.68828967,0.09117585,37.47332674,1.66641027,0.84691721,134.18879254,1548.54541016,9.11453714,14.51106464,20.70127831,27.40102531,34.42975821,39.11730953,48.81503945,60.74165366,72.25092575,49.90874709,0.62178733,0.32190944,0.91384709,0.00010084,0.26141143,0.00183640,1.00036769,0.62218218,3.58180116,0.00085843,0.42859474,0.56160185,-inf,1.59819705,0.53875161,0.71678350,0.73857793,8.44140519,0.00000000,
6dFGSgJ033312.8-360103_I_450px                    ,450.00000000,450.00000000,3.66714894,0.77781746,0.00796084,0.17761751,224.50092825,216.50018052,224.44057438,215.49381831,227.21452121,225.49022779,228.55248710,224.85824548,21.26302116,13.24673437,77.60772005,0.36911854,31.28632392,0.65538153,105.96132333,227.65268105,224.71048329,0.20776998,30.61221405,1.49927739,1.00001988,39.08267101,3412.24169922,14.19952547,21.80238325,27.61100719,29.63381772,36.78949245,49.16175611,64.53391474,76.95653791,89.36708844,69.76601548,0.54774155,0.38545381,0.94193596,0.00005204,0.30456179,0.00489693,1.00056535,0.69728125,1.44507374,0.00265499,0.33644872,0.61291110,-inf,1.58652674,0.50070532,0.75699378,-0.41043866,5.82984937,0.00000000,
6dFGSgJ033312.8-360103_R_450px                    ,450.00000000,450.00000000,3.85230130,0.77781746,-0.00316375,0.15407319,225.50066058,219.49996831,224.77360280,216.45330798,227.46534605,225.25711778,231.48038231,221.85710238,19.15536377,11.61569841,76.31686978,0.29950860,33.09372825,0.80840712,37.04160023,227.43806626,224.56913762,0.17823540,34.08703944,1.58216523,0.86266338,121.44504942,2896.93212891,13.16837749,20.60689152,27.79083670,30.42440451,37.21541811,48.40168258,62.98961188,77.11099185,90.32953441,68.87780572,0.57310380,0.38510687,0.90912578,0.00005318,0.28739455,0.00265603,1.00049311,0.64805673,4.54749100,0.00181906,0.34502076,0.60939931,-inf,1.59908413,0.48798332,0.75319677,-0.30794269,5.72402659,0.00000000,
6dFGSgJ033312.8-360103_Z_450px                    ,450.00000000,450.00000000,4.06313734,0.77781746,-0.01020320,0.20721172,223.50107928,213.50004638,223.15973607,210.84218893,227.67471676,223.86914945,228.24433538,221.74955909,19.03222760,9.07169280,74.11589392,0.27614272,34.77003213,0.49999984,234.62234903,227.43471273,224.52219213,0.10573064,38.16226443,1.72084578,0.91920093,99.63175229,2232.02783203,17.93797055,23.04930300,24.72364290,31.14622351,41.60518189,54.62185585,73.99505340,87.54323062,93.90580551,59.77883323,0.57956477,0.35354502,0.99662967,0.00009281,0.29871969,0.00466856,1.00057130,0.71093184,4.48266832,0.00216748,0.39067689,0.55865567,-inf,1.57493303,0.59276855,0.69614375,0.87736519,6.86115161,0.00000000,
6dFGSgJ033333.9-333423_F395_450px                 ,450.00000000,450.00000000,6.51986593,0.77781746,0.00100003,0.02137496,217.50035412,216.50106329,217.53576472,217.47300451,218.92869333,217.53844575,221.72905366,216.80283769,6.79906108,6.16287829,141.81031336,0.00393154,31.99999927,2.19692925,20.55309106,217.54055918,217.60729543,0.00071512,101.29961258,3.76033904,0.99972500,134.06152577,35.52718353,4.59118043,7.52517976,10.47002087,13.01982650,16.80864366,19.84309067,23.17949932,27.58006624,31.22917307,35.76293558,0.56407843,0.26902781,1.11378928,0.00060125,0.16415910,0.00269621,1.00083336,0.78604217,2.71953642,0.00451982,0.77441062,0.53611556,0.24125236,1.57092326,0.67214208,0.84871492,2.59759084,4.02867011,32.00000000,
6dFGSgJ033333.9-333423_F410_450px                 ,450.00000000,450.00000000,5.67781678,0.77781746,0.00197784,0.05528410,216.50112392,215.50140175,229.55647937,193.36338506,218.67849866,218.12820762,222.91547634,215.88772501,38.50088318,11.05028550,117.70062292,0.02483572,67.58339538,0.50000000,30.53901241,217.67044864,216.87645137,0.00234160,128.02366014,3.99605177,0.86156024,130.00649904,249.75431824,24.88693763,32.57375674,41.91955907,49.82541148,52.13590528,53.25697430,55.95700854,67.00940272,79.11369465,73.97125302,0.31326790,0.18111475,0.99645222,0.00022128,0.29274248,0.01079529,0.99124496,0.87047633,34.74438609,0.02209016,0.73085192,0.54517471,-0.15277668,1.55490621,0.65021073,0.81939879,0.57296037,6.66217113,64.00000000,
6dFGSgJ033333.9-333423_F515_450px                 ,450.00000000,450.00000000,3.98399259,0.77781746,0.00193742,0.06064202,217.50046554,217.50005576,226.18111586,200.31421725,218.04506063,217.98554294,213.42375050,219.67344089,36.81494617,14.71903934,118.25967895,0.07668624,44.21972055,0.49999999,93.94765313,217.68504644,217.75897037,0.05518934,30.18516513,1.67303578,0.85319074,135.73979621,706.79821777,19.69693181,27.13645068,35.38936642,45.52211265,56.47941273,60.04107671,62.95976827,77.82249647,103.05943258,72.27708712,0.45755212,0.26119757,0.96814556,0.00008578,0.25823681,0.01177258,0.99416180,0.76462290,26.63879630,0.01648918,0.65777197,0.59105462,-0.26765243,1.57506675,0.49896368,0.73267832,0.74945092,8.25832839,64.00000000,
6dFGSgJ033333.9-333423_F660_450px                 ,450.00000000,450.00000000,3.43160722,0.77781746,0.00085400,0.02023107,217.50059749,216.50152064,224.57548330,204.69139226,218.09106132,218.15746958,221.68390983,218.60813000,34.75509362,16.44062292,118.65218812,0.11388917,31.08535701,0.50205282,5373.21496326,217.57811688,217.75538384,0.07685010,25.61661870,1.49259662,0.85193955,134.39062313,690.82202148,14.91384086,21.15389113,27.45411297,35.16235892,44.80782544,57.36193064,64.31952126,68.36742474,89.80615454,77.92477454,0.50945896,0.30195223,0.82238391,0.00002928,0.22001109,0.01947154,0.99097633,0.58872987,17.66717155,0.01828842,0.49515027,0.70594563,-0.95813158,1.58571853,0.33033593,0.57970017,0.70883008,2.57525570,64.00000000,
6dFGSgJ033333.9-333423_F861_450px                 ,450.00000000,450.00000000,3.35058428,0.77781746,-0.00092479,0.07689133,217.50051438,216.50131238,223.00641975,207.30754772,217.80531585,218.25455787,221.83328599,215.69212538,32.61486376,16.67756688,119.01720375,0.26905878,28.43902408,0.58415361,654.69402151,217.56598393,217.59522487,0.17432633,25.85881153,1.42563526,0.85617746,139.26404525,1519.97949219,12.86827400,18.78605239,24.83526459,31.76960192,40.74160604,52.14161512,65.71196877,68.88301772,86.08265601,74.80774461,0.56427664,0.32487751,0.84536301,0.00005058,0.29515744,0.01308879,0.98859422,0.65691097,14.32519699,0.01640529,0.55779316,0.65615973,-0.72186677,1.57179733,0.38437398,0.67473916,0.24350398,5.12879755,64.00000000,
