# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,
2dFGRSTGS848Z606_F378_450px                       ,450.00000000,450.00000000,6.58607235,0.77781746,-0.00016101,0.02164484,205.50174346,194.50071636,206.42003946,195.45792591,212.95205985,210.26714361,212.59480560,205.59145940,12.03652564,8.67179928,89.85158809,0.12110134,6.33566794,0.49999961,33.59871263,201.93815697,193.99300360,0.14723727,2.31395323,7.63846426,0.05024107,6.98330857,35.26105881,3.98106750,4.65290974,5.82878535,6.40747584,6.78942487,7.15307408,7.55778498,8.17395206,9.80408239,6.93232809,0.24470746,0.15957397,0.06136343,0.00060213,0.87750986,0.00591685,0.94547383,0.14137931,19.13452594,0.00069987,0.87972743,0.80786169,-inf,1.57505192,0.10776411,0.49515554,-0.35338347,1.47954316,64.00000000,
2dFGRSTGS848Z606_F395_450px                       ,450.00000000,450.00000000,6.54665004,0.77781746,-0.00021826,0.03801906,206.50078189,192.50055598,202.25545536,194.20875542,202.38054182,194.40490408,201.82620723,193.28139942,2.75715509,1.98904619,38.92190172,0.24119631,3.62427452,0.50000811,58.56081646,202.04716001,193.97978387,0.38521244,2.02025608,4.09794222,0.05016858,157.05725630,36.57010651,1.00000000,1.28859574,1.66233416,2.08019159,2.55064144,3.08062543,3.69040319,4.52635220,6.18980451,5.44396199,0.54563165,0.38502752,0.06341892,0.00101787,0.03813634,0.00000000,0.93728984,0.04561404,84.05836832,0.00038979,0.84978001,0.70605495,-inf,1.57831714,0.06719862,0.50064716,0.13502172,0.38024980,65.00000000,
2dFGRSTGS848Z606_F410_450px                       ,450.00000000,450.00000000,5.28638742,0.77781746,-0.00073414,0.08248270,205.50077315,192.50007382,208.90542950,189.55544203,195.98535867,194.98737094,229.86646618,175.78806363,16.79927346,9.82008090,117.19954113,0.28849223,10.48616992,0.50000004,313.68761716,202.01330660,193.93242609,1.22488574,1.00012609,13.69351301,0.04999915,101.19838062,212.13653564,8.19830788,9.06733799,9.80443287,11.04224123,11.69031914,13.26649303,21.12814100,26.80440137,28.37006572,16.05498359,0.47072631,0.38503397,0.12920418,0.00038552,0.51315043,0.01696043,0.99008968,0.69958104,28.03735821,0.00843006,0.85965167,0.88354407,-inf,1.57169180,0.37330054,0.47872582,-0.07030276,2.37555464,64.00000000,
2dFGRSTGS848Z606_F430_450px                       ,450.00000000,450.00000000,5.22424877,0.77781746,-0.00131714,0.08701129,206.50020137,192.50066322,210.23673850,192.01869180,213.05116896,210.22970065,213.14601649,209.54707792,18.01766787,10.74299785,104.09424439,0.06781522,17.82130895,0.50000072,49.62788887,201.92372552,194.01536381,0.09168434,5.88772092,16.74076151,0.04999551,168.56610669,220.52330017,10.02017649,11.51901243,13.22564700,13.68311089,14.11245328,14.74502369,16.87829998,26.37593473,29.52577502,15.88438981,0.35979261,0.32059879,0.11540936,0.00039064,0.83265318,0.01740328,0.92399532,0.14796692,23.71821266,0.00939411,0.83975718,0.88456562,-inf,1.57636637,0.31925453,0.46444694,-0.28912886,3.32428148,72.00000000,
2dFGRSTGS848Z606_F515_450px                       ,450.00000000,450.00000000,4.23463295,0.77781746,-0.00109242,0.09250953,206.50137687,191.50078540,211.34013703,190.82150179,202.34161917,194.44332890,215.36440792,182.13041923,18.80914021,11.24485576,104.70316465,0.10138996,15.52147540,0.50000003,140.63531495,202.01917297,193.97430231,0.07906855,3.50370146,20.96525219,0.04999673,126.58801463,538.20745850,13.24799154,14.05272592,14.59109273,16.17934519,16.84566261,20.44933782,26.96149496,28.45342738,29.72179383,18.10894298,0.30637401,0.24658692,0.07208649,0.00017052,0.92607369,0.00066692,0.82263485,0.16515137,26.98229131,0.01511417,0.77983948,0.90498004,-inf,1.54751021,0.41047780,0.35521456,0.04342950,4.74972314,72.00000000,
2dFGRSTGS848Z606_F660_450px                       ,450.00000000,450.00000000,3.77597406,0.77781746,0.00042507,0.03232402,207.50100415,191.50057763,218.03729496,217.73529279,225.07096695,226.36389388,225.80560575,226.65440144,43.56516568,13.73484510,79.56864050,0.01891906,93.99999814,1.49578636,35.76561328,224.41217921,225.76871256,0.00844662,75.36634826,3.71532852,0.65841146,25.57862147,946.94458008,28.39267658,42.40024729,44.67665720,47.73236450,58.73697540,65.54422714,67.68827902,69.86809209,73.80074987,48.49718751,0.21691049,0.09914920,0.45191758,0.00003411,0.99868484,0.08692329,0.98244736,0.59257265,58.29498690,0.02135333,0.66713104,0.62725095,-0.22262949,1.54759248,0.51952940,0.71579370,0.56140313,3.61533640,64.00000000,
2dFGRSTGS848Z606_F861_450px                       ,450.00000000,450.00000000,3.09453211,0.77781746,-0.00241958,0.12138394,208.50110387,191.50101903,220.03922050,223.18199064,224.81568080,226.64334529,220.63706187,246.53625706,45.13083668,12.47762284,80.26745349,0.03741356,103.99999852,2.01607413,44.68826748,224.29292799,225.69932605,0.00175449,365.56959423,5.93021877,0.74330908,33.19448380,2058.03051758,28.92993571,51.14503677,56.31518397,58.81349612,59.97124635,62.53494724,68.27021150,73.38848738,76.42966345,81.23936513,0.15682444,0.10531887,0.82694377,0.00005896,0.49955450,0.07525875,0.99020541,0.84279666,41.50284060,0.07068850,0.76693025,0.60688929,-0.13744705,1.55314379,0.66512316,0.60677299,0.36054214,5.92367061,96.00000000,
2dFGRSTGS848Z606_G_450px                          ,450.00000000,450.00000000,4.26032228,0.77781746,0.00367038,0.31870997,206.50146343,191.50056930,211.39458922,191.39821392,246.48060014,181.02106876,218.32323418,188.59550788,19.20879588,11.27410742,103.29415761,0.31365953,26.99999744,0.49999969,24.10320508,201.99764367,193.97187092,0.25430044,4.38164880,20.99989229,0.63050006,83.09800245,2411.44238281,12.91133559,13.63471257,15.30336484,15.68971893,16.11898887,17.14589553,18.61548790,24.76130143,28.12205734,14.81841818,0.25912748,0.24170929,0.24095405,0.00013169,0.79000806,0.07621679,0.99711562,0.81101766,33.02779123,0.03219886,0.75735428,0.87853640,-0.19390859,1.55858494,0.20843010,0.20676603,-0.24798339,7.13284677,64.00000000,
2dFGRSTGS848Z606_I_450px                          ,450.00000000,450.00000000,4.38777285,0.77781746,-0.01030802,0.26823184,208.50064642,191.50050225,219.28716731,220.57183847,224.97762502,226.37008961,224.66317018,235.31900487,44.53125548,12.17795732,80.14358657,0.16104328,118.99978121,1.78229426,38.60942126,224.32202486,225.76730687,0.03932936,114.81357851,4.64287208,0.71390997,37.23830835,9323.73046875,30.09395914,51.02107284,54.42380323,57.59824324,62.17543461,64.78247551,69.76998188,73.51214705,78.51015512,83.09489906,0.15860952,0.10130701,0.75051856,0.00002876,0.49423957,0.10925037,0.98226638,0.73260445,37.31628384,0.06869162,0.57974441,0.69282222,-0.36472795,1.52930392,0.63501904,0.59224141,0.72810373,3.21533688,64.00000000,
2dFGRSTGS848Z606_R_450px                          ,450.00000000,450.00000000,3.65122489,0.77781746,-0.01045504,0.26677924,207.50169377,190.50137630,218.30661919,216.26331002,225.01377501,226.38711793,225.99018355,229.98213448,43.48811521,12.42122608,80.23927178,0.32369609,72.85481726,0.92248936,36.95346355,224.19808371,225.65722796,0.07532393,71.44915613,3.74370068,0.68452854,39.99934596,8895.36035156,31.89962924,46.54965813,49.61585070,52.70415745,62.44633643,67.23804958,69.07988414,71.41782995,80.54301284,84.09018215,0.18589015,0.11052091,0.69777308,0.00002998,0.76289823,0.11131325,0.98022597,0.76354720,33.22155186,0.06661390,0.58291310,0.66246444,-0.40519397,1.51078148,0.64433026,0.60432121,-0.43250075,5.45367198,64.00000000,
2dFGRSTGS848Z606_U_450px                          ,450.00000000,450.00000000,6.91365529,0.77781746,-0.00013424,0.02912350,205.50067155,192.50142138,202.43137501,193.95154508,202.37135563,194.46596687,202.35278831,194.48240333,1.87941936,1.86117440,157.18170196,0.18069804,3.74981650,0.52770319,10.67359051,202.92900883,193.18916171,1.10796611,1.60858527,16.03416514,0.99989992,136.41756901,51.97402191,1.00000000,1.12856591,1.35185860,1.61744723,1.94787451,2.38513020,2.98477075,3.74020330,5.12608483,4.13276638,0.52036828,0.42022481,0.11336868,0.00055422,0.06017316,0.00000000,0.94159431,0.03166735,82.13915226,0.00238757,0.83896054,0.75667259,-inf,1.57474830,0.06401172,0.54403176,0.08518487,0.35870817,73.00000000,
2dFGRSTGS848Z606_Z_450px                          ,450.00000000,450.00000000,3.56526109,0.77781746,-0.03163495,0.27989513,209.50015734,191.50064805,220.20621001,223.38585400,224.54749250,226.45639903,225.68993405,221.88402564,45.43677135,11.86769722,80.76764529,0.10870480,105.99998027,2.11024256,46.42994043,224.24331180,225.65980749,0.01398918,177.76227450,5.21438251,0.74415659,39.26079541,6057.89990234,28.68281648,53.47171709,58.75946295,59.78722999,62.07352725,63.84997773,69.61739660,73.64583379,77.86816424,82.66323414,0.13902405,0.09845351,0.77709017,0.00004619,0.51585104,0.09942659,0.99357325,0.82640928,40.68869852,0.08833084,0.69941326,0.64839600,-0.25047336,1.51496946,0.65395290,0.61366117,0.64001831,4.05448915,96.00000000,
2MASXJ03262503-3707417_F378_450px                 ,450.00000000,450.00000000,6.92829273,0.77781746,0.00013645,0.01906444,224.50079528,226.50141869,225.06362460,227.44469286,226.66106383,226.75275909,226.77408197,227.74445094,9.39717298,7.10807836,166.67402078,0.00453888,26.99999975,4.21392126,11.39798407,225.67302254,226.88555072,0.00190950,51.18562698,4.90270456,0.57873726,159.28469749,29.05255127,3.36118929,4.92428852,7.31037270,9.44688075,11.91131469,14.60941013,17.88386302,21.08350386,24.62423749,25.65996923,0.63159930,0.31540309,0.91493071,0.00065564,0.24995124,0.00120167,0.99305195,0.59074829,4.28070472,0.00177685,0.80865747,0.57797628,-inf,1.57022799,0.53506059,0.74752934,-0.17045174,3.47276992,0.00000000,
2MASXJ03262503-3707417_F395_450px                 ,450.00000000,450.00000000,7.15807997,0.77781746,0.00049064,0.02757383,224.50085730,226.50156293,225.25105554,227.08135566,227.14603568,227.36093529,224.23167562,229.90366640,10.64437111,7.78157636,169.42504727,0.00918679,22.52760249,2.81562774,10.30142438,226.10394925,226.62070721,0.00061741,114.72820391,7.08862374,0.60936185,166.04035252,39.49423981,3.31862193,5.37631606,7.55098597,9.62549196,12.64438380,16.26823731,19.27510850,22.89757414,26.60619289,29.77134340,0.62930468,0.32308507,1.03686877,0.00069759,0.16566662,0.00239304,0.98414800,0.70964536,3.18471834,0.00348114,0.88936333,0.54697373,0.43473012,1.57914650,0.63996704,0.78545369,-0.24697377,2.39683268,32.00000000,
2MASXJ03262503-3707417_F410_450px                 ,450.00000000,450.00000000,6.91027614,0.77781746,0.00110676,0.06851949,224.50162786,225.50191947,225.88014717,226.30331592,226.53902371,226.93328514,226.95349888,226.03955548,10.87805853,8.52389327,178.10573156,0.05849780,14.78306208,1.43352028,12.62950251,225.61741647,227.26590042,0.05992171,16.09001151,1.52452110,0.62456171,176.61687067,115.30201721,3.37781038,5.42458186,7.46530679,9.64854527,11.77179397,14.19261079,17.41132540,20.62267498,24.60869003,23.45355634,0.57997873,0.32024584,0.85246618,0.00059379,0.22513156,0.00104855,0.98494372,0.49352636,6.79870500,0.00166197,0.85727580,0.56488655,-inf,1.58780036,0.53545609,0.78588173,-0.36158467,5.86900574,0.00000000,
2MASXJ03262503-3707417_F430_450px                 ,450.00000000,450.00000000,6.07130132,0.77781746,0.00088999,0.07153990,225.50061943,226.50100541,226.54172777,227.26361152,226.60977472,226.84521255,227.57226345,226.65382857,13.51511849,10.13712742,168.53853606,0.04902975,18.41647749,2.02091592,18.65791762,225.72171872,227.16883666,0.03207619,23.96687532,2.54397836,0.69406157,174.55243484,183.77409363,4.07457212,6.78937265,9.40707590,13.00543233,16.54161454,21.03695368,27.41730680,35.35336981,43.13403719,26.12662131,0.71660117,0.41624221,0.94802928,0.00038908,0.16811609,0.00222690,0.98451233,0.57722649,4.93953154,0.00237819,0.87368707,0.58481543,0.35953377,1.56323750,0.56531512,0.75041220,0.17232322,6.77319891,0.00000000,
2MASXJ03262503-3707417_F515_450px                 ,450.00000000,450.00000000,5.11073648,0.77781746,0.00126961,0.07275082,224.50095393,227.50013126,224.69402100,227.50153884,226.30272667,227.18208140,222.83092656,228.59217271,14.57608171,10.72476238,168.36270426,0.10315928,17.25675853,1.54677883,13.76709824,225.70320853,226.67605783,0.05928059,23.72093738,2.55833723,0.65352415,172.19735723,335.30969238,4.51775162,7.51277071,10.63122540,13.83634135,17.36862150,22.31665788,29.47136296,38.61814904,54.08895033,34.80911572,0.71099132,0.49334320,0.90399994,0.00021690,0.17731403,0.00384460,0.99217386,0.58771946,0.55465988,0.00456003,0.76241597,0.61553140,0.19587015,1.57289416,0.55143337,0.71461526,0.03653462,4.07787594,0.00000000,
2MASXJ03262503-3707417_F660_450px                 ,450.00000000,450.00000000,4.79754957,0.77781746,0.00030743,0.02320794,224.50083546,226.50141533,224.90963593,227.15757339,225.70769580,227.58121651,224.22966881,228.26762345,15.73873921,11.75380842,167.70612824,0.10506455,16.27471961,1.30011635,5.17472502,225.58640780,226.62676443,0.08784182,18.51042597,1.71725070,0.65888501,172.04888639,275.27230835,4.53290543,7.21617628,9.93628424,12.69848974,15.67286568,19.37863621,24.02036250,30.48197501,40.57538158,30.89304979,0.62573597,0.41311420,0.52136230,0.00008429,0.12911230,0.00792740,0.99445792,0.27203151,2.50245774,0.00413540,0.59650953,0.67242131,-0.14178963,1.56627022,0.29221302,0.62060493,0.79626807,2.38446715,0.00000000,
2MASXJ03262503-3707417_F861_450px                 ,450.00000000,450.00000000,6.11027525,0.77781746,0.00083106,0.09123352,224.50044731,226.50152460,224.75177044,227.38527138,225.81119160,227.59917308,224.84533878,227.31748598,14.13886541,10.14132199,178.34794337,0.22808260,16.80151205,1.30440679,8.14934364,225.20601684,226.94570657,0.22444222,17.71252992,1.37173589,0.64189592,176.69971609,616.18115234,4.94491818,7.74489590,10.57051519,13.59145252,16.74910817,20.73389673,26.15330400,32.82636767,45.65933397,32.50934855,0.62720724,0.43553788,0.71223027,0.00014802,0.18985522,0.00533195,0.99455196,0.44643193,2.82622752,0.00356907,0.66409233,0.63757714,0.10544722,1.56347756,0.41523391,0.69667927,0.32607445,3.32704525,0.00000000,
2MASXJ03262503-3707417_G_450px                    ,450.00000000,450.00000000,5.52082643,0.77781746,-0.00020435,0.24686193,224.50140475,227.50100595,225.58446508,228.44260862,226.16712534,227.75419811,225.14687937,229.67478360,15.09835054,10.63978080,173.50833164,0.81259622,14.37282255,1.30711314,8.87650964,225.78867557,226.50842762,0.40256453,20.41471390,2.53096754,0.64975787,172.34032414,1580.08374023,4.24049166,6.70785587,9.27723018,11.81607616,14.58932281,17.95259990,22.54641675,29.08153943,38.48255491,28.78322609,0.63703367,0.42122876,0.68315056,0.00015618,0.14624593,0.00654409,0.98778027,0.35047326,4.98603922,0.00472921,0.75642442,0.64883447,-0.00567985,1.57026182,0.36864656,0.62799583,-0.31971740,2.19910743,0.00000000,
2MASXJ03262503-3707417_I_450px                    ,450.00000000,450.00000000,4.78647769,0.77781746,-0.00463229,0.19939595,224.50095014,226.50130042,224.94790035,227.04955898,225.65887336,227.72533019,227.36025861,228.44317012,15.09947197,11.00054991,174.68579089,1.14230037,15.59656163,1.08948985,5.16894515,225.58806758,226.69664306,0.96694920,17.36599816,1.46761639,0.65985458,173.86745020,2592.52343750,4.67768831,7.54066254,10.02825589,12.76337813,15.72667235,19.29952187,23.80960858,29.97344934,40.96730055,33.24596083,0.59932722,0.41580051,0.52672862,0.00007689,0.11673082,0.00887937,0.99425670,0.31333293,2.12764371,0.00477925,0.55528659,0.69001085,-0.20589393,1.56558479,0.23589606,0.59752988,0.15986721,1.77746580,0.00000000,
2MASXJ03262503-3707417_R_450px                    ,450.00000000,450.00000000,4.88064179,0.77781746,-0.00861277,0.21114847,224.50133554,226.50173288,225.50229805,227.14444705,225.59976698,227.79820881,228.21805537,227.25652152,15.82452093,10.92612080,172.15643698,1.10359708,16.07085345,1.16912726,5.35436298,225.68017921,226.70890156,0.87899245,17.97304682,1.65164645,0.64939187,172.53764574,2537.83007812,4.46628469,7.39704327,10.12846598,12.93028494,15.96549939,19.42512358,23.98444751,30.19239589,41.26264349,32.86485219,0.61083942,0.41237454,0.52592025,0.00008318,0.14089610,0.00894628,0.99351807,0.27132562,3.61949250,0.00458257,0.60083923,0.68572915,-0.22055903,1.57194975,0.26258066,0.59964483,0.17247568,1.60950337,0.00000000,
2MASXJ03262503-3707417_U_450px                    ,450.00000000,450.00000000,8.28800448,0.77781746,-0.00023710,0.02588288,225.50040534,226.50102325,225.32047913,227.36789621,226.38010986,226.49998184,228.26884388,228.00498365,9.34512725,7.59508590,165.80027022,0.00994634,20.66120311,2.75713959,14.75188301,225.73051884,226.85297259,0.00995325,21.75207442,2.62802462,0.70860462,171.37183583,46.19816208,3.19517277,5.31823764,7.69920373,10.21959937,13.41102805,16.94678407,20.40168635,25.83401353,30.40935157,23.99492889,0.68642414,0.35554509,1.00787868,0.00055985,0.13142167,0.00114893,1.00190957,0.57663586,3.68973218,0.00208629,0.86542491,0.57653042,-inf,1.55911014,0.56369235,0.73982103,0.22251165,4.32554620,0.00000000,
2MASXJ03262503-3707417_Z_450px                    ,450.00000000,450.00000000,4.22936632,0.77781746,-0.01131932,0.20056987,224.50058303,226.50104441,224.79407373,227.03703481,225.72403625,227.65281729,224.83503117,226.92371700,14.93906297,10.65458666,176.79275275,0.57834642,18.07533151,1.47549443,6.77325427,225.63645134,226.66955713,0.59415443,18.22868271,1.54515973,0.65000827,173.77039136,1766.14465332,4.72521559,7.72122637,10.45912026,13.18575540,16.28934662,20.06547348,25.15896703,31.40724641,43.53565618,33.70049108,0.60934358,0.42694143,0.64382983,0.00011353,0.15527325,0.00545016,0.99369365,0.38249940,1.81327641,0.00394718,0.61579694,0.66133224,-0.01607108,1.58127349,0.34618790,0.62465481,0.39836627,4.14029908,0.00000000,
2MASXJ03324763-3414194_F378_450px                 ,450.00000000,450.00000000,7.36130110,0.77781746,-0.00305594,0.01112291,224.50068537,226.50081582,225.19567184,226.88795883,225.75574621,225.87920568,233.14086631,235.50222998,1.98899177,1.70220400,29.11705382,0.00066366,164.48275491,4.24059180,282.83771506,227.28212715,228.23542734,0.00038820,636.39388505,2.66321896,0.88679283,26.62970162,676.14855957,48.67258682,89.68989109,120.66266779,148.53858009,169.67932919,187.17097152,203.37079038,218.50069471,232.15632992,124.89605923,0.38670933,0.13615159,0.55918449,0.00001645,0.74783844,0.05045215,0.89351234,0.98541741,0.63696266,0.03441259,0.82901658,0.50959891,-0.69284600,1.56176234,0.77824617,0.71818645,-0.06582387,4.10960637,32.00000000,
2MASXJ03324763-3414194_F410_450px                 ,450.00000000,450.00000000,5.67781678,0.77781746,-0.01175654,0.04120629,224.50052500,225.50043041,225.00563813,225.72814494,226.01272426,224.99680141,229.50076020,231.24467570,5.09957476,4.16822556,34.96611818,0.00366683,129.19331076,4.26140020,543.33532940,225.87761516,226.36048678,0.00138213,636.39551390,3.03623647,0.84065511,34.52269502,3086.55322266,56.57092223,102.64931792,136.28838652,162.62895770,186.16789378,207.72758890,226.45792798,243.95336053,266.61101652,316.40432985,0.37595074,0.15597331,0.00000000,0.00001335,1.30432332,0.04863862,0.79009183,0.95082276,0.17511443,0.05507397,0.75223374,0.49375644,-0.82911082,1.61304974,0.88730514,0.66497650,0.13757175,3.83423553,48.00000000,
2MASXJ03324763-3414194_F515_450px                 ,450.00000000,450.00000000,3.98399259,0.77781746,-0.01281477,0.04495877,224.50136584,225.50018138,225.51057291,225.81896697,225.69753834,226.10452832,227.92128509,226.67193639,16.02316540,11.17080820,29.06955401,0.09328078,27.39509277,2.32387110,87.29364191,225.04401979,225.50722441,0.00545024,176.80966970,5.70237564,0.54531787,29.74388481,1376.04833984,8.52645712,16.50188055,28.07202439,43.98130304,65.17929731,85.10265946,103.89685048,117.47498508,129.13474402,71.90702936,0.85241196,0.29693343,0.84274700,0.00003267,0.24070296,0.01120203,0.58293377,0.71222530,1.47184318,0.01330412,0.65762888,0.58634177,-0.22533334,1.57868465,0.45998328,0.63805219,0.40372000,3.86580877,32.00000000,
2MASXJ03324763-3414194_F660_450px                 ,450.00000000,450.00000000,3.43160722,0.77781746,-0.00456106,0.01459481,224.50107306,225.50046844,225.22199340,226.19107578,225.61757686,226.26902995,224.37621815,226.45143613,22.45811637,13.91677072,29.12688641,0.20220959,18.34404869,1.71105186,19.83644772,225.10306435,225.78420562,0.13863215,23.78812389,2.23612083,0.54634297,30.82958138,716.43756104,4.98061785,8.36226647,12.07522014,16.33993339,21.69018603,28.76708450,38.37617969,51.67924273,70.22886063,47.92539375,0.79099214,0.51025235,0.36504982,0.00002037,0.10479357,0.00505662,0.51682581,0.25262065,2.08309384,0.01663002,0.50392597,0.69526640,-1.26193719,1.57541318,0.20424336,0.48140844,0.40105768,1.24190642,0.00000000,
2MASXJ03324763-3414194_F861_450px                 ,450.00000000,450.00000000,3.35058428,0.77781746,-0.01702776,0.05633247,224.50077038,225.50044286,224.51615011,225.70027800,225.66519329,226.26249033,223.97463973,225.88729395,19.90980662,12.73242350,30.37269680,0.38570651,20.42007880,1.96928251,14.72744365,225.13724503,225.74881127,0.25764883,27.61547878,2.49154409,0.54532850,30.36425554,1784.84252930,5.13457012,8.67473396,12.52652210,17.16609497,23.18648038,30.85031187,40.96248791,54.44391398,69.82122585,44.51867171,0.79769317,0.47875264,0.46493605,0.00003156,0.13456800,0.00528823,0.49983071,0.31108930,0.45020681,0.01149412,0.61751949,0.65791712,-0.48058760,1.57172004,0.25094383,0.57173787,0.63095743,2.17914385,0.00000000,
2MASXJ03324763-3414194_G_450px                    ,450.00000000,450.00000000,4.90374999,0.77781746,-0.04159010,0.14966057,224.50101019,225.50009636,225.20375014,225.74895568,225.65378460,226.12137492,224.90391142,225.68570910,20.54520765,13.26923063,27.17932597,0.71604487,22.27580443,2.05767707,15.03475454,225.16755022,225.59728773,0.43373048,32.32975573,2.68907054,0.53276423,30.31547108,4089.23754883,5.64268212,9.57294654,13.91900793,19.31063299,26.15913145,35.31880633,46.94079788,61.32974049,77.94254652,48.79612466,0.80662549,0.47415127,0.56615577,0.00003659,0.15437009,0.00496576,0.52364658,0.41506750,1.52779096,0.00942507,0.72957232,0.64326896,-0.44406352,1.57560349,0.30604635,0.59835631,0.78304485,2.06720255,0.00000000,
2MASXJ03324763-3414194_I_450px                    ,450.00000000,450.00000000,3.82321328,0.77781746,-0.03989287,0.13075885,224.50121321,225.50025795,225.35214087,225.61360153,225.64520211,226.24549852,224.20057148,223.82646444,22.39424356,13.45635181,29.98190665,1.99870132,18.94862960,1.75741992,13.64068051,225.13401891,225.74505094,1.46704794,23.51023414,2.21573860,0.53637101,30.40311264,7276.06005859,5.12630825,8.49300439,12.14174188,16.44288345,21.75273101,28.75272667,38.24271022,51.70713330,70.16793480,49.80379804,0.78448911,0.50862491,0.33427630,0.00001797,0.10594859,0.00526535,0.49052270,0.23930140,1.72364998,0.01804731,0.49698581,0.70308145,-1.32784626,1.57503146,0.17077412,0.47192406,0.88875352,1.06513808,0.00000000,
2MASXJ03324763-3414194_R_450px                    ,450.00000000,450.00000000,4.13041276,0.77781746,-0.03829497,0.12767223,224.50120249,225.50019260,225.26884767,225.72701262,225.67656271,226.24148338,225.37019867,225.58983249,22.30465962,13.55232084,28.81832538,1.79278701,18.97050360,1.73782254,11.59019401,225.16519701,225.72241212,1.29270039,23.64424999,2.21703883,0.54630668,30.76846451,6419.24121094,5.08113422,8.39615428,11.91821406,16.06093499,21.13016871,27.64593449,36.38099660,48.43371724,65.18630010,44.91641833,0.76106739,0.48925337,0.32428941,0.00001989,0.08935845,0.00497487,0.50182371,0.21848378,1.78209645,0.01611193,0.52884405,0.69108049,-1.20191498,1.57468907,0.16087339,0.50876761,0.61671257,0.81265570,0.00000000,
2MASXJ03324763-3414194_U_450px                    ,450.00000000,450.00000000,8.82770127,0.77781746,-0.00388273,0.01452253,224.50103380,225.50091411,225.25626644,226.26333024,224.49998109,226.27193993,184.59881777,323.20874496,4.68674307,3.78584096,31.09618278,0.00042660,282.59752581,5.08676489,297.01159804,226.43900791,227.51661375,0.00044745,636.39202559,2.90365058,0.92657063,27.19528206,1001.96026611,53.93150193,103.95333357,138.50708639,166.72005477,189.45376270,210.75565300,229.27807276,246.67592644,269.49094919,315.80717748,0.37528835,0.15304095,0.00000000,0.00001449,1.31126285,0.05180843,0.83685240,0.87251960,0.33981234,0.05929358,0.83525359,0.49112946,-0.83401116,1.67230094,0.89039732,0.68913013,-1.55454717,4.04880214,48.00000000,
2MASXJ03324763-3414194_Z_450px                    ,450.00000000,450.00000000,4.08363857,0.77781746,-0.04285671,0.14233209,224.50109550,225.50021884,224.85556070,225.76838455,225.61061389,226.22506742,223.76950968,226.77949822,22.65468092,13.90838423,29.17377086,1.44414996,18.49990052,1.73296551,18.05293250,225.09184854,225.74470639,0.95543519,24.42697943,2.33869608,0.54082131,30.46088830,5287.76367188,5.01655104,8.46235882,12.42774027,16.83050153,22.45891142,29.97712818,40.45173083,54.84062749,74.56707881,50.08363103,0.81161098,0.52115843,0.44662967,0.00002691,0.15026722,0.00786679,0.47114776,0.35372761,0.88746649,0.01482564,0.57536909,0.68852126,-1.04711096,1.57307457,0.24665124,0.51673525,0.96218685,1.65199090,0.00000000,
2MASXJ03352407-3621496_F378_450px                 ,450.00000000,450.00000000,6.44987332,0.77781746,0.00015394,0.01332717,226.50122744,226.50093612,226.41247880,226.52529812,226.10742208,226.74600215,226.64885828,230.33055143,7.95891915,7.02959855,105.15361194,0.00691354,19.09298810,1.76912201,9.44850941,225.26785818,225.62161211,0.00210105,42.37836667,3.26599488,0.70439410,109.96218385,25.49259758,4.28880474,6.70789308,9.00820942,11.46614869,14.45799199,17.78240710,21.28992561,25.03723255,28.99466937,30.77080683,0.57200019,0.30221018,1.03280609,0.00052247,0.16103871,0.00124542,0.98301241,0.67765566,0.29908759,0.00277756,0.78955579,0.54774705,0.33465425,1.57736886,0.61956119,0.84490497,1.92126374,3.20439683,0.00000000,
2MASXJ03352407-3621496_F395_450px                 ,450.00000000,450.00000000,6.96950067,0.77781746,-0.00031323,0.01967024,225.50104113,225.50087826,226.10766710,226.05614918,226.94836415,226.14157154,227.37865747,226.18978898,2.06302681,1.79895794,96.91143009,0.01080909,15.87927197,1.14373162,7.31141668,225.65354471,226.28676069,0.00223423,41.69471446,3.09937555,0.80642109,95.92085004,21.69563484,3.74834451,6.00275909,7.79256185,9.86721746,11.77996324,13.72542150,15.90303840,18.39156757,21.44995873,25.46259036,0.48626783,0.26028253,1.06667384,0.00090571,0.15878168,0.00054181,0.98861891,0.66886417,3.22978646,0.00155918,0.84372439,0.51715074,0.46775487,1.56085672,0.62506582,0.85896779,-0.37554802,2.54209066,0.00000000,
