# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,
2dFGRSTGS471Z004_F378_450px                       ,450.00000000,450.00000000,5.75624890,0.77781746,-0.00042301,0.01250117,225.50106430,228.50125867,226.15737538,228.90100245,225.77913843,230.04020232,223.82415862,230.45703131,15.24509512,12.27014200,129.13728393,0.01333196,20.29379513,0.50000000,94.99145859,226.00217913,229.64001865,0.01279400,20.14141608,0.56047580,0.84001828,131.75317977,45.65723419,8.56148408,12.58452506,16.15441457,19.10981266,22.50823326,26.14646891,30.45524209,40.85925276,54.45174546,33.73118598,0.51145359,0.38367040,0.99435527,0.00027372,0.17629343,0.00846357,0.97668059,0.56953639,2.27820498,0.00387131,0.90547542,0.53511052,0.14182522,1.57070887,0.69740546,0.85540911,0.71722651,6.13862545,0.00000000,
2dFGRSTGS471Z004_F395_450px                       ,450.00000000,450.00000000,5.17271233,0.77781746,-0.00060224,0.01952809,225.50095734,228.50025529,226.82111725,228.52095972,225.99328887,231.24877780,222.59963282,232.13001079,14.91945491,11.53974804,137.73376806,0.00613657,33.99999391,1.12836199,26.67682635,226.52509449,229.00410899,0.01601638,21.20688322,0.47614679,0.73077358,140.66965969,41.39555359,8.06093140,11.50634627,14.03055733,16.61779392,19.07963531,21.83938975,24.34035580,26.93157602,30.99187954,36.75818447,0.36932433,0.21067785,1.07733612,0.00047150,0.11957224,0.00326410,0.92082750,0.68716576,3.59191368,0.00469096,0.88612644,0.51450244,0.24671420,1.57513657,0.68499710,0.87121423,-0.62790515,3.74497720,0.00000000,
2dFGRSTGS471Z004_F410_450px                       ,450.00000000,450.00000000,4.33563367,0.77781746,-0.00043310,0.04616137,226.50083209,228.50113014,227.47827655,228.72951057,226.24919771,231.93309595,226.13397718,229.40403480,16.69086936,13.19989013,138.93764275,0.03691295,21.25931347,0.51644075,90.42141764,226.04783861,229.71361331,0.03219359,23.13969485,0.65765905,0.75528229,143.02950905,138.96244812,9.22628317,13.11867785,16.45033889,19.93605376,23.34920364,27.36786732,34.54687361,42.98809175,53.99820227,33.21549722,0.51545810,0.36410723,1.03665930,0.00033206,0.14715773,0.00265866,0.91566679,0.60688102,3.02199460,0.00261285,0.94470617,0.52353755,0.21756421,1.54177698,0.67436875,0.87939584,2.61940628,7.36096425,0.00000000,
2dFGRSTGS471Z004_F430_450px                       ,450.00000000,450.00000000,4.17920370,0.77781746,0.00055142,0.04858524,224.50131198,229.50095907,225.26681345,229.59657263,226.49917087,231.05013732,226.21851539,229.15134204,15.41636656,11.87074097,135.88802362,0.04072240,20.98102113,0.58138172,11.75921083,225.52395370,230.86349305,0.03754612,21.32009044,0.67826317,0.79514237,145.62162424,117.75301361,7.64878894,11.09940068,14.25835359,16.82857183,19.39685819,21.95516563,25.05817848,28.32479489,32.69930252,32.77619728,0.40686724,0.22680710,1.06414719,0.00041241,0.10380511,0.00381357,0.92788134,0.59315239,2.35368850,0.00296099,0.87105171,0.53075219,0.20489703,1.55500068,0.67233183,0.87746051,-0.86974394,6.57618807,0.00000000,
2dFGRSTGS471Z004_F515_450px                       ,450.00000000,450.00000000,3.89533579,0.77781746,-0.00012360,0.05140863,225.50115449,229.50143938,226.59588421,229.96186115,225.82455926,231.22268042,224.68088723,231.93003622,17.30079449,12.71266610,149.40171546,0.05442123,22.30492721,0.52288085,24.63309993,225.55438281,230.47967072,0.04841953,23.61166530,0.64957755,0.72974633,148.73072959,194.76388550,9.01295885,13.36418798,16.71268393,19.73741527,23.18876650,26.96768006,31.17886300,37.96165915,48.93383272,39.75434769,0.45340261,0.32433159,1.03172692,0.00026387,0.13642684,0.00672352,0.91038745,0.63192480,2.98737545,0.00577644,0.84677960,0.54515355,0.10296749,1.55643323,0.67400396,0.86764839,-0.09336967,7.14595024,0.00000000,
2dFGRSTGS471Z004_F660_450px                       ,450.00000000,450.00000000,3.55152017,0.77781746,0.00003945,0.01533563,225.50151373,227.50055947,226.52266872,227.63336138,227.19226549,229.31316374,228.39071027,229.22660642,17.38602296,13.23880759,137.16926070,0.04465037,24.46107591,0.50000003,17.36935778,226.23995294,227.15240508,0.05865035,22.12925473,0.34674577,0.70585331,136.37398730,183.55389404,9.53857645,13.83338022,17.27124886,20.35550727,23.55726856,27.03480964,30.09248202,35.20971496,50.03814298,38.99204531,0.40573420,0.32717625,0.68834215,0.00008353,0.26561589,0.05771185,0.88669538,0.41719283,2.64093425,0.02134882,0.56749326,0.63866452,-0.60337110,1.57127142,0.54303528,0.72423241,0.16918595,6.60292586,0.00000000,
2dFGRSTGS471Z004_F861_450px                       ,450.00000000,450.00000000,3.70558861,0.77781746,0.00088050,0.07113807,226.50131998,230.50034952,227.43375040,230.93300332,226.26446702,233.68501125,229.86262746,228.48130367,7.70136296,6.69943047,165.34613340,0.05620984,21.32988397,0.60326619,64.83581369,226.45507347,230.77092258,0.04734396,26.98766099,0.75938698,0.66213410,143.97378104,255.12561035,9.00628819,12.90842523,16.40589513,20.15596058,24.50365297,29.46328067,36.82671626,46.40199542,59.96367735,39.82664493,0.55566339,0.38865743,1.03247842,0.00027874,0.19083432,0.00718310,0.98090249,0.65265583,2.58098111,0.00526450,0.72881308,0.53086852,0.25716127,1.57700197,0.66773402,0.85596914,1.06620666,6.04838046,0.00000000,
2dFGRSTGS471Z004_G_450px                          ,450.00000000,450.00000000,4.20138572,0.77781746,0.00147084,0.14102063,226.50019121,229.50038185,226.54280783,229.29987596,225.62702564,231.64863933,223.16851087,233.12629732,17.24547402,12.53419162,138.91483265,0.34885694,21.06965260,0.49999993,153.82225815,226.40271915,230.00742073,0.37299018,20.04857492,0.48047217,0.74189467,141.74500744,1126.36376953,8.61428815,12.78028112,16.11503640,19.20640103,22.35552494,25.91815741,30.29207154,37.35410612,54.74187514,37.99732425,0.46579794,0.38893480,0.82468003,0.00012518,0.18216545,0.02220485,0.81269768,0.52288778,0.53947180,0.00812950,0.72846897,0.60210598,-0.53877776,1.59190762,0.52126034,0.84320884,-1.75098062,3.90608437,0.00000000,
2dFGRSTGS471Z004_I_450px                          ,450.00000000,450.00000000,3.55581933,0.77781746,-0.00562871,0.16068785,226.50137235,229.50036919,227.18886628,229.48845910,226.49980335,231.09436327,229.15194311,230.15401803,14.97085913,10.90344557,139.51515435,0.33216727,21.30879333,0.51351693,22.38238441,226.98373735,230.40260344,0.30292226,22.64575786,0.61289660,0.69835494,141.41979777,1077.09875488,8.58899629,12.82884865,16.10962469,19.32204651,22.31478596,25.83482416,29.82262553,36.60018528,49.28368679,36.63498729,0.45529560,0.34411046,0.82887303,0.00014915,0.22449709,0.02194942,0.95549336,0.49978164,1.87688636,0.00812139,0.62669276,0.58231884,-0.15185906,1.55541282,0.55393479,0.79802833,-0.41239140,4.75090061,0.00000000,
2dFGRSTGS471Z004_R_450px                          ,450.00000000,450.00000000,3.48278782,0.77781746,-0.00975434,0.14163612,226.50027872,229.50021743,226.51505965,229.29195459,225.53436917,231.96813026,230.35753817,227.51139163,17.80167901,13.04396045,141.29773351,0.38371639,21.51134685,0.49999994,75.29487206,226.28751207,230.00071057,0.38425165,21.51184329,0.52386241,0.72277302,139.62866606,1336.89025879,9.13096618,13.34057556,16.91190961,19.96169721,23.18284060,27.25349987,32.26938032,42.55936121,56.56537444,37.41241573,0.50382053,0.38738402,0.76019500,0.00010593,0.20887490,0.02781026,0.91376882,0.46302472,0.55806793,0.01092763,0.65179908,0.60176195,-0.48517814,1.59989836,0.52433879,0.85044920,-0.00010083,4.63165356,0.00000000,
2dFGRSTGS471Z004_U_450px                          ,450.00000000,450.00000000,6.37741357,0.77781746,-0.00053779,0.01562582,225.50072684,228.50079789,226.06596574,228.49208246,225.38591564,231.54733923,225.42734464,233.31043094,15.37124491,12.93659602,145.52774731,0.02036498,19.25136804,0.50000001,9.43145570,225.70194469,229.42362944,0.02174237,18.01988691,0.51096204,0.88080110,154.41573106,57.15162277,7.66834753,11.07825452,13.81045762,16.47210731,19.10737274,21.96703684,25.14413279,28.93223642,35.79150555,32.65274475,0.41691067,0.27257899,0.97457235,0.00027332,0.20183845,0.01184613,0.94815270,0.61575356,1.73126667,0.00440471,0.87476785,0.56041985,0.08820442,1.56876227,0.61576539,0.86461286,-1.16175742,4.60713891,0.00000000,
2dFGRSTGS471Z004_Z_450px                          ,450.00000000,450.00000000,3.73080237,0.77781746,-0.00046989,0.17499872,226.50093799,230.50125766,226.98237421,231.22309606,227.49529918,232.76565536,226.69667197,232.25321158,11.19323577,9.59531262,137.07136350,0.06334282,41.99999987,1.32917883,16.70037975,227.11606121,231.82736107,0.15943296,20.19510029,0.70779932,0.98589297,141.81314875,589.68664551,7.60578536,11.46156734,14.21355139,16.73060654,19.53867853,22.59815447,25.88107442,29.62935035,36.05513583,33.80326616,0.41247812,0.26607195,0.98141929,0.00029666,0.20746366,0.00822251,0.97698090,0.63089234,2.56678936,0.00475271,0.69277955,0.53934411,0.15197059,1.55819623,0.66404714,0.80469615,0.69643553,4.11211331,8.00000000,
2MASXJ03150668-3343490_F378_450px                 ,450.00000000,450.00000000,5.73739535,0.77781746,-0.00031501,0.00978823,233.50024479,230.50057302,233.23059450,230.85542981,234.36965588,231.20683090,233.46138816,232.80600578,18.61660596,12.83397492,144.44530966,0.00416190,43.57846870,2.12114035,21.40334759,234.15546137,230.85015111,0.00908409,31.56792800,1.47875625,0.49485640,148.42350740,53.72145462,4.91087251,9.58429284,14.28786948,18.40539641,21.64273614,24.62311763,28.03113809,33.94836707,45.88323807,37.99768504,0.54925881,0.32634189,0.84568339,0.00018215,0.14005327,0.00219697,0.75724315,0.38969190,1.17292524,0.01381208,0.83400856,0.59618477,-0.28004364,1.59037972,0.54234329,0.62044530,1.09480101,4.55780621,0.00000000,
2MASXJ03150668-3343490_F395_450px                 ,450.00000000,450.00000000,7.13969538,0.77781746,-0.00133862,0.01644031,232.50155041,230.50046671,233.21811208,230.90526800,234.40004913,231.31506093,233.34540773,230.32764648,11.50345545,8.38423551,145.91097509,0.00956604,28.98350301,1.23029951,20.49478027,233.88025270,230.93029993,0.01179370,28.87737377,1.22173883,0.54829183,148.04999561,66.05761719,5.02181714,10.24039866,15.11426831,18.82309859,21.95161528,25.29520721,29.96966754,39.19901525,51.92942329,32.99305124,0.58295829,0.37394702,0.92178940,0.00024879,0.12005628,0.00248903,0.87708471,0.42359070,2.49445677,0.00717361,0.87041288,0.55088112,0.04140923,1.60027663,0.57405296,0.71332475,0.07897016,4.31233149,0.00000000,
2MASXJ03150668-3343490_F410_450px                 ,450.00000000,450.00000000,6.53170043,0.77781746,0.00448299,0.03707395,232.50140825,230.50052671,233.39447649,230.54034916,234.48706784,231.26301338,235.37460635,229.18224436,19.44024271,14.88078497,135.85014014,0.15464447,11.26298877,0.50000046,1688246.48690694,234.24303239,230.65832900,0.03471365,31.06594180,1.60142151,0.48946062,149.62834519,208.64932251,4.84750175,9.41697354,13.78132340,17.51767970,20.73764519,24.03976505,27.59988928,34.86402558,46.15123518,33.90498430,0.56846618,0.34742389,0.77960412,0.00017763,0.17366178,0.00223564,0.82837780,0.31235144,2.63664965,0.00795536,0.86885806,0.57730659,-0.17378703,1.55953563,0.56969093,0.65191424,0.88959600,4.15145916,0.00000000,
2MASXJ03150668-3343490_F430_450px                 ,450.00000000,450.00000000,7.00130655,0.77781746,0.00977299,0.03942605,233.50033748,230.50047211,233.66524534,230.34718801,234.53039311,231.19445421,235.83855387,229.86437899,20.29423012,13.41502190,142.95870405,0.02775929,36.15508237,1.90934712,17.91867326,233.85549868,230.92121357,0.06789396,25.87912699,1.00952184,0.47327637,149.24481420,259.69885254,4.99683347,9.40458353,13.98244673,17.92694624,21.39413120,24.57969628,28.56668248,34.66962543,48.86845973,37.04928763,0.56660958,0.35873400,0.74517041,0.00015177,0.13572354,0.00233291,0.81077703,0.32199094,0.60769257,0.01346565,0.77930664,0.59747657,-0.41804925,1.58825030,0.55664605,0.63841915,-0.14717224,2.68486344,0.00000000,
2MASXJ03150668-3343490_F515_450px                 ,450.00000000,450.00000000,4.70349743,0.77781746,-0.00267481,0.04134056,233.50022590,230.50048508,233.56542726,230.69771273,234.43165805,231.18505206,235.52781883,230.44634757,18.44608512,13.03496835,139.46497902,0.09788347,26.47693668,1.67683274,16.12890028,234.13931627,230.74410815,0.13564788,26.08833052,1.53283547,0.47962619,150.68382452,574.73876953,4.64796985,8.31479099,12.28419613,15.94997626,19.28063619,22.49286186,25.84826277,30.96566963,41.66492321,33.86604797,0.57102914,0.33464923,0.42933009,0.00007191,0.09448131,0.00634845,0.79180831,0.17138328,0.61337448,0.01541818,0.70353925,0.64770589,-0.90728202,1.57428841,0.33722128,0.57954297,0.23779048,2.61455744,0.00000000,
2MASXJ03150668-3343490_F660_450px                 ,450.00000000,450.00000000,3.88703916,0.77781746,0.00001482,0.01566952,233.50087896,230.50018517,250.47910118,249.18907867,234.38470878,231.12305822,227.63613666,232.37023649,46.68451748,17.33104260,50.03398162,0.06630425,57.12630038,0.49999992,39.72889142,233.91486940,230.72051117,0.18411581,17.09341417,1.07486282,1.00002005,59.93544160,897.16815186,24.38241386,28.88801770,35.69355733,44.05401299,54.27074302,67.08647018,82.45834938,84.46922559,91.04999134,89.90147455,0.46598077,0.22471414,0.72012437,0.00001746,0.31034159,0.12029286,0.13156176,0.81162032,28.08569161,0.14378586,0.38750165,0.81441610,-1.15139046,1.56065273,0.52779990,0.50168206,0.35797997,2.86715751,64.00000000,
2MASXJ03150668-3343490_G_450px                    ,450.00000000,450.00000000,5.38393385,0.77781746,0.00074645,0.10702600,233.50054888,230.50015169,249.27401884,248.57214013,234.47889910,231.11504436,225.98097774,234.45011346,47.37644428,17.14342618,51.45923007,0.33461001,55.24599222,0.49999855,40.94777163,234.18515014,230.61707185,0.75964074,18.05690492,1.14781293,1.00038512,59.19887067,4134.63720703,23.75455894,29.09002403,37.04781154,46.19571883,57.22672791,70.86813479,84.25192467,86.21273388,99.67565142,91.84274749,0.47182734,0.24099017,0.83215105,0.00002588,0.26738835,0.08240106,0.11829840,0.83678309,26.11798871,0.11377710,0.44418640,0.77234407,-2.05851998,1.56064964,0.53997084,0.58024650,0.30690650,4.62122864,64.00000000,
2MASXJ03150668-3343490_I_450px                    ,450.00000000,450.00000000,4.48753952,0.77781746,-0.00254119,0.17403176,233.50083523,230.50025782,250.83290795,249.03910791,234.42874710,231.05364898,246.29173239,254.74763432,46.46629924,17.02919648,49.98632070,0.69588453,56.46691625,0.49999062,51.92611841,234.24718786,230.58370574,1.84814496,16.76712938,1.17786709,1.00202772,60.11822056,9119.99707031,24.71598480,29.03113431,35.97806668,44.43753894,55.07471691,69.25858316,82.87466518,84.72054051,100.11350239,90.39150907,0.46512471,0.25954038,0.75316406,0.00001908,0.73531449,0.12812541,0.18492335,0.93086594,28.07666646,0.14965605,0.44022792,0.80389451,-1.14595773,1.57782780,0.54484877,0.47543795,0.50806690,4.11058648,64.00000000,
2MASXJ03150668-3343490_R_450px                    ,450.00000000,450.00000000,6.18226999,0.77781746,-0.00471345,0.13669710,233.50077680,230.50026390,251.15061694,249.99774730,234.38918253,231.06068985,235.76813647,230.65149013,47.47689801,16.78579447,50.15921991,0.54168400,60.38970594,0.49999443,45.75560972,234.58454430,230.35188639,1.63740193,16.76587042,1.03816012,1.00136153,59.83167088,7958.49560547,25.79527915,30.73125402,38.16645386,47.13461581,58.45667951,73.16769297,82.31868486,84.19880680,100.94750976,89.95959065,0.43772565,0.23726147,0.74609495,0.00001717,0.58986091,0.12312380,0.12635121,0.80250533,29.23489888,0.13300706,0.37295930,0.80432923,-1.36214078,1.57311862,0.54281026,0.52627286,0.56024483,4.21905900,64.00000000,
2MASXJ03150668-3343490_U_450px                    ,450.00000000,450.00000000,6.12603204,0.77781746,0.00010898,0.01142327,233.50035541,229.50123195,233.40095515,229.82830556,234.35825391,231.12496547,236.17020899,229.36444200,17.85000358,12.37557718,139.38170442,0.00304131,61.99999735,2.89769633,26.40895793,233.91292657,230.98833103,0.01255197,31.00924693,1.44042781,0.50317046,146.08515938,75.04317474,4.77795193,9.64117169,14.71162223,18.76158793,21.95390368,24.89336879,28.70757265,35.35399128,47.08082814,38.74754390,0.56430863,0.33133234,0.80291202,0.00015218,0.16853419,0.00479049,0.77902501,0.39348853,0.88223489,0.01529711,0.78540516,0.60612667,-0.27720738,1.57453509,0.54913016,0.59902851,0.31684170,4.24478058,0.00000000,
2MASXJ03150668-3343490_Z_450px                    ,450.00000000,450.00000000,4.80362623,0.77781746,-0.02095019,0.19904739,233.50101266,230.50043947,250.03768688,247.68984794,234.28509432,231.17989378,255.49892632,230.65678142,44.88758094,17.59594355,49.64091107,0.00739915,167.99975470,6.38634406,456.73296909,233.60779855,230.55333403,0.00958469,176.07381208,20.99660730,0.93841687,153.64379689,6735.60058594,22.91697866,27.10771593,33.42454520,41.43051456,51.50248522,65.15299534,83.82855206,86.19764573,106.14146859,90.80463792,0.50240248,0.31405691,0.79299157,0.00002955,0.62494893,0.08535712,0.22735880,0.89741479,26.26782986,0.12487670,0.47963442,0.76290510,-1.16678579,1.57909273,0.53285631,0.53147877,0.73429193,5.07991797,72.00000000,
2MASXJ03235400-3730449_F378_450px                 ,450.00000000,450.00000000,6.92829273,0.77781746,0.00036151,0.01775436,198.50108727,213.50029081,199.62579207,215.56240033,204.02972853,219.48186868,198.82290975,219.68592063,20.61702068,18.49947066,127.99731372,0.02628163,29.00038690,0.50000000,113.08790213,197.59872196,211.97629635,0.02132155,32.71448947,0.77611492,0.81054238,137.01629684,208.05909729,12.89639168,18.30811523,22.47858537,26.31092981,31.13669612,37.17332539,46.59832921,61.26392138,77.30300720,52.78884559,0.52456115,0.39492386,0.88365307,0.00008532,0.28105721,0.05033082,0.80800077,0.60473180,4.44958416,0.02229418,0.84247409,0.56793530,-0.71871912,1.54520115,0.62126209,0.81179965,0.47594649,4.14310840,0.00000000,
2MASXJ03235400-3730449_F395_450px                 ,450.00000000,450.00000000,7.15807997,0.77781746,0.00076248,0.02535166,199.50025510,213.50090833,199.80843878,216.17752402,200.03772461,214.02312860,198.69935453,221.71017574,20.56408887,18.34264119,147.18030873,0.02692823,29.91221876,0.50000001,124.43656676,198.63058276,213.32037591,0.02356340,31.96353493,0.69595179,0.84988987,150.26678443,229.95661926,13.44076808,18.87917551,23.11156318,27.45306907,32.09581829,39.53333300,50.32927486,65.96774551,81.75629097,48.72433282,0.54334862,0.40607273,0.91505239,0.00011023,0.25790860,0.02892887,0.77489235,0.62348391,5.52967923,0.01397414,0.86172826,0.53866382,-0.46890726,1.57152380,0.65730203,0.83549159,-0.09208737,5.14748738,0.00000000,
2MASXJ03235400-3730449_F410_450px                 ,450.00000000,450.00000000,6.91027614,0.77781746,0.00245192,0.06607360,198.50060524,213.50099674,198.94948824,216.11911404,202.36303710,218.15089638,199.36143834,217.68512126,19.39688624,17.58491061,132.04141062,0.09050610,29.53305722,0.49999999,37.26673956,197.58054399,213.05399795,0.06955120,34.11175550,0.78691499,0.85381363,135.54602632,712.03259277,12.51607926,18.06632616,22.32880124,26.21902137,30.62174565,36.15721614,43.87175073,54.91613647,68.09374085,53.95376665,0.48283013,0.34707725,0.89073504,0.00009279,0.26647423,0.03671269,0.68519567,0.60061056,4.92332570,0.01632380,0.83930465,0.55103630,-0.69979367,1.52993265,0.62014017,0.84259200,0.31009110,4.96499463,0.00000000,
2MASXJ03235400-3730449_F430_450px                 ,450.00000000,450.00000000,6.07130132,0.77781746,0.00236013,0.06923975,198.50084311,214.50093812,199.57812213,217.20109765,201.87816321,215.54708625,201.41726240,218.73807225,22.92568042,20.15833297,117.23747822,0.11084900,30.35820597,0.49999998,117.15138776,198.21212386,214.66702560,0.09808715,32.43074070,0.66188685,0.83603375,125.25309679,947.91918945,13.41701835,19.10025768,23.54590168,27.93583196,32.81163803,39.75226923,49.71754919,63.11413618,80.43091631,51.77034006,0.51908742,0.38939510,0.92985009,0.00007304,0.17470230,0.03949548,0.62568153,0.53445629,5.61543098,0.01283713,0.82609631,0.55578187,-0.85736685,1.56667548,0.58825970,0.82536651,-0.55840904,5.86500903,0.00000000,
2MASXJ03235400-3730449_F515_450px                 ,450.00000000,450.00000000,5.11073648,0.77781746,0.00324331,0.07157793,196.50100355,215.50026974,197.79646315,217.19708126,199.70877676,218.38176881,198.17966075,219.65629538,23.97401590,22.46021258,104.16177609,0.19357321,29.54923325,0.49999998,881.59729999,196.31637968,215.13533936,0.16196057,33.32472413,0.69579193,0.85152996,120.68368374,1744.32165527,13.01584642,18.82764273,23.87770996,28.57494448,33.77169931,40.90601033,51.14533467,65.51456108,86.62015593,59.83004941,0.54154189,0.40906605,0.81881031,0.00004103,0.18598393,0.06163275,0.57965172,0.46953822,3.56811212,0.01729954,0.75509515,0.59867237,-1.36581172,1.58855370,0.51147588,0.80786738,1.00131449,4.01930071,0.00000000,
2MASXJ03235400-3730449_F660_450px                 ,450.00000000,450.00000000,4.79754957,0.77781746,0.00274642,0.02363663,197.50013928,213.50071092,206.87084797,224.55198480,198.20357837,219.02313605,199.35430893,221.67033132,40.23711254,23.86416011,43.03692205,0.17310007,44.26136084,0.49999983,126.62375045,196.78818938,212.90861187,0.20591403,29.04688603,0.69494874,1.00001905,33.16936167,2108.85351562,19.41690224,26.96232600,32.52401090,39.09340895,46.61625668,56.14068924,70.37324508,93.16254343,106.44011577,81.83916804,0.53848398,0.35856794,0.57545167,0.00001121,0.35802924,0.24456114,0.53623041,0.41028699,17.70464632,0.09978806,0.37941456,0.74587618,-0.88824679,1.58180362,0.42201461,0.43020533,1.12422993,3.01251947,64.00000000,
2MASXJ03235400-3730449_F861_450px                 ,450.00000000,450.00000000,6.11027525,0.77781746,0.00273519,0.09056098,195.50103945,216.50046265,208.08073997,227.69975438,197.14021120,218.81143539,203.19903945,229.11785350,42.97498183,23.40115933,42.34619208,0.28397198,49.25357843,0.49999977,28.10105717,195.62160117,216.46840613,0.31978761,32.14884986,0.72368139,1.00005000,22.19698117,3921.37036133,21.44739896,29.96482497,37.13099461,44.74984663,53.34530065,63.89000271,78.31184557,98.92493930,105.13753434,90.80330614,0.51869405,0.29466162,0.87405707,0.00002309,0.22608624,0.14648561,0.63217708,0.60980660,18.54843787,0.09281294,0.61256607,0.68816446,-0.51890474,1.58967480,0.42215256,0.31277085,0.35826239,3.52121928,64.00000000,
2MASXJ03235400-3730449_G_450px                    ,450.00000000,450.00000000,5.52082643,0.77781746,0.00290498,0.24593334,197.50013266,215.50059331,198.31453679,218.67224973,197.63321083,219.54587464,201.73165347,218.69460868,23.34709911,20.97151035,108.86573295,1.09797177,30.56068242,0.49999843,4330.76418339,196.61441244,215.54720460,0.99655179,32.49537248,0.65508977,0.82876770,120.97281054,10532.61914062,13.90030987,19.97641177,24.97538202,29.84922138,35.64063649,44.08559457,56.92440064,76.38752536,108.21233683,68.55760718,0.58250496,0.48233132,0.73178412,0.00002335,0.20487361,0.11068736,0.38031646,0.42660837,4.77634387,0.03027250,0.61528897,0.65373306,-1.58338122,1.55489466,0.42685525,0.75243901,0.62156223,3.05580004,0.00000000,
2MASXJ03235400-3730449_I_450px                    ,450.00000000,450.00000000,4.78647769,0.77781746,0.01446563,0.20313719,195.50119936,216.50057039,208.21442711,227.48647804,197.76135481,221.12913229,201.40290816,224.19515059,42.88545691,24.03482555,42.50342840,1.28077172,48.28552186,0.49999435,212.22142926,195.50016852,216.48969925,1.47068093,35.03769522,0.71305651,0.81356115,114.04410956,18294.49218750,21.51332538,29.86576558,37.25113393,45.17505439,54.09126049,65.70651184,82.46421759,101.30356157,116.85559126,110.02158764,0.53045106,0.33452240,0.65598896,0.00001110,0.32991794,0.25085723,0.61684546,0.50543913,15.27179514,0.17722005,0.43467354,0.76460029,-0.28012734,1.58594609,0.42328321,0.17657046,0.16899778,2.96454496,64.00000000,
2MASXJ03235400-3730449_R_450px                    ,450.00000000,450.00000000,4.88064179,0.77781746,0.00667527,0.20486577,196.50055457,215.50101798,206.89583607,226.17874253,197.62001777,221.24780570,202.26625107,223.17281341,41.06938434,23.72178996,42.74815516,1.31094676,45.59875026,0.49999423,137.38619503,196.26377553,215.96911210,1.48691134,30.81932395,0.67780237,1.00091222,26.21995807,16996.11328125,20.14416950,28.05485905,34.75745374,42.18495156,50.60398034,61.16647372,76.09007282,99.21118355,109.15217424,109.61325863,0.54855254,0.33384771,0.71101212,0.00001205,0.32948411,0.25236872,0.52502357,0.57386517,13.59525665,0.17101010,0.41664918,0.77827516,-0.22145271,1.58378211,0.47963831,0.22453964,0.81085060,2.94973976,64.00000000,
2MASXJ03235400-3730449_U_450px                    ,450.00000000,450.00000000,8.28800448,0.77781746,-0.00059483,0.02426436,199.50070616,212.50124882,200.25233095,216.08746261,204.23587884,217.93440923,197.57276209,221.76476875,21.62636576,19.49668450,125.43579887,0.03583172,28.65872649,0.50000000,41.03345903,198.31008255,211.90702354,0.03090311,30.95136797,0.75154466,0.82398052,140.69226774,258.82995605,12.39125170,17.67534428,21.66189518,24.86121568,28.61731544,33.57601138,41.09997957,52.00633280,65.67412928,53.79446116,0.46868835,0.36076543,0.87056961,0.00009374,0.30589852,0.05378354,0.66036292,0.61523075,6.81135700,0.02746693,0.79534398,0.57541127,-0.75070110,1.53610288,0.61279035,0.77526249,-0.33550269,5.26349841,0.00000000,
2MASXJ03235400-3730449_Z_450px                    ,450.00000000,450.00000000,4.22936632,0.77781746,0.00963081,0.20382696,195.50115074,216.50033393,208.11629519,227.16380663,197.25724327,219.69165272,200.26686549,222.67712257,43.01449323,23.96559384,42.51932400,0.87554349,48.56380988,0.49999737,204.87122011,195.63007019,216.23680711,0.96832855,32.40135964,0.73671772,1.00047786,25.01471499,12710.98730469,21.48880708,30.12065069,37.59738097,45.73247522,54.99312318,67.04094259,84.37514232,101.75224191,121.04694994,107.42041413,0.52867964,0.34264547,0.71341929,0.00001603,0.38699523,0.20931886,0.63997992,0.61149193,15.37716825,0.16608634,0.52166759,0.74471013,-0.23032203,1.58828618,0.47285951,0.20423271,0.47528492,3.40851670,64.00000000,
2MASXJ03325811-3531462_F378_450px                 ,450.00000000,450.00000000,6.44987332,0.77781746,0.00078707,0.01440340,201.50123025,217.50131229,201.84524751,218.13562826,202.75662067,218.38415093,201.28649449,218.54148729,13.00269503,8.73068263,9.36599405,0.04987946,12.94386024,0.50000003,1227.49490987,202.60628557,217.36450445,0.04916593,14.74425359,0.67505871,0.50472463,8.42160084,58.47148895,5.45622149,7.90376916,10.19244807,12.09953521,14.37946413,16.89827150,20.14303186,24.82216582,34.97494873,26.73997097,0.49700542,0.38601438,0.69565697,0.00024622,0.16909454,0.00859874,0.67812001,0.36239741,2.69857685,0.00305503,0.89459765,0.61198483,0.00072914,1.58189101,0.47122693,0.81795156,-0.32461730,6.26054081,0.00000000,
