# rootname919,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,TVangledeg,TVsize
ESO358-6_R_450px,450.0,450.0,3.61623718,0.77781746,0.02089952,2.09655046,225.50131783,224.50073222,225.96413388,225.28722393,226.65097905,225.14963869,225.32496022,226.52226417,21.73205785,12.53676504,120.93936612,3.0514499,26.87487,1.20635637,9.38414047,226.21717882,224.70229454,3.36578879,29.19229221,1.16879975,0.43351718,120.2997685,16456.1875,7.84561174,12.56154247,17.04969339,21.45657209,26.18441985,32.06316009,39.9893258,52.36576792,74.72002986,52.80404383,0.62000451,0.45539408,0.15284763,1.2739E-4,0.08420784,1.3504E-4,1.00254576,0.16491006,1.72820322,0.00118946,0.08329548,0.69729732,-Infinity,1.57071767,0.0839264,0.56440043,0.54267908,1.07539377,0.0,-120.4749541219761,0.9125611793388568
ESO359-16_R_450px,450.0,450.0,5.48928517,0.77781746,0.00788635,0.12372085,184.50031871,253.50137408,192.85407438,245.16220407,201.05816119,239.91381537,202.49677809,245.16220407,26.39082353,7.86239978,134.41923429,1.73267879,7.18945012,22.4326665,779.62618354,183.88801698,255.11177279,72.33685787,73.36129809,21.00014661,3.432E-5,134.97447562,9751.30566406,12.33037686,13.2110727,13.59116124,13.93588035,14.31676739,14.81061241,15.83603523,16.89413745,19.2914268,13.37970678,0.10679794,0.12951938,2.3464E-4,1.242E-5,0.9940836,0.03984116,0.97440021,0.0,88.22080818,0.00919089,0.40593967,0.30223176,-Infinity,1.57276735,0.29351256,0.20735117,0.31580824,3.70189828,96.0,135.0500628990027,11.803685451999327
ESO375-26_R_450px,450.0,450.0,3.8021554,0.77781746,0.00707409,0.11716925,198.50073928,253.50032009,206.96283266,247.15846738,203.83904311,253.27871003,214.72393889,227.0768419,23.94324914,13.23275871,133.71142689,2.94694485,26.38974928,0.4999892,117.38824807,195.75097879,256.17972007,63.22265241,36.90696795,21.00000113,7.8897E-4,132.37161274,19517.91210938,13.716943,15.12573776,16.04623114,17.07820839,21.12775494,28.60663318,38.4297544,53.75299079,72.35086278,39.88017479,0.55068607,0.53459036,0.00209553,5.95E-6,0.96755856,0.0125375,0.99094526,0.07843137,26.51640086,0.00853416,0.24177006,0.9318384,-Infinity,1.57085432,0.62143433,0.17471621,0.8058651,2.16786082,72.0,143.1505496744976,10.574787003395118
ESO375-53_R_450px,450.0,450.0,3.04681034,0.77781746,0.00477692,0.41820511,286.5008095,214.50185869,263.8208935,219.89519851,320.61541858,166.89496532,239.62253571,224.61686734,33.52707806,5.21595775,169.2039293,0.90875153,48.99999917,0.49993188,62.18149259,289.6591522,215.33615917,1.34824128,7.18347226,20.99999586,0.87759933,123.09642017,4453.38378906,24.15849395,25.0764439,25.52957454,25.941256,26.42516429,27.18008318,29.04110854,36.38919979,43.81920858,25.89140943,0.16170656,0.21964683,0.08517797,9.371E-5,0.91650383,0.00875315,1.00108282,0.17116324,90.03902396,4.3463E-4,0.11817788,0.70046119,-Infinity,1.55386044,0.57040615,0.48651888,0.57490488,5.67922712,64.0,-13.376621705746219,23.31237234133526
ESO375-68_R_450px,450.0,450.0,3.04681034,0.77781746,-7.9909E-4,0.04176269,190.50150095,273.50054088,202.06762124,258.15097685,244.11910459,305.62971131,226.33197861,257.28180025,32.91503476,14.56307151,118.64374738,0.48976525,37.99999838,0.49998656,47.00488575,190.25946274,274.036043,4.76579787,4.96708595,1.54454348,0.95210631,82.09708651,7262.95068359,19.21844018,19.91319069,20.35303026,20.72192798,21.07122957,21.43270008,21.86979718,23.05279222,27.70037387,20.45293653,0.06358268,0.11879575,0.03170634,5.73E-6,1.12617456,0.03839026,1.00167544,0.4744142,93.96876495,0.00271487,0.17610025,0.698163,-Infinity,1.57715118,0.44849563,0.58961013,0.26293409,3.91054375,80.0,126.99855754031806,19.219371854298974
ESO375-70_R_450px,450.0,450.0,3.04681034,0.77781746,3.4695E-4,0.04483837,182.50115705,286.50095709,183.03770272,286.8823062,183.38657987,287.40649595,183.30893337,287.44399131,4.13015346,3.64454535,148.03063353,43.70199006,2.00058377,49.99993668,106.3822542,182.99924285,286.98014484,8.79427543,0.99934346,21.00000864,1.00016554,11.61886181,10583.06835938,1.0,1.0,1.05961354,1.21833581,1.3979293,1.60673113,1.85998243,2.19110381,2.70476683,2.47456549,0.34066295,0.28664462,3.0388E-4,4.12E-6,0.05874163,0.00548836,0.76289129,0.0060285,26.60110041,0.0,,0.74509897,-0.31779372,1.57195313,0.02180988,0.48451694,0.18800787,0.28714892,65.0,-144.59673988464382,0.6582616498730384
ESO417-20_R_450px,450.0,450.0,5.99334008,0.77781746,0.00322735,0.14822367,225.0,225.0,146.61652471,287.60272813,149.8559262,262.33854914,142.53394852,298.22036595,50.61607294,10.98413634,144.54739491,0.19380931,41.99999971,0.56389358,235.23329071,234.99999688,226.0,0.10205238,68.15795073,2.75752019,0.63887902,2.49107719,14630.66113281,22.09245996,22.76140625,23.2407198,23.72719695,24.8245163,25.43848259,25.94188475,27.39691528,30.25739163,22.62846869,0.08050258,0.08595069,0.25668287,1.013E-5,0.72128439,0.14627621,0.97892671,0.89359784,443.31262329,0.00200057,0.53278033,0.39846492,-0.38119598,1.55925822,0.28434372,0.75328003,-0.22033257,4.03132084,112.0,-38.61340094383738,100.314858160976
ESO418-13_R_450px,450.0,450.0,4.20246628,0.77781746,-0.00156366,0.26752558,231.50037429,228.50075281,225.2862311,230.07019196,215.70565038,237.09624891,219.6424404,232.27187968,31.48529268,12.05628102,159.48417436,1.57227498,38.49320627,0.504568,9.73592556,215.02396601,236.90713455,1.26521877,36.54453723,0.94043478,0.42331281,163.46466454,9609.27734375,16.08669596,24.50487915,31.95567028,36.15890298,37.7794733,39.68574763,44.88408014,52.16468894,62.89214084,67.98085001,0.32812406,0.22134048,0.47745312,2.783E-5,0.4494838,0.0257691,0.99999444,0.38582619,9.42804905,0.00620729,0.34951231,0.70399623,-Infinity,1.60290223,0.39272433,0.71673608,0.3465117,1.62222182,0.0,-14.17416714845677,6.409267885755433
ESO418-8_R_450px,450.0,450.0,4.20246628,0.77781746,-0.09062076,0.17102017,210.50054231,231.50037169,211.86259082,231.37177303,210.88660372,232.72991006,207.06008512,231.88973408,29.14662363,25.29472323,41.40856964,1.44320299,32.16232029,0.89446661,28.46479674,210.91328356,231.67312498,1.37631413,33.59116045,0.95304638,0.83019309,56.26712015,16841.27539062,11.4577604,17.87280468,23.87609179,29.42606947,35.88128308,43.96648864,57.75696373,76.0767682,97.76244484,62.48100881,0.62905935,0.43530409,0.48242541,1.015E-5,0.23429374,0.05235971,0.99128836,0.40145684,2.18963479,0.01421274,0.48216712,0.66613016,-0.87343242,1.56243844,0.36641345,0.71593098,1.20639974,2.46119396,0.0,174.60637210393443,1.3681059019487765
ESO418-9_R_450px,450.0,450.0,4.20246628,0.77781746,-0.01298484,0.25623733,231.50028999,229.50084977,232.63360634,230.54481341,232.52730719,230.67873933,235.76281652,234.25360675,25.45452104,21.50205014,18.12031403,0.84242021,38.1186612,0.86547566,6.28261778,232.0687328,230.27535354,0.96081376,37.93192577,0.77013188,0.7374383,4.88876794,10881.57128906,12.34073781,18.9926083,24.86539916,30.18023461,35.60478546,41.90604839,48.62236798,57.47909055,72.81137478,67.64191637,0.48092528,0.31069086,0.58387439,2.355E-5,0.15912749,0.00457428,0.99999385,0.32505642,2.27797413,0.00333578,0.35043394,0.64917161,0.18981089,1.56800313,0.35082765,0.79220484,-0.3985211,2.67478201,0.0,-137.35002479935403,1.5408653512943133
ESO437-25_R_450px,450.0,450.0,3.34190898,0.77781746,-0.00340946,0.0590224,223.50134757,226.50049311,225.37883507,227.17500699,223.1553025,226.44896738,223.0454504,226.68782297,17.35747462,12.21367872,118.27345074,1.63427671,19.4243373,0.96629767,13.26174758,222.61131369,225.95135001,1.86949362,25.35146777,1.016801,0.35508445,122.58510689,5686.26757812,6.68921149,10.41805079,14.01555829,17.68543729,21.82447977,26.60442352,33.41095388,41.86080333,49.70414874,42.99641996,0.60402109,0.35744874,0.09701368,1.038E-5,0.11959547,0.02547417,0.98811371,0.06364342,4.6398648,0.01047548,0.22765057,0.70333784,-0.41474648,1.57017093,0.13231037,0.60710247,0.39117576,1.77710824,0.0,-160.23845820792437,1.9949757609978414
ESO437-2_R_450px,450.0,450.0,3.34190898,0.77781746,-0.00374968,0.0581439,234.50169426,228.50054515,240.32566707,224.56919506,235.25446859,229.93454738,236.30002211,231.2420539,22.37698153,17.03098349,117.96046016,1.54175534,18.82743002,0.50844536,649157.58064562,234.00000071,228.99999804,1.16235334,25.00832953,1.2139253,0.50495924,62.20669117,5053.47851562,8.6457258,12.27055506,15.99393773,19.79389811,24.34844713,30.01804307,37.73566932,48.43664105,53.25444941,52.02029869,0.59630981,0.33988463,0.20183878,1.15E-5,0.17869438,0.06126699,0.94390486,0.24564997,13.50756527,0.02877662,0.32266059,0.79772499,-1.07404091,1.57418012,0.16202249,0.49742889,0.08526067,2.27855577,64.0,145.9795115735809,7.026675801669125
ESO437-3_R_450px,450.0,450.0,3.34190898,0.77781746,-5.8936E-4,0.25657186,205.50018112,232.50051247,204.89110079,233.31495887,205.45467649,233.83995929,204.16084383,232.68329688,10.53177959,5.48595581,56.70012095,1.56085266,13.07481717,0.57545883,908.10460308,205.10235929,233.61344961,1.68992939,16.10705588,0.63583556,0.30647768,55.24683466,1574.58886719,5.34020132,8.11549347,10.36477806,12.5953758,14.93519266,17.94651691,22.10370892,28.75738012,40.72334058,30.16881861,0.54943439,0.43563257,0.14253471,1.6287E-4,0.12833034,0.0041909,0.99880855,0.04122643,3.37105108,0.00223554,0.24918372,0.68166769,-Infinity,1.59948166,0.56204145,0.71396233,0.86184583,1.266592,0.0,-53.20917659445603,1.0170062865419747
ESO500-46_R_450px,450.0,450.0,2.90054396,0.77781746,-0.01001297,0.12160318,210.50064175,222.50069033,210.7029936,222.88690785,210.93657981,223.21647537,210.41032967,222.3406753,7.28914603,5.44826369,173.83596559,0.8696537,11.68203632,0.75931355,7.81077616,210.57744015,222.70585366,0.89649262,13.2118009,0.78795248,0.56245577,170.51010726,975.22924805,4.00125134,6.2643158,8.15498715,9.92210114,11.95485993,14.09474211,16.8040881,20.79302801,26.92199653,25.74467988,0.5210441,0.35256277,0.4621298,1.2464E-4,0.09394744,0.00174466,1.000406,0.25128842,1.69361723,4.555E-4,0.42255615,0.68942555,-Infinity,1.57103013,0.20646411,0.76003999,-0.30677109,1.7533933,0.0,-117.65149698389493,0.43601633450294075
ESO501-18_R_450px,450.0,450.0,3.34190898,0.77781746,0.0014742,0.06215952,226.50050374,225.50027653,226.4482071,226.51056067,228.14442563,225.48718759,219.7908043,235.81946705,25.16662342,18.15996233,146.2414727,0.13059862,101.19471023,2.08936986,23.70085993,227.08317967,225.29658907,0.50520056,47.22305982,0.90453952,0.66542454,149.75562195,9287.30859375,16.17225608,25.56783872,32.73202375,39.67217553,47.39503844,56.78500003,70.5214756,90.97564787,127.5939942,100.06224776,0.55123114,0.43009735,0.40089395,6.69E-6,0.37452439,0.1046623,0.96428577,0.35515987,1.01100745,0.04715404,0.26843517,0.75160379,-1.18466333,1.59769393,0.43809614,0.48976035,1.00174525,3.61245402,0.0,-87.03676952173242,1.01163678367821
ESO501-22_R_450px,450.0,450.0,3.34190898,0.77781746,-0.00149216,0.05850419,213.50041049,219.50047588,214.95275583,220.39564757,219.95012128,197.97440557,237.18318617,226.60421098,20.69380253,5.24897154,16.91305742,0.11219859,96.99999989,1.17974443,52.78646698,234.16191223,225.88533756,0.38610961,29.19444256,1.38647966,0.24437473,4.45080089,1347.83105469,16.57551971,20.35790432,21.96535657,22.86589938,24.77352997,29.30769532,35.20267058,43.74846551,57.59672263,49.52078956,0.33222976,0.36640988,0.29262213,4.337E-5,0.68335571,0.04260996,0.99969261,0.26955917,3.44513811,0.00800137,0.28022173,0.73242152,-Infinity,1.54610512,0.32592273,0.61067079,0.11273404,1.9537985,0.0,-148.35186278054545,1.706059594855093
ESO501-39_R_450px,450.0,450.0,3.00572365,0.77781746,-0.0082,0.11010624,223.50101306,227.50166659,223.16088401,227.80732186,223.14658537,228.2768554,224.45645234,229.52014251,7.50014676,5.09419344,19.00683646,0.77946055,9.65482015,0.99469877,20.69677314,222.68217689,227.82418426,0.74111941,10.84178701,1.10654929,0.55859577,13.93912622,640.91833496,3.50685681,5.26038485,6.84733874,8.64626383,10.60471875,13.03424637,16.44543257,20.9970419,29.73196394,22.13781329,0.6011406,0.44772444,0.48883079,1.7169E-4,0.10736723,0.00241533,0.99696651,0.26590139,2.0656451,0.00210882,0.49142809,0.67941156,-Infinity,1.5765668,0.20086196,0.73537932,0.03125676,2.4215222,0.0,-41.94429087002415,0.45728865581016703
ESO501-42_R_450px,450.0,450.0,3.00572365,0.77781746,0.00226051,0.15025093,225.0,225.0,275.98584594,269.70391409,283.11912235,266.67759981,276.66001627,275.70499891,43.55228012,20.65327108,28.10108649,0.07335036,2.99935621,49.99984999,145.68004357,225.00000733,224.99999602,0.07335036,3.70718273,49.99985006,0.47421791,28.10108649,2.65175486,1.84728256,2.26699251,2.66186426,3.12297184,3.70718273,4.14921716,4.44657312,4.66897596,4.8483623,2.93285819,0.31377155,0.11655107,0.11265503,0.05293488,0.42695369,7.443E-4,0.99994391,0.1034632,2312.02885375,0.0,,0.1130997,-Infinity,1.5724743,0.01885411,0.73551618,-0.81270576,0.91449229,65.0,-138.75601780597714,67.80852764353105
ESO501-45_R_450px,450.0,450.0,3.00572365,0.77781746,-0.00723489,0.10600369,233.50061917,224.50140384,233.29801489,225.30551731,235.5348218,225.12009015,233.86536105,224.41973114,15.10883097,10.45039426,2.51785231,0.10396281,58.7717082,4.76955899,21.83305374,234.99999969,224.99999336,0.19307627,34.79385555,3.29821011,0.93908333,166.42699614,2575.47900391,3.7351394,6.83827524,9.92434747,12.85789772,15.91174389,19.30399712,23.30734245,28.61058208,37.22349837,33.69456419,0.62158012,0.36909941,0.40903741,4.115E-5,0.1706633,0.0282697,0.86629952,0.32314107,2.46106409,0.01814475,0.55455297,0.77164146,-1.24381451,1.57460852,0.21617517,0.39204794,0.35134747,2.39913176,8.0,-75.85812154481513,0.8292448172341914
ESO501-53_R_450px,450.0,450.0,3.00572365,0.77781746,0.00907344,0.94350791,225.50053417,221.50149621,226.00407472,222.24120845,225.51900384,221.96823197,225.04760799,221.65855246,2.8481753,2.08718216,36.90688962,1.63779634,15.36493668,0.9431579,51.50827403,224.77014916,221.26731836,1.85033511,20.67221281,0.95533378,0.35809172,39.16050185,4255.61083984,5.69194075,8.85292012,12.26865463,15.69013782,20.0892693,25.08113347,34.21922118,42.93348251,53.18010331,35.73122117,0.68570957,0.42278504,0.15972243,2.2163E-4,0.32955919,0.0010144,1.00105256,0.11983653,2.50434672,7.0304E-4,0.20452972,0.66668729,-Infinity,1.57006076,0.15643921,0.64779136,0.06075701,2.04141044,0.0,-124.2440941016396,0.8948336624759375
ESO501-59_R_450px,450.0,450.0,3.00572365,0.77781746,0.01566781,0.1138452,212.50062576,228.50071964,216.2691035,231.49443718,211.90006611,229.45902422,212.6316492,235.16765306,18.70294354,12.25957471,32.44410247,1.47357839,22.07329934,1.00772585,16.05512607,210.99999652,228.99999881,0.36498118,32.87395006,3.04963054,1.00028694,25.08351376,6602.31640625,7.40086103,12.47669299,16.99149434,21.53751042,26.96820405,32.87350315,36.59788645,44.92929898,57.50862904,47.85919658,0.55643015,0.32888099,0.36877731,1.724E-5,0.45429537,0.08062678,0.97016688,0.43223503,10.05632292,0.04675308,0.30368575,0.79412553,-0.43331803,1.5761452,0.3409495,0.21265294,0.74969464,3.08208736,64.0,-141.5360091041321,4.812875355354557
ESO501-60_R_450px,450.0,450.0,3.00572365,0.77781746,-0.01443295,0.11007448,215.50003268,281.5005384,219.47386985,237.96671285,238.36540529,281.51161494,211.3763932,237.77719542,49.76534548,8.27590781,98.6596829,0.1768965,73.14632596,0.49999951,26.2734729,212.59357783,228.99009862,0.3823067,30.56025297,1.40387446,0.21464959,111.70324669,2373.13549805,37.25824498,48.81379559,51.86474369,53.44055208,57.1507339,64.02458986,78.39351574,81.45118076,87.34752083,89.53360581,0.22235481,0.18422877,0.59389052,4.635E-5,0.40610948,0.08822437,0.99345063,0.66974192,48.82503951,0.04373658,0.51607513,0.69643777,0.08260998,1.62277424,0.4994546,0.65113951,0.24702385,5.02766003,64.0,95.21559633303106,43.71481841288495
ESO501-65_R_450px,450.0,450.0,3.34190898,0.77781746,-0.00171886,0.0595497,262.50138667,191.5009527,239.36866354,205.88217604,215.00339651,222.20472094,214.76199557,220.34377824,35.38125159,15.4493378,153.95810821,0.70162671,54.66721369,0.4999929,31.1061824,215.02941655,221.48293894,0.38272063,54.7579302,1.69640195,0.58845934,157.22915532,13059.77832031,27.56258497,29.80407958,30.4569692,31.07116004,31.98076366,35.23770126,45.10210304,56.921444,76.51422073,58.27849938,0.28100019,0.37885333,0.10599874,4.56E-6,1.09362675,0.2504279,0.91886345,0.16697549,46.73871345,0.05607089,0.28862661,0.68381954,-0.69203673,1.54609072,0.52244886,0.5420155,0.2159769,2.15393184,64.0,-31.868518872228197,27.23862081978816
ESO501-68_R_450px,450.0,450.0,3.00572365,0.77781746,-0.01919852,2.10111809,218.50099131,220.50075194,218.99448374,221.07480752,219.74767097,222.07518029,220.94519243,223.89896451,15.50994107,10.41120089,113.33138198,0.08660572,105.67870127,3.26154702,13.97026148,219.0000006,221.9999995,0.07706046,118.94879091,3.46428956,0.56448184,114.76771946,7916.54833984,10.99118547,19.54514981,27.39741316,36.53482438,48.03348403,63.00383428,83.28796018,99.98030321,146.98395226,90.80077228,0.70887545,0.48572583,0.61537369,2.6539E-4,0.18656401,0.00400772,1.00113052,0.51455928,0.83371196,0.00227339,0.20267614,0.68293235,-Infinity,1.61219725,0.479961,0.44854452,1.2920541,2.55466528,0.0,-130.68431993938523,0.7570169003374156
ESO501-82_R_450px,450.0,450.0,3.41746921,0.77781746,0.00217644,0.6059534,225.0,225.0,318.82774266,168.77997045,288.36791583,194.99590026,293.43447333,177.9440982,32.14864576,14.62784419,178.0937486,7.20518717,4.1880115,9.49425922,173.00317382,225.00476512,224.98569574,0.11733758,45.49819769,1.47106787,0.38891718,10.99277299,1034.55810547,2.98764546,4.38410187,5.38661682,6.30491643,6.92188674,7.63629302,8.17756243,8.5305189,8.79106501,9.80878937,0.28909481,0.103817,0.04076112,5.8371E-4,0.84191161,0.00738817,0.99876362,0.52129881,1115.13875725,5.086E-5,0.25498348,0.56657799,-Infinity,1.5813538,0.14176711,0.72593969,0.0959481,2.19335234,112.0,149.07065693071903,109.38161186997593
ESO501-8_R_450px,450.0,450.0,3.67883693,0.77781746,-0.00918517,0.09742915,205.50055045,223.50090459,206.1671875,224.64027148,206.54048216,224.7667596,205.44430271,229.09260397,8.1847491,7.36207658,80.81435503,0.18055552,54.84618286,1.57529152,15.77365081,206.24224792,224.57268123,0.40144546,37.53647536,0.89124045,0.77534035,81.48170964,4771.31640625,11.04079657,17.73463877,23.66560771,28.84780253,33.86236153,39.14712318,44.9727689,52.69768577,67.52827797,61.71624662,0.4729692,0.29976843,0.54978831,2.042E-5,0.16193919,0.02231467,0.99265568,0.34293262,2.13892028,0.01070063,0.32982891,0.67190632,-0.42478488,1.62770839,0.37527225,0.64141198,0.19856778,2.62540469,0.0,-120.33165847791946,1.3200613116294941
FCCB729_R_450px,450.0,450.0,3.29013607,0.77781746,-0.00905315,0.25697279,210.50023744,232.50199515,210.57533621,233.33371408,210.60269774,234.14621647,211.75712978,233.90731688,17.9062995,7.17267687,162.53299968,0.37375569,28.89201342,1.83413841,6.85089804,210.15649135,233.72196851,0.31052948,34.4005015,2.18804589,0.33261363,161.79155104,1694.97119141,6.23838781,10.50177182,14.77511202,19.41115011,24.18908901,29.74136732,36.33126994,46.3111191,61.09236384,42.73231565,0.6444227,0.40236742,0.74270238,1.5156E-4,0.115957,0.00100258,0.99859722,0.36227739,1.95426459,0.00453056,0.54673317,0.61312572,-Infinity,1.56578845,0.47447717,0.71197724,0.91277533,4.12773475,0.0,-95.15944234920477,0.8351025109385344
IC1885_R_450px,450.0,450.0,4.01827799,0.77781746,-0.02045627,0.09283052,238.50016359,229.50024391,238.31690976,229.47101835,239.32012636,230.72094915,238.32878617,229.29442741,29.30157698,12.4718052,45.95681407,0.77780789,40.56394557,1.25637762,8.21910431,238.93215425,230.35463247,0.99846191,39.82686725,1.0520827,0.33506046,46.02804841,6479.70751953,11.066209,17.68090513,23.51209519,29.4285734,35.54802084,42.69079679,51.46345927,63.34025596,86.54550298,72.1396802,0.55417532,0.38642908,0.32723632,1.433E-5,0.16577792,0.05649463,0.42838401,0.21880018,0.2572366,0.02733344,0.39027098,0.70645117,-1.19333329,1.58223984,0.21517642,0.6669241,0.80600824,1.98510187,0.0,9.061297373332843,0.18556966230229077
IC1904_R_450px,450.0,450.0,5.99334008,0.77781746,0.00160077,0.14473958,230.50079504,226.5005817,230.79065521,226.58319238,232.23749506,227.41607309,231.20561303,226.61092405,25.40324492,13.04655281,16.18652436,21.30713849,4.89289029,49.99999672,229.52640613,232.00000128,227.00000022,1.6673707,31.76634497,2.44129833,0.55565744,1.0252086,14158.56640625,6.2308845,10.9041582,15.83531788,20.70679519,25.71534667,31.74337568,39.30634632,48.57826788,62.07371762,60.4170899,0.64884988,0.38271537,0.2153117,1.022E-5,0.12053705,0.00800605,1.00038778,0.21219552,0.49886954,0.00807687,0.1602942,0.79838767,-Infinity,1.60059448,0.24334334,0.40083513,0.50188829,1.8087051,0.0,-164.092350871395,0.301402459516329
IC1913_R_450px,450.0,450.0,3.48278782,0.77781746,-0.00520599,0.14270556,211.49994322,221.500532,212.17385684,223.47961258,212.36481235,223.09604706,213.68400174,225.68355522,38.23203907,10.26776691,58.16207432,1.33538761,43.45734264,1.09648369,6.13734782,211.808079,222.5311199,1.3811235,50.90566165,1.12816098,0.18755867,58.63922016,8137.91113281,12.85714542,20.10002072,27.62360473,35.15635944,42.88236997,51.19376815,60.51452284,72.07530443,92.46456331,87.34123983,0.55458998,0.33369654,0.27913251,1.753E-5,0.11827032,0.03609575,0.87975139,0.12963868,2.3936853,0.07634274,0.3409333,0.70381027,-1.22601394,1.55483082,0.33389768,0.68008114,0.10667701,1.56373678,0.0,-108.80466029479612,2.0906744149567418
LEDA662179_R_450px,450.0,450.0,2.36967407,0.77781746,-4.3638E-4,0.07191473,152.50198218,178.50113938,165.9564251,188.4839837,207.00416749,119.44194996,171.29371074,181.90578995,28.39753308,6.64641338,38.70613311,0.23202724,28.00000075,0.49999958,82.35904157,152.40622782,179.25640587,1.07147385,8.13884328,20.99999357,1.00005857,48.45464816,4364.19140625,15.08558838,15.3715813,15.60607484,15.8303752,16.06847073,16.34777046,16.70496026,17.29797171,19.62231113,15.23338068,0.05127664,0.08677561,0.04722735,1.639E-5,0.95812241,0.02367272,1.00062752,0.5069041,109.97876319,0.00152227,0.27200442,0.7669388,-Infinity,1.5637715,0.37198578,0.4315982,-0.53636631,3.55561478,80.0,-143.42555260631218,16.75348366772995
LEDA83102_R_450px,450.0,450.0,7.99268255,0.77781746,0.00381247,0.12085655,152.50034732,190.50136183,150.69724258,191.3292989,142.64279112,197.97081693,154.80040202,191.61324024,10.93532303,5.44120647,177.31881975,170.83608259,4.52876255,0.49990029,259.79541111,153.41889137,191.44363119,212.00449841,2.20556853,0.76736609,1.01674169,7.09335563,17801.18554688,1.62982009,2.23888037,2.81087578,3.54633802,4.29483225,4.93664846,5.72554586,6.84254037,8.78735382,7.98306204,0.48518648,0.31091191,0.00559397,6.75E-6,0.98704307,0.20005764,1.00011506,0.046141,24.85391494,0.0043691,0.16186281,0.87799377,-0.31705077,1.5594981,0.11816275,0.2431945,0.11339064,0.98491766,65.0,-24.663311154586836,1.984103448737154
LEDA83120_R_450px,450.0,450.0,4.31756213,0.77781746,-0.00247484,0.04495613,274.50007188,225.71523116,274.71652872,225.3255016,276.24371117,238.4525096,274.75844713,236.19707197,1.18892088,0.96427112,92.75625827,1.47457689,6.78182575,1.74416886,20.41905615,276.0067861,220.95432071,23.76751233,5.22142181,21.00000519,0.04039044,137.78056231,1304.15856934,3.56917742,4.30354489,4.75790602,5.0836933,5.35456047,5.61778943,5.91147895,6.35705068,7.55015787,5.76661979,0.16942934,0.1492322,0.00237335,3.347E-5,0.71562808,0.00446161,0.93753255,0.01758242,7.73079696,2.4303E-4,0.16658341,0.8466173,-Infinity,1.56838335,0.07897667,0.35316126,0.10314717,1.07346466,8.0,119.04791012031544,0.44580566788744913
LEDA83155_R_450px,450.0,450.0,3.04681034,0.77781746,-0.00346782,0.04257879,247.50221595,290.50210503,249.46020695,290.92256046,249.99701683,291.38447576,249.99904175,291.39330448,2.2624223,2.21938089,132.23329816,3.98935407,2.78076126,0.4999999,13.36459804,249.03535408,291.0050438,11.55657817,1.06209207,4.0543935,0.60004698,3.0276122,897.26635742,1.0,1.0,1.02834291,1.16271648,1.31742075,1.50217011,1.73695907,2.07675665,2.84232975,2.58338583,0.31738561,0.33394996,0.00284758,4.598E-5,0.99541942,3.3059E-4,0.99945672,0.00119525,77.51943726,0.0,,0.71738911,-Infinity,1.57367622,0.02595115,0.54567977,0.39338297,0.21828802,73.0,-167.8804587940844,2.0026261569992467
LEDA83201_R_450px,450.0,450.0,3.04681034,0.77781746,0.01652905,0.0443888,154.50087661,222.50027902,154.7607389,222.64306569,154.86382187,223.22776413,156.10381143,222.75302172,9.99944338,8.96001783,139.18372655,0.44644517,24.62319756,5.79858817,15.24514091,154.34823301,222.72013426,0.35823887,25.31930352,5.9759035,1.00046282,8.98696794,3775.45800781,2.09282623,3.48494011,5.69029856,7.87533136,10.60706153,13.63334778,17.23003221,22.3439016,31.10935335,23.9153756,0.80696369,0.4672959,0.08655688,1.175E-5,0.06976025,0.0080436,0.97643461,0.18588057,1.23981775,0.00644666,0.21946248,0.74840387,-Infinity,1.5615397,0.56629236,0.31368264,0.79273,0.82624554,8.0,-151.21250237992118,0.29650707056279674
MCG-05-08-020_R_450px,450.0,450.0,3.77002933,0.77781746,-0.00316521,0.1310665,218.50177003,233.50092709,219.57878755,233.9588573,219.65375728,234.20690855,219.71970456,234.26693154,17.20372694,11.12026245,144.28740396,0.0859673,70.99997853,7.76881279,38.35017227,219.22569714,233.78236274,0.07421134,106.63042853,6.19464297,0.4437514,144.74207169,4338.16699219,3.13072852,6.49125714,10.63181043,14.76375402,18.47768069,21.82745304,25.54607884,30.20410314,38.48314506,36.60582262,0.66773713,0.3186231,0.21691968,3.02E-5,0.06942133,0.01054387,0.95856337,0.09742237,3.19710791,0.02930789,0.42310975,0.70613496,-0.79548871,1.56627903,0.22811213,0.43394064,-0.10877649,1.78833759,40.0,-156.96559738187605,1.1703276531030067
