# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF
NGC1389_F660_450px                                ,450,450,6.69062255,0.77781746,0.00930026,0.02061497,208.50187379,225.50113021,209.69951283,226.19547759,209.90437388,226.53573166,210.93063762,226.23258564,25.53284613,16.97781676,120.0121068,1.0956864,27.0598993,2.5133581,2.96194604,209.37522964,226.00619678,0.96852914,27.70953493,2.79144932,0.68935493,118.51796326,8615.4140625,5.26223283,9.15313486,13.32793579,18.08815907,23.66475087,30.43809326,39.38131946,52.22406497,72.415016,54.44593373,0.75630081,0.48572669,0.05559177,2.39E-06,0.04115575,0.01346958,0.18274848,0.0231144,2.54263576,0.0428379,0.19582336,0.73312089,-2.31920272,1.57101266,0.06119452,0.33996428,0.62231966,0.29650382,0
NGC1389_F861_450px                                ,450,450,4.44853909,0.77781746,0.02211368,0.08633836,209.50011362,225.50110112,209.7312871,226.18923017,209.932463,226.55606974,210.9607766,226.38074334,25.31708852,16.70291226,119.95969908,2.79126173,26.01208259,2.46818543,2.63184736,209.3585989,226.04443404,2.21036878,28.46157381,2.84052504,0.68841834,118.84743756,20390.21875,4.98819834,8.75192461,12.92421867,17.71161078,23.1327828,29.8120486,38.44586706,50.81906056,70.27127969,52.89541474,0.76392306,0.48254998,0.0972917,4.23E-06,0.03976419,0.01255714,0.24974436,0.03891658,1.37237228,0.04638316,0.32367799,0.73519011,-2.33643299,1.57238159,0.15268453,0.33341678,0.64631556,0.38420137,0
NGC1389_G_450px                                   ,450,450,6.58098177,0.77781746,0.05279771,0.1958873,209.50006427,225.50107831,209.7694388,226.23293453,209.89456444,226.56481476,210.8314985,227.25143175,26.25079502,17.23718164,120.21780754,5.53897068,25.98864818,2.26700963,2.55269895,209.33045712,226.05637198,4.42982591,27.90900176,2.70520371,0.68887258,117.97784893,39636.265625,5.50549184,9.40559784,13.71483242,18.58320357,24.24736848,31.21727687,40.19441402,53.16986828,73.6286843,55.87879555,0.75227918,0.48238243,0.12225591,4.94E-06,0.04702155,0.01144247,0.17209017,0.05852525,1.39562153,0.0405483,0.3494724,0.74048782,-2.36924414,1.57099305,0.07892352,0.3577299,0.6949121,0.36279062,0
NGC1389_I_450px                                   ,450,450,5.05852174,0.77781746,0.06913396,0.20236604,208.5018937,225.50113927,209.70945562,226.13781007,209.92176342,226.5495563,210.68772804,226.62201852,25.68175298,16.93086985,120.25927197,11.1709132,27.30398886,2.58014302,3.30145479,209.38253097,226.00670498,9.68462137,28.27752396,2.82540509,0.68952857,118.53669439,89030.84375,5.12234935,8.92517272,13.1238579,17.91217063,23.50520812,30.25957802,39.13482095,51.80158525,71.87077631,54.46494844,0.76372642,0.48538824,0.05439385,2.27E-06,0.03252258,0.01522993,0.20485186,0.02158144,2.50642128,0.04527446,0.22269538,0.73514614,-2.3225369,1.57027036,0.09735764,0.31485232,0.62411906,0.37488178,0
NGC1389_R_450px                                   ,450,450,5.43930855,0.77781746,0.07580452,0.19179532,208.50188887,225.50115552,209.72312623,226.14215598,209.91553739,226.57019165,211.04904652,226.20769411,25.73502018,16.94382145,120.36716788,9.91175208,27.01555751,2.50413383,2.79988774,209.363821,226.01088253,8.45823788,28.19410494,2.79267546,0.68805019,118.68726379,77355.703125,5.26532806,9.05960678,13.31739912,18.18047908,23.8227389,30.6730616,39.70983462,52.67981483,73.08583594,55.19064758,0.76453489,0.48684153,0.05932281,2.48E-06,0.0377671,0.01492239,0.16807803,0.0238439,2.49904613,0.04478909,0.23875142,0.73609024,-2.34107898,1.57106363,0.1649498,0.31941027,0.59967856,0.41756574,0
NGC1389_U_450px                                   ,450,450,7.18248254,0.77781746,0.00090415,0.02117175,209.50018875,225.50128212,209.61205193,226.5226128,209.94238415,226.5604151,208.59802317,229.12800733,22.73813166,16.25374263,118.65744038,0.07801753,27.77280385,2.30532222,2.99937731,209.41487015,226.0997859,0.06480441,30.20416371,2.61793056,0.7111451,117.97107476,688.95849609,5.78579749,10.02086939,14.46031064,19.56844492,25.56113962,32.97044273,42.65097197,56.40258571,76.54202543,53.95703736,0.75039361,0.47631974,0.54895307,3.073E-05,0.12599932,0.00448837,0.19987718,0.3578683,1.90417874,0.02645192,0.75264627,0.68046208,-2.22532513,1.579929,0.2453656,0.56046935,0.83033151,1.96435623,0
NGC1389_Z_450px                                   ,450,450,5.63437603,0.77781746,0.06623992,0.22154336,209.50014054,225.50108202,209.88691679,226.15797346,209.93764878,226.55525203,211.91059631,225.96706514,25.59011921,16.88707127,119.95372213,9.12197309,26.26799224,2.4095526,2.7290754,209.36683142,226.029348,7.19988888,28.58729467,2.85882767,0.68589053,117.86812741,67596.84375,5.28462393,9.04456658,13.31018281,18.11700095,23.62775462,30.49138149,39.43618201,52.1991071,72.47642368,54.67411494,0.76127531,0.4867743,0.07732713,3.28E-06,0.03835877,0.01374292,0.21769384,0.0309183,1.39426238,0.04389884,0.26152866,0.7363313,-2.34023934,1.5678051,0.16324344,0.33887149,0.7100689,0.37471424,0
NGC3258_F378_450px                                ,450,450,6.19447811,0.77781746,-0.00019525,0.00630372,213.50023067,223.50105496,213.55325552,224.11581321,214.03314105,224.9800265,213.35485328,222.26784828,12.66823994,11.93446668,163.63225097,0.00908379,32.7890315,3.13417423,9.63183847,213.53684707,224.39577292,0.0046753,49.99749923,4.01042305,0.85556667,163.99337668,179.47372437,6.01785525,10.89235739,16.94215718,24.47477593,33.69800044,44.96194917,59.80983256,80.59546649,95.66659928,53.98525065,0.86918873,0.4531562,0.71864194,3.512E-05,0.20328724,0.01371403,0.99850579,0.48588204,1.14298032,0.01192205,0.43598548,0.63545329,-0.35312432,1.57969778,0.37073661,0.60339,1.04609238,3.41096467,0
NGC3258_F395_450px                                ,450,450,6.0611261,0.77781746,0.00097524,0.01063457,213.50007621,223.50148829,213.62658548,224.36159549,214.03739358,224.90328384,213.10182665,228.15464928,9.24801486,8.57285502,170.43294254,0.00721579,38.43738874,3.68265186,4.7922566,213.54293579,224.38839472,0.00557698,46.52752087,3.94406964,0.84029399,167.3894933,156.05673218,5.16822374,9.0453495,13.54773959,18.83008451,25.46142257,32.94542508,42.19331412,53.89391455,68.01036329,42.97475604,0.77511438,0.42669243,0.79815806,6.814E-05,0.10965143,0.00164066,0.99883778,0.46825526,2.02295799,0.00489195,0.52294271,0.60989221,-0.07974534,1.57572702,0.41912575,0.66523976,0.2120909,2.74306657,0
NGC3258_F410_450px                                ,450,450,5.74369913,0.77781746,0.00235458,0.02220464,213.50033043,223.50167584,213.74177484,224.4852312,214.03719707,225.00149222,212.35191575,225.08021595,12.21637693,11.40433883,171.10223104,0.03840641,35.91881568,3.70506269,6.65234195,213.53831486,224.39857837,0.03269321,41.1596276,3.72324406,0.85677636,168.43226503,1014.77398682,6.22722529,11.77006716,18.80373884,27.82582706,39.47244886,55.29966026,78.80666999,94.73183572,101.20951052,63.45492783,0.90571701,0.40892725,0.65120447,2.188E-05,0.29504043,0.01953768,0.99762062,0.47657359,1.59602562,0.01654329,0.48055016,0.6629932,-0.62197569,1.57729019,0.354568,0.53789136,0.79307492,3.24253478,0
NGC3258_F430_450px                                ,450,450,4.58543916,0.77781746,0.00658164,0.02329866,213.50051345,224.50003953,213.85733009,224.57121206,214.1259002,224.93635064,216.66029191,228.56471888,13.07877227,12.30958311,168.94102981,0.09376812,25.9835971,2.72876353,14.47866891,213.56919227,224.47745329,0.0538542,37.63919619,3.41658226,0.84497062,165.99339457,1456.74328613,6.44169173,12.16014204,19.51805799,29.25693335,41.83769373,59.80698392,84.85267471,95.37536684,106.75507275,68.89205109,0.89449757,0.40682078,0.57905398,1.599E-05,0.32991203,0.0212221,0.99613656,0.43654075,0.52813877,0.02214794,0.43357963,0.67977682,-0.96543902,1.58853188,0.32042773,0.47922163,0.39587749,2.0141171,0
NGC3258_F515_450px                                ,450,450,4.50692379,0.77781746,0.01037605,0.02399771,213.50040989,224.50007488,213.86568588,224.63972268,214.0794069,224.95099196,218.30846575,230.31239852,13.98473565,13.21555933,170.44291402,0.25855025,24.75388706,2.69153569,16.84000995,213.55423763,224.4767346,0.14917873,35.60680353,3.37649222,0.85384477,167.61799191,3799.89672852,6.4346126,12.26030037,19.84651083,29.86917228,42.98519834,62.49643498,87.9653395,94.90908902,102.98916628,67.35077619,0.88880669,0.37947261,0.2754717,6.31E-06,0.42514979,0.01737438,0.99231476,0.22529974,0.58063201,0.02211628,0.33314196,0.70071551,-1.53967719,1.57543964,0.21213306,0.38310528,1.15157164,2.37441289,0
NGC3258_F660_450px                                ,450,450,3.81878364,0.77781746,0.01201922,0.00984843,213.50037349,224.50002694,213.9895051,224.71162825,214.06412883,224.93611222,212.27126774,225.79795474,14.93552316,14.08092155,175.53472563,0.30019613,26.03554184,3.00947642,20.07913892,213.53661481,224.44905028,0.18851941,35.91166707,3.54832113,0.84746363,166.11163861,5497.70117188,6.77637218,13.46562496,22.70351118,35.21085873,53.21224066,80.55639114,94.10782706,99.29735245,127.41520931,94.48103872,0.86771115,0.37920973,0.14594927,1.79E-06,0.45539871,0.01123973,0.9814131,0.09832602,0.56407065,0.05347283,0.30602298,0.76430842,-2.09093456,1.57410081,0.17395701,0.24038699,0.93392934,1.48789667,0
NGC3258_F861_450px                                ,450,450,3.36662298,0.77781746,0.03922119,0.03771532,213.50037583,224.50009723,214.069087,224.80235519,214.05834659,224.96637362,217.58366394,229.62104761,15.80473776,14.91650931,176.75740841,0.78798662,25.94840782,3.08706948,15.51429649,213.54323383,224.49278297,0.62474933,31.60098811,3.20039547,0.84841465,166.03728148,13120.4921875,6.11413445,11.87071517,19.62152512,29.90255901,43.71441776,64.80646457,89.83346531,94.52366183,104.14021414,68.08955625,0.90106365,0.37699377,0.12812549,2.87E-06,0.45875329,0.01920464,0.96430236,0.13513161,0.94587735,0.04145166,0.3684418,0.69843448,-2.11487358,1.57233169,0.1002734,0.28307891,1.13883183,1.15462738,0
NGC3258_G_450px                                   ,450,450,5.10912856,0.77781746,0.06245403,0.06174382,213.50029712,224.50004464,213.8169634,224.63030267,214.02238826,224.93852963,214.81529165,223.24517699,14.05211518,13.29263251,170.54822359,0.83218814,33.74905234,3.7299595,6.90398143,213.49854185,224.4626469,0.76523873,37.44636039,3.60202262,0.84761352,166.35275197,23937.67578125,7.01757209,13.7124029,22.9583174,35.29428099,53.05593079,79.59965792,94.2803443,101.43994684,132.16147761,94.66898314,0.86909545,0.39637095,0.21488351,2.58E-06,0.4304133,0.00946276,0.99141617,0.14920979,0.36169198,0.04226556,0.28764975,0.76322111,-1.80147022,1.57827477,0.19159987,0.25865273,0.89351832,1.88898662,0
NGC3258_I_450px                                   ,450,450,4.27781373,0.77781746,0.12755395,0.09769704,213.50037462,224.50005789,214.07376968,224.77299956,214.06624191,224.95338139,215.30129191,223.85621777,15.63534031,14.76242513,177.05422124,3.38840046,25.27216431,2.93475253,22.49302516,213.53511744,224.46126322,1.97198336,36.39865654,3.6261768,0.83930009,166.27139907,58467.1640625,6.706877,13.30856746,22.44679266,34.79764847,52.62966245,79.79830773,93.60445967,100.39625628,123.63550462,94.12081462,0.87758621,0.37091262,0.13188079,1.67E-06,0.45432684,0.0143818,0.96670891,0.08403183,0.67471001,0.05964733,0.31594665,0.76132714,-2.23875895,1.57168097,0.17277323,0.23502404,1.12792837,1.39019702,0
NGC3258_R_450px                                   ,450,450,4.28766395,0.77781746,0.10461453,0.07980622,213.50033481,224.50008741,213.97035271,224.75073034,214.03928742,224.97270522,214.161143,223.21104186,14.97227477,14.11421687,176.38702751,2.79930762,25.27627876,2.88712183,23.34679281,213.51083191,224.49602057,1.64639122,36.13539858,3.53679051,0.84567886,166.50873014,47972.58203125,6.81471491,13.44134934,22.5834952,34.87969212,52.47190845,79.05142894,93.73453432,97.56705733,123.33184452,92.8993753,0.86086034,0.37114837,0.1252897,1.66E-06,0.45719925,0.00950112,0.98329957,0.08333657,0.57338522,0.04950845,0.28949251,0.75842934,-2.00766025,1.57977154,0.15207247,0.23967632,0.97279186,1.38705624,0
NGC3258_U_450px                                   ,450,450,6.74948259,0.77781746,0.00141157,0.00733873,213.50053619,223.50141485,213.87527477,224.38370294,213.95527882,224.95335024,216.29487484,225.25945253,12.83339906,12.31638329,168.33370086,0.0061633,46.49597834,3.97965737,8.37897359,213.51923389,224.38160273,0.00357958,66.62304837,4.64093525,0.86861502,168.94192191,271.66049194,6.91711395,13.32570017,21.65051238,31.93951343,44.73508677,61.96130681,84.66109854,95.13075871,112.67964908,73.9353652,0.85363092,0.4011972,0.80803008,2.701E-05,0.2597938,0.02605827,0.99847363,0.59811295,1.29650069,0.0214179,0.47525233,0.63913026,-0.39291323,1.5931168,0.40617315,0.57770939,0.62792909,3.85937127,0
NGC3258_Z_450px                                   ,450,450,3.65351127,0.77781746,0.08893499,0.09790308,213.50034665,224.50009559,214.12061786,224.84571704,214.04935914,224.97525369,219.4022918,227.20981176,16.33612257,15.44443863,179.68802686,2.7500658,24.44208328,2.84451295,20.70028173,213.54016994,224.49856531,1.89955345,32.17333566,3.21555707,0.84222962,166.53367485,40745.859375,6.15802198,11.8747762,19.59116631,29.77245676,43.50437597,64.21578681,89.11145601,94.39313032,104.46380123,69.66909343,0.90031496,0.38043288,0.11134226,2.4E-06,0.44354176,0.01831746,0.9534893,0.12162303,1.01919478,0.04129613,0.35438172,0.69831586,-2.14678475,1.5715144,0.15779488,0.2821916,1.11953886,0.99952985,0
NGC3269_F378_450px                                ,450,450,3.74319322,0.77781746,-0.00121105,0.00853578,200.50094313,220.50059234,200.78818635,220.45049591,201.2174897,220.75153513,203.7763489,222.73749816,9.21344888,8.54568748,107.8394664,0.00076874,116.99998556,6.61649646,13.81363894,200.6579934,220.3040788,0.00088492,104.18509501,6.00956568,0.99919409,102.71883135,212.85128784,8.11183781,17.21500498,31.65771501,50.77355685,60.97154761,78.71463958,83.61627636,85.35379633,95.33381481,100.08728203,0.69531569,0.19411975,1.00929932,4.01E-05,0.28539272,0.0735814,0.90972329,0.80739745,0.29132474,0.12742384,0.62505658,0.61935492,-0.69098476,1.58924845,0.63579663,0.55000435,-0.00782196,4.79913387,8
NGC3269_F395_450px                                ,450,450,3.69453178,0.77781746,0.00085244,0.01632912,200.50079919,220.50106448,200.85293082,220.91453343,201.4125993,221.00831675,203.61939494,226.40640688,2.87188127,2.55052095,91.56772009,0.00285337,58.84424011,4.50789168,12.95766291,200.82974595,220.49105724,0.00046841,173.91225274,6.55651758,0.99875631,107.57130871,142.08947754,5.41121145,10.41172623,16.12111036,23.46683218,32.03326439,42.06913011,51.50834887,56.82408188,64.57612335,35.86640124,0.73700969,0.30447077,0.88504923,0.0001149,0.23320972,0.00968905,0.97168407,0.62442728,1.51421938,0.00761597,0.65786074,0.56732354,-0.24455904,1.6321572,0.73592396,0.66574028,0.04790353,5.75216682,40
NGC3269_F410_450px                                ,450,450,3.19127189,0.77781746,0.00442994,0.03244789,200.50090318,220.50058518,174.20769865,205.36386619,201.89128498,220.84788133,201.70949593,219.75642029,39.17116865,10.66392299,30.68603678,0.04255889,71.04401898,0.49999995,47.16573266,200.63293149,220.42975534,0.0090144,62.05093841,5.27336165,1.00000203,16.03624574,682.54229736,31.17935256,38.6700424,46.54312721,47.67147668,48.89912527,54.53522387,72.88497599,92.38836749,112.54701125,69.30640184,0.37824264,0.36203288,0.84431117,4.753E-05,0.53216059,0.09649971,0.92971782,0.6142046,43.77512803,0.08082849,0.63860218,0.63631717,-0.60672713,1.57592606,0.53868181,0.42553418,-0.09600873,4.22912928,64
NGC3269_F430_450px                                ,450,450,3.04065008,0.77781746,0.00662671,0.03481304,200.50125993,220.50095532,181.01396013,211.49533281,201.37264902,221.00771069,205.67451449,213.84690472,41.95269212,16.2662434,32.78759014,0.07673568,47.05412623,0.49999998,48.33752277,200.67292706,220.48185971,0.01921909,48.26644307,4.68369511,1.0000046,16.54933952,966.16815186,21.87507963,28.15535295,39.1435884,53.05364997,55.49848085,56.78089442,64.98242835,76.46316629,90.50667066,65.88349234,0.4338913,0.21239949,0.76504612,3.602E-05,0.41803027,0.09494475,0.89892898,0.51782018,32.58412427,0.08400552,0.61118687,0.6566711,-0.63893239,1.58854863,0.52907463,0.4123426,0.23141127,4.12289405,64
NGC3269_F515_450px                                ,450,450,2.37451589,0.77781746,-0.00776023,0.03531006,200.50105195,220.50077648,187.01862799,213.75022777,201.26719575,220.87678186,203.22597669,215.25687805,39.29659497,14.31861969,33.78530525,0.32792805,33.65585297,0.49999954,23269.79632764,200.77123034,220.37329349,0.11074732,29.37820124,3.79373364,1.00004428,15.60118108,2223.7902832,16.66661696,22.7512182,32.35563726,46.92745318,62.33857423,63.82402526,68.12595024,80.0489585,101.83346656,76.72294927,0.54635103,0.21313366,0.58844132,1.588E-05,0.44659131,0.12974794,0.77661505,0.44186815,19.65251101,0.14117708,0.51972298,0.73831449,-0.66405264,1.58749117,0.56300891,0.27384399,1.13938126,2.8628805,64
NGC3269_F660_450px                                ,450,450,2.22451074,0.77781746,-0.00032266,0.120901,200.50115645,220.50091658,191.72882425,216.59573416,201.31691024,220.94802826,202.68987728,216.69719445,36.08757759,14.74245419,34.66676274,0.7284168,21.55031905,0.49999847,6647124006543.49,200.81089129,220.46723699,0.11961288,36.82289317,4.22757762,0.7416797,105.82827199,2692.71875,11.91019301,17.37066323,25.9929364,38.56375968,56.56022904,66.31338306,69.80984086,84.98477494,108.39457533,77.13946049,0.68952473,0.28249639,0.19651803,4.489E-05,0.52367547,0.127001,0.87871629,0.24195712,12.44798055,0.11165384,0.30911446,0.76713417,-0.67926981,1.60080765,0.40282536,0.20002597,1.33891092,1.36203795,64
NGC3269_F861_450px                                ,450,450,2.07200159,0.77781746,-0.00840305,0.04450118,200.50098917,220.50080104,203.30303288,223.3410666,201.28799976,220.91852704,204.1353074,220.61189985,20.00177474,15.35536543,63.6837561,3.55373051,9.81617456,0.76039125,16294023179.0981,200.79580041,220.45178163,0.30169142,37.22861416,4.3221055,0.72767472,104.6057362,6856.20166016,5.56061037,10.03069678,15.87350802,23.42569334,35.09427116,48.67038214,63.99066156,79.7045008,89.89768169,56.65452386,0.90015174,0.40851226,0.17793488,6.49E-06,0.42565382,0.05113956,0.64448334,0.16483617,7.0423444,0.05990038,0.39350643,0.69627059,-1.08070111,1.5734759,0.20843018,0.2515835,1.16248297,1.56683879,0
NGC3269_G_450px                                   ,450,450,2.8155576,0.77781746,0.00331801,0.07714163,200.50117608,220.50085239,186.37060525,213.43939635,201.30710042,220.93837132,199.80080459,221.62865904,40.17704085,14.414741,33.75429477,1.56062551,36.6686032,0.49999143,8919.83535244,200.80230173,220.43884928,0.4340249,35.44203192,4.3142663,1.00125467,13.88902018,12655.64160156,17.78281202,24.06414172,34.61901123,50.91046981,61.82126354,63.47368015,69.19568999,83.82953806,105.34937624,77.73551146,0.5420267,0.23149409,0.30883831,6.09E-06,0.59188056,0.19026496,0.80520371,0.31853444,20.32114537,0.14871859,0.38100269,0.78369531,-0.6195468,1.58898796,0.55299198,0.21544253,1.25921237,2.24541574,64
NGC3269_I_450px                                   ,450,450,2.33620775,0.77781746,-0.02100639,1.89376783,200.5011267,220.50087019,193.71959524,217.59431978,201.33350635,220.93460859,202.80067897,211.71213741,33.45281443,14.86454821,35.03029227,10.30451637,17.05825731,0.49984052,2.63032107552905E+022,200.82921519,220.44781725,1.11527939,39.98980263,4.45954962,0.73530662,103.59363075,28916.29882812,9.71649249,15.49965622,23.87639623,35.85376035,53.09384174,64.82697114,71.8818541,87.74294435,112.15342601,78.51093239,0.75289014,0.32476839,0.17703998,6.548E-05,0.47564989,0.08200204,0.9794756,0.22392115,9.39761765,0.06881772,0.23173464,0.76029372,-0.57789437,1.58135028,0.3981778,0.21441465,0.85133783,1.25211455,0
NGC3269_R_450px                                   ,450,450,2.36967407,0.77781746,-0.00509769,1.35914421,200.50122942,220.50084479,190.70503591,215.92242684,201.31409824,220.91096526,204.69906077,220.25900478,37.02590339,14.5404287,34.37056,5.96238481,23.28868479,0.49990231,69160280897.0809,200.82095196,220.41881199,1.17394537,29.87444417,4.07288064,1.00614263,15.07060812,24290.59375,12.89541777,18.5730574,27.6354864,40.83650991,59.33503879,66.57721223,68.79083852,83.99665434,108.39759099,77.02926091,0.65537859,0.2617084,0.20932717,5.594E-05,0.54817681,0.14773078,0.87641323,0.26359653,14.03790384,0.1198038,0.27612191,0.80029952,-0.62891436,1.58125647,0.53906018,0.17101631,1.29684875,1.43305799,64
NGC3269_Z_450px                                   ,450,450,2.62817262,0.77781746,-0.00278791,0.82491952,200.50095552,220.50078684,203.18385329,223.15016045,201.28843085,220.90205266,204.20537336,214.35853105,19.57341592,15.11964896,65.46184204,4.93940903,15.08450216,1.83343132,389.42845452,200.78718048,220.41911292,0.79770962,41.55802401,4.57373246,0.71661985,103.25647831,25236.93945312,6.33704775,11.8379832,19.12623901,30.36028029,47.41513541,62.99976755,81.63802982,91.92112717,122.75706144,89.80437451,0.89013762,0.41312949,0.252178,3.268E-05,0.45079733,0.04025342,0.95321706,0.2886816,4.19863707,0.05722654,0.30987471,0.78794716,-1.10363393,1.58701722,0.40073217,0.21043789,0.58809775,2.30509376,0
NGC3281_F378_450px                                ,450,450,4.2506639,0.77781746,0.0008881,0.00513581,219.50070561,231.50011754,218.99278789,229.72323584,223.20850978,234.84037862,216.16290706,223.24202208,28.51241472,15.84559498,44.50717563,0.00434578,81.05164339,1.80016069,13.89017937,223.0000002,234.99999715,0.00160214,155.27383515,3.03966097,0.4367851,46.51696882,239.29025269,18.92278556,33.07451944,46.87742855,61.72030952,76.0099315,91.54510759,110.92166746,137.27665831,177.12401977,117.5235394,0.61810316,0.36740712,0.7956157,2.146E-05,0.31654808,0.05495896,0.72503373,0.41639889,1.57249352,0.05914133,0.72154088,0.57897295,-1.37775519,1.58449429,0.48413139,0.66046622,-0.46387625,5.7498217,0
NGC3281_F395_450px                                ,450,450,5.25815285,0.77781746,0.00026341,0.00839243,218.50066744,230.50041916,217.781734,229.1226571,222.94747145,235.96454574,220.70773912,230.22457048,23.96704422,13.45468525,45.62036112,0.0033079,105.10710913,1.91307967,11.2028216,222.99999967,235.00000015,0.00205681,147.06044036,2.6337179,0.42479887,46.11075133,224.39379883,18.60806166,31.31241915,43.1615799,55.78392626,68.59548224,80.51227657,93.80299308,109.19482731,131.72406869,127.69991995,0.54248544,0.28336962,0.98039804,3.74E-05,0.22556223,0.05220692,0.75419076,0.53722106,1.21696015,0.07243984,0.78703269,0.55437705,-0.76824085,1.5741844,0.57637657,0.72861157,0.57235241,2.85457307,0
NGC3281_F410_450px                                ,450,450,4.41467838,0.77781746,0.00362694,0.01898424,219.49986306,230.5003473,217.69625001,228.69745531,222.64285155,234.49903619,218.23568414,227.79721544,22.7367618,12.42441437,45.01849964,0.01861626,88.6320837,1.69057336,11.12970825,222.34776272,234.11695874,0.01510084,108.81019135,2.07301703,0.41057226,45.60828979,1088.46728516,20.47359164,33.31144333,47.92777799,62.4181112,76.32993231,90.88638443,109.79688819,138.52286227,180.56748929,133.69643508,0.61892801,0.37394468,0.78977279,1.744E-05,0.30165597,0.06620668,0.73807236,0.4156705,1.9074437,0.06358197,0.65859018,0.60281803,-1.29487602,1.58355906,0.48424666,0.68387301,-0.18571893,2.31357786,0
NGC3281_F430_450px                                ,450,450,4.22378209,0.77781746,-0.00024277,0.01989917,219.50043328,230.50069256,219.1040516,230.00147231,223.35222466,234.62287863,220.26705221,223.80354378,26.83758204,14.47548168,44.4630364,0.02181249,98.98623865,1.92810679,11.31131038,222.70869029,233.99578132,0.02379664,103.33181842,1.96601836,0.40803047,45.25126136,1515.44335938,19.90783809,33.56757349,47.33159693,61.43475329,75.10579947,89.46017297,107.68562853,135.9967718,177.77641143,138.54857614,0.60760865,0.37420066,0.69224166,1.313E-05,0.31361676,0.08533905,0.47947115,0.37870621,0.46008953,0.07632558,0.49040674,0.63498865,-1.27814725,1.55167908,0.4638562,0.65860742,0.21633368,2.55958263,0
NGC3281_F515_450px                                ,450,450,3.37401384,0.77781746,0.00648783,0.01968239,221.50037077,231.50107301,220.67840333,231.02493266,223.76738847,233.93830178,221.2221972,220.34230005,28.91585603,15.34890549,44.41067949,0.09212153,65.02656471,1.98267352,19.82492921,223.67998956,234.86031346,0.02611233,140.23489114,3.50406222,0.48419993,46.60162494,3677.72167969,15.49956421,29.55084866,42.13272059,56.34397811,70.99549264,85.53944841,104.95401499,134.12407762,176.41487607,141.54881453,0.65693679,0.39530443,0.43685806,5.35E-06,0.3773734,0.14233565,0.33945007,0.29908167,0.67108711,0.0972593,0.29787772,0.73038592,-2.08244634,1.53700479,0.43914249,0.42239429,0.3290513,2.33594364,0
NGC3281_F660_450px                                ,450,450,3.14201102,0.77781746,0.00306001,0.00603315,222.50105564,232.49989135,222.14784417,231.84312103,224.5819922,234.00111257,225.74990446,219.70530978,31.68526692,15.84246462,44.7455649,0.07110881,85.86975224,3.03107859,16.550735,224.02162298,233.99453843,0.04656494,109.81959441,3.4756237,0.50658745,47.38007149,4723.34765625,13.48495032,26.75017108,40.1608986,54.81926708,70.67779795,86.80193297,110.04335548,147.505499,177.98620267,137.34660035,0.74148165,0.40110333,0.13115007,1.28E-06,0.42312926,0.17129709,0.36264067,0.17968267,0.5429511,0.11343929,0.21437379,0.78807828,-1.36008114,1.56158357,0.35864336,0.29834101,0.69483664,1.79533325,0
NGC3281_F861_450px                                ,450,450,2.89020176,0.77781746,0.01854969,0.02608633,223.50006014,231.50097657,222.66802336,231.90024774,224.95126891,233.19989457,221.61656858,219.79379548,33.49629743,15.99214617,44.55020683,0.2336274,75.99013431,2.54713118,13.46000637,224.38752542,233.02597226,0.17793584,91.22460208,2.86057669,0.4574392,45.22933355,10861.48242188,13.68239216,25.81447666,38.39711439,51.8099024,66.77581956,81.37560923,100.90496542,130.02457221,176.33535997,135.55840502,0.70216211,0.42172018,0.20523791,2.4E-06,0.33151235,0.13297737,0.2774087,0.18208251,0.68079688,0.09916025,0.28333485,0.76873273,-2.25334035,1.5630046,0.30682606,0.35506514,0.82056668,2.20021623,0
NGC3281_G_450px                                   ,450,450,3.68319864,0.77781746,0.02350347,0.04706595,221.49991247,231.50041007,220.20124444,230.45888738,223.07138959,233.1523628,224.81800934,219.98203503,27.76055546,14.84837831,44.37462445,0.36962697,83.39148924,2.01701577,13.80084548,222.99999239,233.99998993,0.23628421,118.52127619,2.57151113,0.43069271,45.30493866,23527.38867188,19.50810929,34.57620495,50.00049435,66.31427496,82.04683852,102.05940562,132.10704334,176.22739217,201.64798764,146.5356061,0.70729609,0.39053204,0.19818471,2E-06,0.50242318,0.18098998,0.39924322,0.18272173,1.13605471,0.09187452,0.15526772,0.74763094,-2.05105497,1.53420812,0.35619301,0.43134084,-0.11377391,2.89388339,0
