# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF
2MASXJ03152575-3131130_F395_450px                 ,450,450,7.44988912,0.77781746,7.592E-05,0.01787148,209.50094059,226.50031697,209.61704303,226.61149761,208.58979667,226.37559481,212.65995913,227.6575335,6.79016749,6.12898572,104.52919245,0.00880731,15.53542756,2.36358597,17.93285805,208.5412719,225.84107887,8.69E-06,636.35270538,18.23917079,1,106.7928103,26.66409302,2.61635544,3.96783717,5.93287595,7.92667641,10.25738079,13.59951753,17.15568089,20.48313824,26.19643305,15.86579804,0.71284265,0.40720568,0.95843275,0.00066961,0.14545624,0.00085954,1.00081945,0.52180912,1.01319252,0.00072673,0.73772212,0.59002325,-inf,1.58334449,0.34713802,0.78833681,-0.19286456,5.08649053,32
2MASXJ03152575-3131130_F410_450px                 ,450,450,7.29757482,0.77781746,0.00213016,0.04245238,190.5010044,304.50202425,202.75533555,303.61921675,189.67460105,309.05991327,215.03503433,324.01558547,32.69874694,19.18392102,73.65344172,0.02818415,30.99999977,0.76082335,32.59152039,190.99985197,305.00015687,0.02713723,41.86948346,4.99438221,0.15921579,132.59236034,383.51409912,14.94722123,17.16567185,18.40369818,19.45892004,20.19798942,21.4057624,22.4591567,23.94466048,26.49028391,17.57078768,0.14454788,0.11777847,0.06878845,0.00011018,0.88038196,0.01655526,0.9714591,0.18847631,69.92338164,0.00613082,0.67404738,0.66164714,-inf,1.57835512,0.36562033,0.68611671,0.0378701,5.36622333,96
2MASXJ03152575-3131130_F430_450px                 ,450,450,7.13039352,0.77781746,0.00496808,0.04556927,190.50115938,304.50153134,202.90502118,300.28515737,214.03712318,283.74409025,192.10116625,307.24152402,34.82267113,18.73707864,78.58702202,0.01358443,45.99999822,1.27477221,43.93128715,191.77135467,305.01039009,0.05937686,15.25978002,20.99995424,0.55030062,129.09215659,514.05993652,18.28532796,20.59832505,22.13986636,23.44554952,24.405142,25.36692009,26.86226021,29.01585452,37.75310239,25.1827493,0.14880346,0.18947131,0.31222374,8.849E-05,0.7521469,0.03235284,0.99854481,0.55679803,52.02331352,0.00578343,0.60521555,0.6867614,-inf,1.55883778,0.56005543,0.64743932,-1.67327099,6.79316859,64
2MASXJ03152575-3131130_F660_450px                 ,450,450,6.16992185,0.77781746,0.00140264,0.01704587,190.50036906,304.50141238,206.28567275,284.84227375,191.34833091,304.96916886,188.91846914,302.87537618,41.16582143,24.43671665,97.18467232,0.01783352,56.99999773,0.55793958,72.10178468,191.26871578,305.68175361,0.05690092,17.58094689,21.00000144,0.79803077,125.11696809,1299.40356445,27.22604648,28.75240089,30.03050674,30.9304892,31.82151581,33.0759982,35.614761,45.47307533,55.13603708,30.19820861,0.19908021,0.23871468,0.13199256,1.31E-05,0.86800744,0.0328834,0.99914819,0.77330341,83.48922352,0.00659135,0.34236695,0.67999604,-inf,1.58406707,0.5522614,0.46140366,0.86394625,3.62902611,80
2MASXJ03152575-3131130_F861_450px                 ,450,450,5.7918922,0.77781746,0.00226828,0.08168416,190.5001057,304.50096782,202.3917687,279.77095136,200.17244026,265.69806791,200.18269612,265.69477531,43.32569447,17.64651556,93.05454444,0.02929374,2,49.99382238,465.96533511,191.02636726,304.61924179,10.87845993,2.21981457,21.00000015,1.00000655,100.76647047,0.99960887,1,1.27587253,1.64102864,1.98123615,2.32416799,2.70013022,3.1895255,3.95238272,4.59983264,2.92186369,0.4910517,0.29647451,0.00499002,0.00306518,0.71356871,0.10790465,0.74621566,0.01543693,939.14643757,0,nan,0.69585048,-0.3384383,1.57390078,0.02793891,0.58752955,0.28752366,1.3817409,73
2MASXJ03152575-3131130_G_450px                    ,450,450,6.50810744,0.77781746,0.00585937,0.14553832,190.50069783,304.50161215,206.62834467,291.39696495,191.51759006,304.7205659,189.32502528,304.39765497,39.01456757,25.05575645,94.59690193,0.16069753,45.99999408,0.49999975,26.68291448,190.98643591,304.88518776,6.41275847,4.52936067,3.72228405,0.81572584,141.40420413,6365.96630859,23.14328211,24.79351662,25.97983755,26.66604034,27.3666474,28.25918647,29.36859704,31.27773336,38.35568251,24.83505682,0.10089714,0.14660812,0.12897188,2.283E-05,0.80956846,0.01918384,0.99819149,0.47145447,83.67440647,0.00456666,0.44580557,0.68357455,-inf,1.54427646,0.56677644,0.62621565,-0.05033391,3.81559551,80
2MASXJ03152575-3131130_I_450px                    ,450,450,6.12297507,0.77781746,0.00625479,0.17827579,190.50030631,304.50128919,206.34689226,281.50515268,342.53735861,147.15304171,203.47937563,253.81539464,42.27775412,23.98674195,96.89442966,0.3092635,66.99998488,0.49999491,45.3790116,190.91239702,304.81361929,1.3792867,10.74822337,20.99990637,0.82620455,113.35608273,14855.88867188,30.27863454,32.19439355,33.16555603,34.44784843,35.71090679,40.78122295,49.81050269,55.18214489,59.28721093,35.14243648,0.23401833,0.22016014,0.16335197,1.199E-05,0.83664803,0.12869637,1.00269146,0.43557089,79.46900518,0.03245166,0.35074269,0.75499085,-0.04233476,1.58271062,0.64351236,0.17855603,-0.03472986,4.96598178,80
2MASXJ03152575-3131130_R_450px                    ,450,450,5.99334008,0.77781746,0.00572261,0.14616552,190.50052291,304.50145207,206.34476703,285.60517334,234.31829768,284.9959855,188.88345368,303.42515058,41.12664401,24.49968814,96.48944599,0.2280301,54.99998788,0.49999865,42.87389106,190.99492867,304.76963824,3.5183821,6.77252849,16.29767226,0.83703595,126.61669146,11426.86621094,26.76202996,28.35031922,29.54329253,30.35288954,31.3517253,32.32938566,33.82182379,40.48693981,48.95207273,29.0553565,0.154757,0.19350964,0.11580301,1.278E-05,0.88419699,0.06742935,0.99085785,0.73100414,84.87204321,0.00650203,0.34346303,0.68014818,-inf,1.57316301,0.58106303,0.57319922,0.21973786,5.84993853,88
2MASXJ10282351-2646143_F378_450px                 ,450,450,5.56558521,0.77781746,-0.00235181,0.00483677,206.50164169,212.5007745,208.0293077,213.37493214,210.91476197,218.83411914,205.8085375,211.31666642,9.89533554,8.70777117,56.64308182,0.20612735,3.99833643,15.18913524,9.44393125,206.23620499,212.19026393,0.20713998,4.59292446,20.99768781,0.82296229,46.94612045,52.2228508,3.07713818,3.48078027,3.82049362,4.17634921,4.58767037,5.05010939,5.55915963,6.27889881,7.99392805,5.92572466,0.25620688,0.24116803,0.05043776,9.178E-05,0.76343839,0.0500682,0.95863268,0.19049735,29.70251898,0.00194994,0.8485807,0.79818559,-inf,1.56952133,0.07462833,0.40748038,-0.05963663,1.08924988,64
2MASXJ10282351-2646143_F395_450px                 ,450,450,5.81802395,0.77781746,-0.00372327,0.00766111,206.5015127,212.50054492,206.21467844,212.52218163,211.26924921,218.8814431,199.95384689,222.36154948,6.38487865,3.89508376,56.21418352,0.55264731,3.6574381,0.79106923,78.03044191,205.11282634,211.0826363,4.66410668,1.63895432,3.75953713,0.04999892,41.49181103,60.28969193,1.40727415,1.88994387,2.33205697,2.78761821,3.32661971,3.98940328,4.70270846,5.7268234,8.15462108,6.4142895,0.48146489,0.38940063,0.02393159,0.00012474,0.87848005,0.00864386,0.95995258,0.1965812,4.48450532,0.00030502,0.82701685,0.81280614,-inf,1.57214517,0.10953982,0.47730252,0.68882409,1.19418987,0
2MASXJ10282351-2646143_F410_450px                 ,450,450,4.72235992,0.77781746,-0.00856903,0.01700781,206.50063257,212.50001323,207.97305841,212.96176592,210.70080066,218.36277801,213.71386579,203.09141915,13.26362259,12.67899529,11.50402741,0.75313575,4.01056054,49.999778,9.06081368,205.98419527,211.99874991,0.26140455,1.00003257,21.00000001,1.0000011,140.67222519,232.62432861,2.5679655,3.20451936,3.67656913,4.04403813,4.35541072,4.65901592,4.9996812,5.49269028,6.63310621,4.88799018,0.23402221,0.18268784,0.02897978,7.23E-05,0.92307866,0.07061304,0.95194842,0.57438308,31.56984736,0.00289005,0.86302176,0.80525901,-inf,1.57800078,0.07253512,0.41412844,-0.04194618,1.22146154,64
2MASXJ10282351-2646143_F430_450px                 ,450,450,4.16429078,0.77781746,-0.00849081,0.01715246,206.50191848,212.50159885,209.98292193,213.3579966,219.11709815,207.82095562,210.18753551,218.37970765,15.16189165,13.63509334,153.2575423,0.43488826,6.15392491,0.50000197,75.0060206,204.98569184,210.99821848,0.17163981,1.00009991,19.20299055,1.00000015,126.45771178,317.95620728,4.90049595,5.39642472,5.75901056,6.11251315,6.50361636,6.96936117,7.60043614,8.47524938,10.30412904,6.89024911,0.19604636,0.19985637,0.04750954,5.354E-05,0.91196156,0.09573199,0.99505992,0.07600313,52.02716889,0.00341541,0.84635839,0.82979855,-inf,1.57263283,0.0994068,0.29770903,0.61505353,1.35352421,64
2MASXJ10282351-2646143_F515_450px                 ,450,450,3.80891455,0.77781746,-0.00775998,0.01662038,207.50142996,213.5013263,209.26962289,214.75051777,215.33210767,225.54607895,210.30911887,218.62488634,10.78606993,8.88821322,54.34568749,0.53710635,11.72019158,0.49999981,37.10420201,204.52358532,210.55352251,2.47912618,11.56209671,20.99968886,0.04705679,42.08906871,944.67407227,4.95429618,5.65061167,6.24515103,6.85619361,7.51138202,8.69896097,11.29050292,13.86496515,18.59956694,15.98647235,0.38982332,0.39378298,0.00839596,1.74E-05,0.9347796,0.08571583,0.99267184,0.03710294,13.54235412,0.01545209,0.77449642,0.87881487,-inf,1.62802795,0.37086991,0.37796579,0.19156743,1.28169221,64
2MASXJ10282351-2646143_F660_450px                 ,450,450,3.94450033,0.77781746,-0.00360319,0.00710901,208.50065667,214.50143216,215.52868435,213.82672203,209.39179866,219.11080812,213.41682707,216.71673382,21.99364813,13.88386939,161.12131362,0.21278567,22.02879254,0.4999997,40.62871684,204.33569604,210.27258829,1.21995852,22.7187152,20.999552,0.04070273,48.25267811,1022.69335938,11.66538191,13.01439128,13.76258902,14.43011091,15.15502662,16.1125638,17.94690326,21.04403155,26.64515772,25.9055113,0.20870508,0.24506159,0.00653469,6.91E-06,0.73592693,0.13578376,0.93675526,0.05808529,27.25420214,0.04814037,0.76903266,0.89851604,-inf,1.56007859,0.5272612,0.28768929,0.82331106,2.00177047,64
2MASXJ10282351-2646143_F861_450px                 ,450,450,3.566271,0.77781746,-0.01912135,0.03834604,209.50076868,216.500658,212.48118347,216.68365411,225.48194234,224.57779388,214.7500633,221.01536039,15.78939554,13.76381311,154.46585034,0.89264292,15.05128094,0.49999683,37.77268634,204.99912538,210.01907064,0.81820879,1.45347312,11.75473641,0.76576721,91.96615707,2253.41357422,8.17661607,9.46185068,10.26088606,10.88619279,11.47489234,12.10981757,12.99960803,15.91677275,22.07287951,17.90829756,0.22587893,0.28411037,0.07787485,1.698E-05,0.86799865,0.21108387,0.99772125,0.14580413,16.67398832,0.03030319,0.81556617,0.83947657,-0.29227207,1.58895041,0.33792143,0.16419615,0.45185608,1.56664855,72
2MASXJ10282351-2646143_G_450px                    ,450,450,3.76464123,0.77781746,-0.0202469,0.04537889,230.50121098,214.50053563,241.68088877,208.29014522,256.33640095,187.23340716,233.57759894,216.73422885,25.10212942,15.11440254,137.70969641,0.14530965,35.3027241,0.4999998,39.89016436,225.33495196,221.91276805,0.10971046,30.42335177,1.88781121,0.49982872,102.87696706,1185.52233887,17.57488558,21.17846393,23.97979272,26.35503767,27.76512782,30.68194376,42.49054889,56.91486305,60.29200939,34.81451782,0.42933124,0.33676008,0.3777493,3.826E-05,0.72391786,0.02859942,1.00067702,0.55659307,36.73418361,0.00985347,0.76547662,0.64159216,-inf,1.58666149,0.53203353,0.49107417,0.23616461,3.23183422,64
2MASXJ10282351-2646143_I_450px                    ,450,450,3.4416321,0.77781746,-0.03425555,0.07329509,226.50126331,218.50168519,251.5831104,208.57439526,261.13997621,188.63710281,239.30765908,217.24932433,36.93188393,20.15556698,156.45331331,0.05942119,95.99997707,1.2507346,55.28515928,224.69885916,222.48023801,0.45068787,19.49099926,1.77515154,0.59980643,97.69453198,3397.45629883,26.66213104,31.25351051,33.36994608,35.91070007,39.00324218,53.31718338,64.24924419,74.15057849,79.81941709,49.44389217,0.37521574,0.31100784,0.39153717,2.157E-05,1.04599835,0.06131394,1.00058543,0.63015136,54.55677094,0.02192967,0.79031274,0.67197103,-inf,1.58286804,0.48516769,0.50504913,0.52101782,4.2032299,80
2MASXJ10282351-2646143_R_450px                    ,450,450,3.6965648,0.77781746,-0.02738716,0.05851343,226.50194003,217.50159058,254.83540722,207.15979003,270.84585315,220.10822816,238.10991917,218.47209906,38.08800678,21.17477914,158.32281665,0.12398741,57.5972018,0.4999997,45.08110096,224.17459974,222.65664977,0.3607766,20.86004387,1.86375181,0.55393807,97.04076833,3248.20336914,29.28185527,32.55565472,36.64330278,40.0252001,45.97163581,59.48764421,67.4461511,75.26396742,81.43381887,59.26720435,0.36396067,0.24831484,0.41631684,1.801E-05,0.84446802,0.06187372,1.00071695,0.68645065,50.89132685,0.0266348,0.77892521,0.66472362,-inf,1.58267203,0.52593282,0.50284851,0.14186917,3.18842692,64
2MASXJ10282351-2646143_U_450px                    ,450,450,5.81848424,0.77781746,-0.00311566,0.00633266,206.50150381,212.50030149,208.23404362,213.07579604,210.32280692,218.45961202,224.0679331,205.09589588,10.23673818,9.29852427,51.51291137,0.436404,3.55502309,1.88038131,18.94842781,205.03255676,211.05697558,0.47234377,2.9108133,5.55852315,0.05012597,61.72794973,70.09744263,3.02778014,3.45074872,3.79646191,4.1480178,4.54045829,4.96845098,5.421059,5.96178928,6.97707673,4.90783879,0.23746329,0.18657381,0.00730291,8.78E-05,0.91857055,0.01533208,0.95977413,0.31862745,37.19804216,0.00062437,0.84693161,0.73476823,-inf,1.57525653,0.06737185,0.48275588,-1.44020906,1.42901062,65
2MASXJ10282351-2646143_Z_450px                    ,450,450,3.04185176,0.77781746,-0.04427381,0.0909082,227.50130606,218.5012902,231.95878441,216.16951216,241.6101293,221.82928671,232.31702276,216.94127024,19.24495117,11.19651157,127.16632132,0.56254415,18.94360544,0.49999869,42.92488023,222.41396782,223.68469534,0.83792884,11.68150151,1.74618151,0.50928322,98.24495892,1183.92456055,8.93826319,11.64030721,13.96153808,15.4820941,17.6034724,20.79373442,24.89721797,34.22462123,40.07370861,25.83916759,0.46837421,0.35726119,0.28502658,7.674E-05,0.98345539,0.0425366,1.00036381,0.42614682,19.46864943,0.00798744,0.85379466,0.71860696,-inf,1.58032382,0.38612941,0.50833372,1.11321265,3.61807113,64
2MASXJ10283402-2655294_F378_450px                 ,450,450,4.58615838,0.77781746,-0.00027567,0.01083418,258.5003585,246.50026934,260.41170875,246.70631912,260.93638184,247.03807544,260.93392641,247.16573399,3.6712139,2.91972617,10.9355136,0.0988457,2.87205497,1.14495678,19.84838318,260.89714222,246.70756616,0.20397538,1.69012658,20.99997709,1,135.93477179,11.7995882,1,1,1.1755762,1.50179719,1.84419464,2.21790824,2.65529513,3.27787241,4.58966241,3.75593724,0.51559205,0.39597399,0.13787416,0.00090569,0.06618157,0,0.97221475,0.05514885,51.18361835,0,nan,0.7539091,-inf,1.56958812,0.04088682,0.57152368,0.76700078,0.83142023,65
2MASXJ10283402-2655294_F395_450px                 ,450,450,4.55477954,0.77781746,-0.00080245,0.01656369,255.49998768,244.50110223,260.25107656,246.54021977,260.92830889,247.0321778,261.2375961,246.62598197,1.81712827,1.2525714,118.78942105,0.17817167,2.81802557,0.5857098,45.97713905,260.81832998,246.75129485,1.03881919,1.03304657,2.67240642,1.00000006,142.14330237,13.49726868,1,1.1196467,1.36966484,1.6548952,1.98973057,2.40002589,2.93864853,3.73177039,5.07213058,4.78517911,0.52283391,0.40639615,0.29214296,0.00121438,0.11509168,4.333E-05,0.98584659,0.17096179,108.0458654,0.00108261,0.75359241,0.79061178,-inf,1.57194084,0.06163591,0.58790193,-0.08024059,0.22424264,64
2MASXJ10283402-2655294_F660_450px                 ,450,450,3.11106167,0.77781746,-0.00036516,0.01353418,239.50042669,232.50078755,261.14592086,250.34869696,267.67456888,281.64228408,265.65099034,262.30346704,54.96829858,15.2443431,60.80865545,3.58249704,2.53317769,0.50000455,86.10524229,215.34372444,193.68458654,0.10838745,5.45028114,0.16361617,0.13443978,58.57569906,73.99453735,1.37454419,3.29357851,3.51883925,3.73498474,3.97603673,4.33015037,4.94719989,5.47868867,5.96197237,3.9862295,0.2210086,0.17593957,1.04349709,0.00018287,-0.1841262,0,1.00059727,0.21333333,703.79445382,0,nan,0.48474921,-inf,1.57259983,0.04032856,0.58474026,0.31057195,1.07843611,64
2MASXJ10283402-2655294_F861_450px                 ,450,450,3.21463807,0.77781746,0.00662084,0.04507396,232.5008508,228.49984619,240.06090439,217.63422951,227.49359672,225.7786522,230.37156535,229.90012218,28.82727153,15.91282976,87.77143966,0.06936747,39.7085189,0.49999998,19.91576896,226.77857599,225.26843487,0.11705328,16.06971804,4.99120918,0.90188854,96.75929271,968.93518066,20.25896222,25.14310188,29.23334943,37.98660231,44.5202953,46.4575042,48.63228496,49.98793164,54.11062882,53.87690767,0.29844631,0.08472454,0.70026643,4.65E-05,0.50898843,0.01835633,0.9875044,0.74282025,24.56881807,0.01379343,0.51670237,0.6481379,0.01911798,1.56686867,0.51149538,0.62510015,0.33035381,7.64771247,64
2MASXJ10283402-2655294_I_450px                    ,450,450,2.63561843,0.77781746,0.00624225,0.1145451,235.49985119,229.50057558,241.1800742,218.65585851,227.53853548,225.84158519,226.34398976,219.75624505,28.95572195,16.10967422,84.70901184,0.23535928,40.47044778,0.49999978,19.42633809,226.82611956,225.11684992,0.33464871,18.11595257,9.1931394,0.93636526,97.33621606,3961.14941406,21.95962936,26.78920068,31.3211017,39.31959054,41.60863364,43.37322543,49.09203581,51.15879403,53.85080196,51.5553154,0.28096054,0.11200872,0.54668965,2.89E-05,0.65799091,0.04208278,0.99510324,0.65095293,23.74586499,0.01625508,0.45162455,0.70076003,0.18330477,1.56329441,0.50523075,0.48996979,0.06293045,5.62267873,64
2MASXJ10283402-2655294_R_450px                    ,450,450,2.90054396,0.77781746,-0.00141265,0.12614551,225,225,262.70502775,253.70680423,275.31648739,236.63349281,263.78347804,268.678432,54.733849,14.65421853,59.88088005,0.29116753,12.99998465,1.95116775,86.7021638,226.95282814,225.27132682,0.13119841,26.00521108,7.39730018,1.00002995,10.78021367,1008.4296875,7.03662542,8.02514505,8.61543647,9.01214139,9.3279475,9.65271153,10.96879305,11.52753232,12.06233769,7.98818061,0.15728346,0.11164539,0.08796141,0.00012478,0.02439125,0.06169042,0.99799458,0.07586318,593.24324551,0.00065864,0.4358544,0.5576277,-inf,1.57083616,0.01307313,0.56040439,-0.11001715,1.4618898,96
2MASXJ10283402-2655294_U_450px                    ,450,450,5.23919168,0.77781746,-0.00046147,0.01355438,257.5010494,244.50090699,260.46107902,246.58057647,260.90144605,246.9419334,260.87766681,247.08508495,2.85283436,2.37864196,103.62029039,0.06222242,2.99999672,3.73274425,62.46972404,257.98651887,244.80749603,0.08591607,1.64952711,20.99798022,1.0000028,46.07935104,16.47951126,1,1,1,1.10380621,1.39626842,1.78703636,2.38216206,3.25244649,4.21497578,3.48515302,0.51221016,0.47982617,0.11700247,0.00080953,0.08451893,0.00036291,0.98739132,0.07977599,103.79941107,0,nan,0.76511265,-inf,1.57099393,0.0328532,0.57074707,0.5305061,0.29450947,65
2MASXJ10283402-2655294_Z_450px                    ,450,450,3.04739505,0.77781746,-0.00049834,0.09568159,232.50069664,227.50072069,239.98504642,217.07059712,227.45510612,225.61408962,230.21343392,225.11651071,28.87481311,15.9519615,87.95366087,0.19789911,39.19878232,0.49999987,31.87343814,226.80258218,225.18846722,0.40208113,14.71508383,5.09877473,0.90835481,100.57327125,3024.4543457,20.62326148,25.3742992,29.99132005,40.02189996,45.40305903,47.3352286,48.78200672,50.26545388,65.28871296,54.20995429,0.29687555,0.15775299,0.61037681,3.162E-05,0.57488718,0.02496432,0.98914283,0.64276806,23.68118743,0.01466163,0.48953885,0.67512664,0.08420598,1.58632695,0.48675439,0.57989198,-0.8498107,8.0719402,64
2MASXJ10294837-3525077_F378_450px                 ,450,450,6.19447811,0.77781746,-0.00104246,0.00833341,205.50039825,225.50024345,202.02838272,224.63779699,216.83090854,229.21619366,215.28784403,231.2699526,7.30968278,2.9205117,6.13392339,0.06764285,10.63228674,0.74415537,668.79796127,196.45975512,224.00373179,0.44550709,4.50108487,20.99971597,0.04999938,5.07878072,42.42874908,5.57646901,6.55585918,7.81582821,10.48570711,14.03697327,16.99927068,21.44611802,28.18926095,38.75929323,25.90483004,0.63345407,0.44110238,0.14692807,0.00019576,0.6637373,0.02700488,0.99349823,0.28045801,13.81027353,0.01186319,0.64999302,0.78777511,-inf,1.55019667,0.50720021,0.5386787,-0.360295,3.99139672,64
2MASXJ10294837-3525077_F410_450px                 ,450,450,5.74369913,0.77781746,0.00389103,0.0286,205.50092,224.50134677,206.81435099,224.84495458,207.06896668,227.62025815,207.3669178,224.60714331,2.59373023,2.17319819,24.04208166,0.12071668,14.44286295,0.49999996,50.68562148,197.00051593,224.00006702,0.05281886,40.25245523,3.97288764,0.04999723,6.7484152,214.53630066,7.71405401,9.60029865,10.53465278,11.27686408,12.07487443,13.44399037,16.04566853,20.92301047,28.29841137,20.35062704,0.33833943,0.36987943,0.08658011,0.00013281,0.7796111,0.02368125,0.95530517,0.11132096,6.67120953,0.01142168,0.62525207,0.79054836,-inf,1.53884423,0.44312793,0.54538287,0.54819128,2.17369556,0
2MASXJ10294837-3525077_F430_450px                 ,450,450,4.58543916,0.77781746,-0.00810327,0.03011402,206.50173196,224.50188352,206.52643632,225.07595919,206.66476606,223.53950261,208.16996453,224.57991927,10.43354221,5.15954554,9.4049244,0.03127167,47.99996886,2.01280956,58.422102,196.33468692,223.99066417,0.2875413,13.94942544,20.99969487,0.04997486,5.02912098,252.72363281,8.28092227,9.50987339,10.29940923,11.09334471,12.20932521,14.42781909,17.69387887,23.56518695,34.17700785,25.11170332,0.39409615,0.44704238,0.09113089,0.00011875,0.67627498,0.03318286,0.95680092,0.15962952,2.2882039,0.0159738,0.63404211,0.80631379,-inf,1.59933676,0.52216072,0.5002669,1.16223904,3.17322625,0
2MASXJ10294837-3525077_F515_450px                 ,450,450,4.50692379,0.77781746,-0.00034358,0.02845228,208.50154949,225.50060072,210.02252786,226.12061588,217.29340129,230.51760327,208.731325,225.98382684,13.52296523,9.3422276,28.13561953,0.42464842,13.6056246,0.4999999,103.33955561,205.43837976,225.05540546,2.94694569,2.96767286,0.16362127,0.12112391,6.37940254,613.04138184,6.28604884,8.67579406,11.27093282,13.2785818,14.46486995,15.66193171,17.62162813,22.07422545,29.49988505,22.9379693,0.40557624,0.30950579,0.06003641,4.632E-05,0.70085116,0.07742541,0.98132288,0.2136271,7.16060018,0.02359092,0.47428208,0.73570743,-inf,1.58115808,0.51097435,0.48509812,0.80460771,2.3207319,0
2MASXJ10294837-3525077_F660_450px                 ,450,450,3.81878364,0.77781746,-0.0008286,0.00882131,210.50153415,225.5011747,211.80664445,226.40756871,216.49440345,226.7328165,215.98440502,227.34001225,13.71668517,9.34443656,36.06070333,0.52953673,11.76807801,0.73324776,442.49352568,215.82738668,226.14920356,0.09329137,30.17650462,3.43954011,0.61126889,27.77492762,725.61975098,5.03774151,7.54736707,10.24703335,13.67139263,16.30648281,17.60068966,19.64665119,25.02145326,32.05288272,29.35349245,0.52051706,0.2935068,0.08363942,1.215E-05,0.47488674,0.1131856,0.96275922,0.05849224,5.41326298,0.04363191,0.26345527,0.79537956,-0.56941011,1.57790755,0.24566606,0.18818859,0.65452317,2.48679755,0
2MASXJ10294837-3525077_F861_450px                 ,450,450,3.36662298,0.77781746,-0.00652305,0.04244407,212.50043389,225.50180051,213.07515899,226.7333033,216.50439636,226.72777142,216.2836518,227.89084188,13.99696832,9.5297314,41.31345663,1.0423345,12.45597746,1.36520134,18.57331211,216.00158418,226.19861678,0.52113675,17.450028,2.7280988,0.60166029,55.1828217,1771.60961914,4.38159201,6.5665181,9.43253976,12.52111745,16.5370125,19.055717,20.84601079,25.35253637,33.11282556,29.13056818,0.58668627,0.30153919,0.15134825,2.394E-05,0.37601613,0.02288729,0.93457653,0.11845005,4.6652367,0.01764286,0.44072701,0.74457988,-0.63218791,1.57626673,0.22921223,0.45063413,0.40915506,1.89428684,0
2MASXJ10294837-3525077_G_450px                    ,450,450,5.10912856,0.77781746,-0.00634982,0.06271859,208.50107532,225.50045118,209.89102479,226.01339186,217.00460833,229.36652558,210.94112694,220.28674818,13.42697049,9.19205462,29.49975018,2.42161328,13.31425451,0.49999816,306.33872823,204.74171532,224.82356118,25.86425362,6.82136065,0.16454005,0.07540014,5.73555549,3426.64526367,6.30062906,8.9757023,11.43091624,13.35526788,14.55722646,15.69553685,17.71038343,22.30246289,29.67331997,23.58356574,0.39528439,0.3092875,0.01971158,1.826E-05,0.72856507,0.08283018,0.98183566,0.14201467,6.28223947,0.02280018,0.30280685,0.76794505,-inf,1.56008358,0.50444268,0.47393703,0.99182875,1.99878963,8
2MASXJ10294837-3525077_I_450px                    ,450,450,4.27781373,0.77781746,-0.00887825,0.09262305,211.50119315,225.50157554,212.52990984,226.63748509,216.50587069,226.73838902,216.31468515,227.28118945,13.85485278,9.46272187,39.32354326,4.83150837,12.07773921,1.04422386,54.27001044,215.95872304,226.19806576,1.387453,22.32402829,3.3612695,0.62076578,47.89313026,7400.77685547,4.81546584,6.9874328,9.64508831,12.87880362,16.59168745,18.44420797,20.09406736,24.94543428,32.01334474,28.58677257,0.55267342,0.28544049,0.08508877,1.251E-05,0.41854205,0.058337,0.95432621,0.05695053,5.36086221,0.02858371,0.30167533,0.76606539,-0.61147995,1.57459139,0.21158414,0.2271607,0.70382107,1.49974235,0
2MASXJ10294837-3525077_R_450px                    ,450,450,4.28766395,0.77781746,-0.00766798,0.07317299,210.50069452,225.5011355,211.41929182,226.34679519,217.69557647,231.51331838,212.57264329,220.63407374,13.70266199,9.36067968,35.18662598,4.31499124,12.5227835,0.75301858,198.81848097,206.55756332,225.12760934,26.72770601,3.00132256,0.16362082,0.12335174,6.40302752,6555.765625,5.5824749,7.9408322,10.59861977,13.8576711,16.14045674,17.44332718,19.24558799,24.66120347,31.81630148,29.69982619,0.49214825,0.29473387,0.0255528,1.115E-05,0.71370621,0.1211592,0.9800358,0.08319986,4.20401021,0.04132567,0.2648928,0.78429874,-inf,1.57221681,0.58522603,0.35172777,0.64049625,2.08525611,0
2MASXJ10294837-3525077_U_450px                    ,450,450,6.74948259,0.77781746,-0.0007253,0.00940451,205.50032797,224.50104062,206.37037164,225.1736542,217.14365014,228.45269908,207.69239845,224.0772551,11.57916934,6.90126254,12.69245478,0.04460958,15.13013586,0.49999999,62.14301308,196.46139237,223.0132498,0.21105878,8.01492704,20.99988483,0.04999925,6.026393,56.46101761,8.13507093,9.40600457,10.15145236,10.85196267,11.79850161,13.38896996,16.34577092,21.63930676,30.88652218,21.64286409,0.36183816,0.41794215,0.10427053,0.00016591,0.77223628,0.02576855,0.99127055,0.15385222,5.08121488,0.01203412,0.65876428,0.79157923,-inf,1.64645683,0.47732664,0.53242882,0.71299982,2.86878235,0
