,# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,JClass
615,LEDA83102_R_450px                                 ,450,450,7.99268255,0.77781746,0.00381247,0.12085655,152.50034732,190.50136183,150.69724258,191.3292989,142.64279112,197.97081693,154.80040202,191.61324024,10.93532303,5.44120647,177.31881975,170.83608259,4.52876255,0.49990029,259.79541111,153.41889137,191.44363119,212.00449841,2.20556853,0.76736609,1.01674169,7.09335563,17801.18554688,1.62982009,2.23888037,2.81087578,3.54633802,4.29483225,4.93664846,5.72554586,6.84254037,8.78735382,7.98306204,0.48518648,0.31091191,0.00559397,6.75E-06,0.98704307,0.20005764,1.00011506,0.046141,24.85391494,0.0043691,0.16186281,0.87799377,-0.31705077,1.5594981,0.11816275,0.2431945,0.11339064,0.98491766,65,1
619,LEDA83120_R_450px                                 ,450,450,4.31756213,0.77781746,-0.00247484,0.04495613,274.50007188,225.71523116,274.71652872,225.3255016,276.24371117,238.4525096,274.75844713,236.19707197,1.18892088,0.96427112,92.75625827,1.47457689,6.78182575,1.74416886,20.41905615,276.0067861,220.95432071,23.76751233,5.22142181,21.00000519,0.04039044,137.78056231,1304.15856934,3.56917742,4.30354489,4.75790602,5.0836933,5.35456047,5.61778943,5.91147895,6.35705068,7.55015787,5.76661979,0.16942934,0.1492322,0.00237335,3.347E-05,0.71562808,0.00446161,0.93753255,0.01758242,7.73079696,0.00024303,0.16658341,0.8466173,-inf,1.56838335,0.07897667,0.35316126,0.10314717,1.07346466,8,1
623,LEDA83155_R_450px                                 ,450,450,3.04681034,0.77781746,-0.00346782,0.04257879,247.50221595,290.50210503,249.46020695,290.92256046,249.99701683,291.38447576,249.99904175,291.39330448,2.2624223,2.21938089,132.23329816,3.98935407,2.78076126,0.4999999,13.36459804,249.03535408,291.0050438,11.55657817,1.06209207,4.0543935,0.60004698,3.0276122,897.26635742,1,1,1.02834291,1.16271648,1.31742075,1.50217011,1.73695907,2.07675665,2.84232975,2.58338583,0.31738561,0.33394996,0.00284758,4.598E-05,0.99541942,0.00033059,0.99945672,0.00119525,77.51943726,0,,0.71738911,-inf,1.57367622,0.02595115,0.54567977,0.39338297,0.21828802,73,1
630,LEDA83201_R_450px                                 ,450,450,3.04681034,0.77781746,0.01652905,0.0443888,154.50087661,222.50027902,154.7607389,222.64306569,154.86382187,223.22776413,156.10381143,222.75302172,9.99944338,8.96001783,139.18372655,0.44644517,24.62319756,5.79858817,15.24514091,154.34823301,222.72013426,0.35823887,25.31930352,5.9759035,1.00046282,8.98696794,3775.45800781,2.09282623,3.48494011,5.69029856,7.87533136,10.60706153,13.63334778,17.23003221,22.3439016,31.10935335,23.9153756,0.80696369,0.4672959,0.08655688,1.175E-05,0.06976025,0.0080436,0.97643461,0.18588057,1.23981775,0.00644666,0.21946248,0.74840387,-inf,1.5615397,0.56629236,0.31368264,0.79273,0.82624554,8,4
639,MCG-05-08-020_R_450px                             ,450,450,3.77002933,0.77781746,-0.00316521,0.1310665,218.50177003,233.50092709,219.57878755,233.9588573,219.65375728,234.20690855,219.71970456,234.26693154,17.20372694,11.12026245,144.28740396,0.0859673,70.99997853,7.76881279,38.35017227,219.22569714,233.78236274,0.07421134,106.63042853,6.19464297,0.4437514,144.74207169,4338.16699219,3.13072852,6.49125714,10.63181043,14.76375402,18.47768069,21.82745304,25.54607884,30.20410314,38.48314506,36.60582262,0.66773713,0.3186231,0.21691968,3.02E-05,0.06942133,0.01054387,0.95856337,0.09742237,3.19710791,0.02930789,0.42310975,0.70613496,-0.79548871,1.56627903,0.22811213,0.43394064,-0.10877649,1.78833759,40,0
651,MCG-06-09-023_R_450px                             ,450,450,3.58200316,0.77781746,-0.00809174,0.19945711,219.50102462,227.50020262,219.97409654,227.67366541,220.47480104,227.96779683,221.22084015,227.27892764,23.45141901,21.65581933,65.00709811,1.75101396,20.72303237,0.69628213,156.32798101,220.59281063,227.20284115,1.4098035,23.79415818,0.89435329,0.87485679,65.50210191,8969.30664062,8.4251294,12.63924964,16.62872379,20.83826242,25.96778375,32.67016672,41.15335081,52.02062918,70.76744777,51.65739209,0.61445431,0.43539865,0.50376453,2.224E-05,0.14467672,0.02740317,0.42279561,0.28747172,0.97541005,0.01243395,0.66595605,0.68347517,-1.55658493,1.57453308,0.23684671,0.63512038,0.02074151,1.67045033,0,1
669,MCG-06-23-043_R_450px                             ,450,450,3.04681034,0.77781746,0.00381068,0.0446694,228.50072857,228.50032053,228.21934163,228.68214558,228.42361609,228.13554018,230.05295759,228.7563083,10.89112249,8.93288862,87.07155567,0.78593146,20.74708277,1.31110334,10.46306175,227.89688705,227.54284831,0.8339332,20.43086965,1.33925675,0.75910926,80.98961749,3890.48168945,6.00377931,9.72512511,13.37331238,17.20050555,20.96848077,25.62668067,34.19520866,42.50240961,51.30330109,34.11153588,0.64051836,0.38857834,0.13676095,1.148E-05,0.28912625,0.00352409,1.00038905,0.15598474,0.98213355,0.00121414,0.19123053,0.69266595,-inf,1.57005797,0.11127566,0.54346866,0.60307426,2.21928489,0,2
681,NGC1288_R_450px                                   ,450,450,3.48278782,0.77781746,0.01684005,0.14543134,243.50107341,222.50091651,243.65762079,224.03102641,244.71471431,223.61425915,244.71561526,223.68667496,41.51525254,35.44338438,89.08660306,0.15264506,162.99998878,4.31722419,33.31224747,243.99999862,222.99999861,0.14828784,175.39002223,4.05067976,0.9259727,101.67558408,44491.16796875,12.35964793,24.09166787,34.64516089,44.39819667,53.8726614,63.39805321,73.63900003,85.15241962,101.41941245,107.93816827,0.54833013,0.27475266,0.29628943,3.27E-06,0.19933344,0.11810794,0.51882839,0.27897128,1.42498001,0.06829032,0.11781211,0.77670517,-1.78945779,1.54966706,0.31497309,0.32683144,-0.21242756,2.17605037,0,1
693,NGC1310_R_450px                                   ,450,450,4.88064179,0.77781746,0.026615,0.21821402,215.5000734,217.50080923,229.65465445,204.11092719,216.1729442,219.20344463,216.37146774,216.21388186,55.5773171,28.93017383,139.34178727,1.88918104,57.45236385,0.5690144,43.01862501,216.13531201,218.74802335,1.45304236,44.06819565,1.19344967,1.00277909,101.04292232,38857.5,23.89373264,35.35184787,46.52868601,58.74106031,70.94854684,85.97855656,106.56359021,115.65042482,129.80607124,128.68732055,0.51473511,0.2623515,0.48229432,5.62E-06,0.40830981,0.18861333,0.54357526,0.48959887,15.1408709,0.14068097,0.32765991,0.81324432,-0.18912251,1.59405884,0.37040133,0.1755199,0.91980036,3.3350578,64,2
703,NGC1341_R_450px                                   ,450,450,3.29013607,0.77781746,0.03265704,0.26729739,225,225,204.28953111,187.02423932,218.66840637,224.92244623,223.32757611,216.67644925,57.70007465,20.09292888,68.49790748,1.83062172,80.21130237,0.4999264,36.51842589,217.17464791,221.44263134,2.21009165,42.40248887,1.67144287,0.60666132,58.77285992,46985.7421875,35.14576497,47.56865655,60.89684941,70.0063413,74.84900852,76.02239686,78.16565571,93.92023692,123.56848811,112.65488217,0.29543829,0.21772168,0.37671843,5.69E-06,0.62892005,0.2104267,0.60293561,0.45186594,38.39691952,0.12541599,0.25852796,0.80464077,-1.19437405,1.55900655,0.45595146,0.42660351,0.97775867,1.92681748,64,4
714,NGC1365_R_450px                                   ,450,450,3.8523013,0.77781746,1.16981304,0.63413066,217.50095398,222.50062218,218.17833412,223.40196686,217.58138601,221.32215486,216.50139959,218.0039891,14.69119171,12.63131903,111.45565375,7.90152802,44.07865033,1.62490598,64.71517835,216.99999732,219.99998825,3.89755443,66.23586582,2.41229005,0.81883524,144.79683203,249157.296875,13.15851008,22.11893927,32.69716076,45.7634471,63.62828616,89.50525381,127.52685712,151.69613168,179.12674478,204.16908904,0.83621021,0.44951021,0,2.55E-06,0.5507369,0.19720042,0.14840121,0.13154312,0.55224048,0.19874227,0.02689591,0.80282776,-1.41315628,1.48214853,0.80306646,0.20493744,0.75849136,2.0091472,0,0
726,NGC1436_R_450px                                   ,450,450,5.35125357,0.77781746,0.06801411,0.14940731,225.50051116,224.50058166,226.27526069,224.58341537,225.80228738,225.80027491,228.32699369,225.72778214,39.1241575,26.09384431,63.40297761,0.21723668,216.9999896,2.88218893,23.68568884,225.60841935,225.50609348,0.92917481,94.08340662,1.4329097,0.64338627,60.28995353,62757.953125,22.420633,38.75502734,52.7669003,65.51563256,77.35368429,88.45998144,102.11794462,120.59387459,145.68175963,156.60191272,0.4929972,0.27492417,0.30958784,2.38E-06,0.11661919,0.05651628,0.02455131,0.13969967,0.49754508,0.05815969,0.04513345,0.75097124,-1.7131096,1.60335308,0.29078191,0.46941642,0.11582775,1.57585346,0,0
738,NGC1437A_R_450px                                  ,450,450,5.43930855,0.77781746,0.01321548,0.17859229,224.50080305,227.50046962,228.03280477,228.12455968,226.66249475,228.99534973,239.00046469,251.04445104,25.53564396,19.27834144,173.59931894,0.26718384,62.63184146,1.24751191,7.01789408,226.69657701,229.12172381,0.32023714,57.11905701,1.1026716,0.72640315,175.08780656,9892.296875,17.41758883,28.28376815,38.43688982,48.87231299,58.31780731,69.63221613,86.45208499,108.45160992,136.79334935,116.36136461,0.58369873,0.3702638,0.85716193,1.805E-05,0.26923317,0.09138026,0.9921091,0.54679102,3.08239339,0.05167119,0.44303296,0.65164462,-0.54963438,1.58594455,0.50057049,0.72811118,0.59615093,5.98588015,0,3
750,NGC1460_R_450px                                   ,450,450,5.35125357,0.77781746,0.03920231,0.13230754,184.50015905,173.50000357,206.9206039,200.8455518,208.6332075,202.01128901,225.25730946,219.75462838,37.05097832,20.26460847,47.09366016,0.0144039,195.99974519,6.87673738,572.32264449,187.99999732,173.00000206,0.06828322,197.95600337,3.34135836,1.00359998,142.66586429,41053.5,30.73490759,35.71570374,37.18561007,38.28704335,39.82286205,47.16400553,62.52935016,84.0808978,112.24319602,99.65873819,0.37183813,0.45002755,0.29249613,3.22E-06,1.03608985,0.80276722,0.79130134,0.31345876,35.48286764,0.08457537,0.27468489,0.81262057,-0.79324169,1.57706331,0.56196281,0.37897224,1.11292729,1.92690365,64,0
761,NGC1492_R_450px                                   ,450,450,6.6467675,0.77781746,-6.839E-05,0.12707284,223.50024104,227.50003302,222.46946704,228.87965674,224.47252802,227.92849717,221.56066416,228.39267981,17.93285735,13.01329062,115.19070086,3.80158525,18.81001722,0.63485832,12.08080302,224.04984476,227.4558192,4.42111814,16.15724514,0.54474334,0.85748894,109.75669603,9845.109375,6.81694947,10.24396303,13.34455874,16.25829789,19.02486448,21.95609595,25.14283049,29.75675375,39.00511094,34.7208691,0.46311755,0.31179995,0.15407609,1.29E-05,0.16432709,0.02375509,0.99735763,0.18055469,4.96003216,0.00463355,0.29960297,0.78853323,-0.34772658,1.56785383,0.10755375,0.59848298,0.22575085,1.75669416,0,1
773,NGC3249_R_450px                                   ,450,450,2.36967407,0.77781746,-0.00077238,0.06995741,222.50092667,225.50030133,223.18254432,225.93196815,223.05955055,227.18673485,228.70156457,232.81559026,14.97535276,13.85949726,168.51556666,0.15750717,82.74599096,2.53150678,10.639113,222.4366492,226.83268939,0.30937392,49.98466338,2.02053086,1.00014408,124.74469878,14568.72753906,13.71640162,23.58516701,33.47697219,42.19751707,54.96245524,70.74604166,95.29754543,110.54679805,129.63395886,81.85018069,0.67090721,0.37265266,0.30607293,4.8E-06,0.72194221,0.10333455,0.95121599,0.34326863,0.98571294,0.06585342,0.36460236,0.75199389,-0.64867263,1.57051961,0.25207855,0.21105795,0.68117475,2.96984491,0,0
781,NGC3312_R_450px                                   ,450,450,4.98840495,0.77781746,-0.00314682,0.11754449,297.50008395,208.50023151,297.57923512,208.56971104,297.75203392,208.85934046,297.92828921,209.28901093,4.35321472,3.87841654,29.67245866,10.37995554,3.63232628,0.5000113,17.27104063,297.49476717,208.68854237,55.01642033,2.1918935,0.53925531,0.77719108,174.57984458,3067.31103516,1,1,1.08470429,1.37904893,1.70192976,2.06503247,2.49108213,3.0383786,3.95095607,3.84879214,0.48264189,0.36576057,0.00559763,3.777E-05,0.34873342,0.02097028,0.92309521,0.01524379,2.73644438,0,,0.75953723,-inf,1.57417101,0.04331212,0.49311247,0.31522353,0.38990645,3,1
792,NGC3336_R_450px                                   ,450,450,3.34190898,0.77781746,-0.00021534,0.1045309,223.50046457,226.5002958,217.0841481,230.5096895,226.05035428,226.86193322,232.83541029,226.76644368,41.68257021,29.60616307,1.20302786,0.81202264,57.46003427,0.910463,10.20056791,225.99999994,227.00000351,0.29591917,78.48250178,2.59364031,0.81835705,40.81980475,22257.56445312,17.34375824,29.22656204,39.32634675,48.5308677,57.74923179,69.2057483,82.1180761,92.72257483,109.77479724,107.94049528,0.50140775,0.27895643,0.31365321,4.7E-06,0.4043413,0.19025731,0.95615631,0.34284053,7.00941747,0.15158501,0.22161015,0.754596,-0.46021445,1.5567809,0.44387746,0.10509466,0.89501928,3.36438055,0,1
804,sn2004gi_R_450px                                  ,450,450,3.34190898,0.77781746,-0.01465088,2.22647977,223.50072882,224.50026873,223.73347788,224.16816538,224.37984888,225.07823472,220.92756196,220.19816771,10.5929267,10.34207122,50.62973666,0.10439734,65.84481577,2.69197625,18.020358,224.0000009,225.0000072,0.11431667,59.09212275,2.7383642,1.00006604,10.54828187,7328.41162109,11.19022279,19.68762207,28.17788833,38.95838333,56.27972412,69.75713178,101.69795263,113.46353451,134.75259973,74.61751878,0.76066304,0.37918519,0.50577231,0.00030379,0.42535744,0.00986185,1.00051544,0.69960538,0.5434951,0.00714495,0.1501884,0.65468118,-inf,1.59648429,0.42678698,0.44149235,1.17327146,2.69274837,0,4
813,TSK2008846_R_450px                                ,450,450,4.01827799,0.77781746,-0.00202962,0.13310464,225,225,248.82759927,270.55322268,210.71543944,223.69266536,212.22735715,229.27451761,81.71240006,11.26593287,47.8884124,0.33732739,140.6871525,0.49999556,33.16867979,210.06508139,222.91518506,0.32770068,97.76992464,1.28495794,0.18796319,43.60759939,11996.41015625,68.69880533,76.44730982,77.45897587,78.9413771,86.10830835,109.19346267,145.71242877,178.87901335,192.57320222,195.465762,0.36919718,0.34955079,0.51147575,1.109E-05,0.86433464,0.19610558,0.97066742,0.51310897,26.3005971,0.16694376,0.40017573,0.69698839,-0.69223422,1.65537981,0.61773475,0.598071,1.06255261,3.89942982,64,0
824,UNKNOWN4_R_450px                                  ,450,450,3.34190898,0.77781746,-0.00328654,0.06170123,208.50117176,223.50087911,209.19921005,223.86354005,209.6437065,224.4009325,210.18825959,226.66431944,12.15907076,7.67891071,84.41748608,0.9786482,13.8329662,0.74982293,23.71576441,208.99302286,223.75297302,0.94870283,14.7010523,0.83153034,0.56881649,83.10419872,1355.96069336,5.05120284,7.67046104,9.96667682,12.24464929,14.58982561,17.57495481,21.39674335,26.87686537,36.30435714,30.05551725,0.54455715,0.39590865,0.27169863,4.549E-05,0.08351778,0.00668518,0.97602442,0.16179974,2.61724316,0.00550608,0.37368936,0.72670282,-0.21800786,1.57364843,0.12833466,0.67672913,0.32030807,1.66733001,0,0
